holder_id,household_id,parcel_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s2q01,s2q01a,s2q02,s2q03,s2q04a_1,s2q04a_2,s2q04a_os,s2q04b_1,s2q04b_2,s2q04b_3,s2q04b_4,s2q05,s2q05_os,s2q06,s2q07_1,s2q07_2,s2q08,s2q09_1,s2q09_2,s2q10a,s2q10b,s2q10c,s2q11,s2q11_os,s2q12_1,s2q12_2,s2q12_os,s2q13,s2q14,s2q15a,s2q15b,s2q15c,s2q16,s2q16_os,s2q17
01010308880070903201,010103088800709032,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,2. NO,,,2. NO,,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,3. Vertisol.,,3. Poor
01010308880070903201,010103088800709032,5,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,,1,,,,2. Gift/Inherited,,2. NO,,,2. NO,,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,3. Vertisol.,,3. Poor
01010308880070903202,010103088800709032,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2,1. crop production only,**CONFIDENTIAL**,2,3,1. YES,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,,2,,,,2. Gift/Inherited,,2. NO,,,2. NO,,,,,,,,,,,4. No,5000,,,,4. Luvisol,,3. Poor
01010308880070904001,010103088800709040,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,7,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,5500,,,,5. Mixed type,,3. Poor
01010308880070904001,010103088800709040,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,5. Mixed type,,2. Fair
01010308880070904001,010103088800709040,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,5. Mixed type,,3. Poor
01010308880070904001,010103088800709040,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,3. Vertisol.,,3. Poor
01010308880070904001,010103088800709040,5,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,4000,,,,5. Mixed type,,3. Poor
01010308880070904001,010103088800709040,6,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,3500,,,,3. Vertisol.,,3. Poor
01010308880070904001,010103088800709040,7,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,3. Vertisol.,,3. Poor
01010308880070904001,010103088800709040,8,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,5000,,,,5. Mixed type,,3. Poor
01010308880070904002,010103088800709040,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,2,1. crop production only,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,3,,,,1. Granted by Local Leaders,,1. YES,3,,1. YES,1,3,,,,,,,,,4. No,4000,,,,3. Vertisol.,,3. Poor
01010308880070904801,010103088800709048,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,1,1. crop production only,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,4000,,,,5. Mixed type,,3. Poor
01010308880070904801,010103088800709048,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,500,,,,5. Mixed type,,3. Poor
01010308880070904801,010103088800709048,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,3. Vertisol.,,3. Poor
01010308880070904801,010103088800709048,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,5. Mixed type,,3. Poor
01010308880070905601,010103088800709056,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,7,1. YES,1. TITLE DEED,,,1,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,5000,,,,5. Mixed type,,3. Poor
01010308880070905601,010103088800709056,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,50,3. Full Year,,1. RELATIVE,,,,,,,,5. Mixed type,,2. Fair
01010308880070905601,010103088800709056,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,9,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,9,,,,,,,,,4. No,1000,,,,3. Vertisol.,,2. Fair
01010308880070905601,010103088800709056,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,9,,,,2. Gift/Inherited,,1. YES,1,9,1. YES,1,9,,,,,,,,,4. No,1000,,,,3. Vertisol.,,2. Fair
01010308880070905601,010103088800709056,5,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,1000,,,,3. Vertisol.,,2. Fair
01010308880070905601,010103088800709056,6,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,9,,,,2. Gift/Inherited,,1. YES,9,,1. YES,9,,,,,,,,,,4. No,1000,,,,3. Vertisol.,,2. Fair
01010308880070905601,010103088800709056,7,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,500,,,,3. Vertisol.,,3. Poor
01010308880070906401,010103088800709064,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,1. YES,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,,1,,,,2. Gift/Inherited,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,3000,,,,5. Mixed type,,3. Poor
01010308880070906401,010103088800709064,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,5. Mixed type,,3. Poor
01010308880070906401,010103088800709064,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,5. Mixed type,,3. Poor
01010308880070906401,010103088800709064,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,3. Vertisol.,,3. Poor
01010308880070906401,010103088800709064,5,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,3. Vertisol.,,3. Poor
01010308880070906401,010103088800709064,6,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,2,,,,1. Granted by Local Leaders,,1. YES,2,,1. YES,2,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,5. Mixed type,,2. Fair
01010308880070907201,010103088800709072,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,4,1. YES,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,,1,2,8,,2. Gift/Inherited,,1. YES,1,8,1. YES,1,8,,,,,,,,,4. No,4500,,,,5. Mixed type,,2. Fair
01010308880070907201,010103088800709072,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,,1,,,,2. Gift/Inherited,,1. YES,1,8,1. YES,1,8,,,,,,,,,4. No,3000,,,,5. Mixed type,,3. Poor
01010308880070907201,010103088800709072,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,,1,,,,2. Gift/Inherited,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,1500,,,,3. Vertisol.,,3. Poor
01010308880070908001,010103088800709080,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,7,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,4000,,,,5. Mixed type,,3. Poor
01010308880070908001,010103088800709080,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,5. Mixed type,,3. Poor
01010308880070908001,010103088800709080,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,3. Vertisol.,,3. Poor
01010308880070908001,010103088800709080,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,3. Vertisol.,,3. Poor
01010408880040501001,010104088800405010,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,10,1,2. livestock only ,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,1,,,,7. Purchased,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,400,,,,3. Vertisol.,,2. Fair
01010408880040501901,010104088800405019,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,19,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,200,,,,4. Luvisol,,2. Fair
01010408880040501901,010104088800405019,2,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,19,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,0,1108,,2. Belg Season,,1. RELATIVE,,,,,,,,3. Vertisol.,,2. Fair
01010408880040502801,010104088800405028,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,28,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,200,0,,4. Other Specify,Ende hunetaw,1. RELATIVE,,,,,,,,4. Luvisol,,2. Fair
01010408880040502801,010104088800405028,2,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,28,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,0,2300,,2. Belg Season,,99. OTHER (SPECIFY),,mnm aydelem,,,,,,3. Vertisol.,,1. Good
01010408880040502801,010104088800405028,3,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,28,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,0,3200,,2. Belg Season,,99. OTHER (SPECIFY),,mnm aydelem,,,,,,4. Luvisol,,1. Good
01010408880040502801,010104088800405028,4,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,28,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,0,2300,,2. Belg Season,,99. OTHER (SPECIFY),,mnm aydelem,,,,,,4. Luvisol,,1. Good
01010408880040503000,010104088800405030,1,010104088800405,1. RURAL,5014.698331595412,1. TIGRAY,01,04,8,88,004,05,30,0,4. none ,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,100,0,,4. Other Specify,aytawekm,99. OTHER (SPECIFY),,mnm aydelem,,,,,,3. Vertisol.,,3. Poor
01010408880040504301,010104088800405043,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,43,1,2. livestock only ,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,200,0,,4. Other Specify,aytawekm,1. RELATIVE,,,,,,,,4. Luvisol,,2. Fair
01010408880040505601,010104088800405056,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,56,1,1. crop production only,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,7. Purchased,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,800,,,,4. Luvisol,,1. Good
01010408880040506901,010104088800405069,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,69,1,2. livestock only ,**CONFIDENTIAL**,1,1,1. YES,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,,1,,,,7. Purchased,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,400,,,,4. Luvisol,,2. Fair
01010408880040508001,010104088800405080,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,80,1,2. livestock only ,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,300,0,,2. Belg Season,,99. OTHER (SPECIFY),,mnm,,,,,,4. Luvisol,,3. Poor
01010408880040509101,010104088800405091,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,91,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,2,1. YES,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,,1,,,,7. Purchased,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,200,,,,4. Luvisol,,3. Poor
01010408880040509800,010104088800405098,1,010104088800405,1. RURAL,5014.698331595412,1. TIGRAY,01,04,8,88,004,05,98,0,4. none ,**CONFIDENTIAL**,4,1,1. YES,1. TITLE DEED,5. SURVEY PLAN,,1,,,,1. Granted by Local Leaders,,2. NO,,,2. NO,,,,,,,,,,,4. No,900,,,,3. Vertisol.,,3. Poor
01010408880040510601,010104088800405106,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,106,1,1. crop production only,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,3. Rent,,,,,,,,250,0,,4. Other Specify,Aytawekm,1. RELATIVE,,,,,,,,4. Luvisol,,1. Good
01010408880040513301,010104088800405133,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,133,1,3. Both livestock and crop production,**CONFIDENTIAL**,3,1,2. NO,,,,,,,,3. Rent,,,,,,,,200,0,,4. Other Specify,Beyeweru,99. OTHER (SPECIFY),,Mnm aydelem,,,,,,3. Vertisol.,,1. Good
01010408880040513301,010104088800405133,2,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,133,1,3. Both livestock and crop production,**CONFIDENTIAL**,3,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,2. NO,,,,,,,,,,,4. No,4200,,,,3. Vertisol.,,1. Good
01010508880071201801,010105088800712018,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,18,1,2. livestock only ,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,200,0,,4. Other Specify,Beyeweru,99. OTHER (SPECIFY),,Mnm aydelem,,,,,,4. Luvisol,,1. Good
01010508880071204501,010105088800712045,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,45,1,1. crop production only,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,230,0,,4. Other Specify,Ende hunetaw,99. OTHER (SPECIFY),,mnm aydelem,,,,,,4. Luvisol,,2. Fair
01010508880071204501,010105088800712045,2,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,45,1,1. crop production only,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,0,33,,1. Main Season,,99. OTHER (SPECIFY),,Mnm aydelem,,,,,,4. Luvisol,,1. Good
01010508880071204901,010105088800712049,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,150,0,,4. Other Specify,Aytawekm,99. OTHER (SPECIFY),,Mnm aydelem,,,,,,4. Luvisol,,2. Fair
01010508880071204901,010105088800712049,2,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,2. NO,,,,,,,,3. Rent,,,,,,,,4500,0,,2. Belg Season,,1. RELATIVE,,,,,,,,4. Luvisol,,2. Fair
01010508880071205000,010105088800712050,1,010105088800712,1. RURAL,14542.05139751553,1. TIGRAY,01,05,8,88,007,12,50,0,4. none ,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,100,0,,4. Other Specify,Aytawekm,99. OTHER (SPECIFY),,mnm aydelem,,,,,,4. Luvisol,,3. Poor
01010508880071205001,010105088800712050,1,010105088800712,1. RURAL,14542.05139751553,1. TIGRAY,01,05,8,88,007,12,50,1,4. none ,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,600,0,,3. Full Year,,2. FRIEND/NEIGHBOR,,,,,,,,"7. OTHER PARCEL USE (BARN, RESIDENTIAL, ETC.)",,
01010508880071205401,010105088800712054,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,54,1,2. livestock only ,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,3. Rent,,,,,,,,120,0,,4. Other Specify,Aytawekm endeyehunetaw,99. OTHER (SPECIFY),,Mnm aydelem,,,,,,4. Luvisol,,1. Good
01010508880071206101,010105088800712061,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,61,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,2,1. YES,1. TITLE DEED,,,2,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,1200,,,,4. Luvisol,,2. Fair
01010508880071206101,010105088800712061,2,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,61,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,5,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,3000,,,,4. Luvisol,,1. Good
01010508880071206101,010105088800712061,3,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,61,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,1000,,,,4. Luvisol,,1. Good
01010508880071207201,010105088800712072,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,72,1,2. livestock only ,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,7. Purchased,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,100,,,,4. Luvisol,,1. Good
01010508880071207401,010105088800712074,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,74,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,2,2. NO,,,,,,,,2. Gift/Inherited,,1. YES,1,,1. YES,2,,,,,,,,,,4. No,100,,,,4. Luvisol,,1. Good
01010508880071207901,010105088800712079,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,79,1,2. livestock only ,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,1,,,,7. Purchased,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,130,,,,4. Luvisol,,2. Fair
01010508880071209601,010105088800712096,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,96,1,1. crop production only,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,2. NO,,,,,,,,,,,4. No,100,,,,4. Luvisol,,1. Good
01010508880071209601,010105088800712096,2,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,96,1,1. crop production only,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,2. NO,,,2. NO,,,,,,,,,,,4. No,2400,,,,4. Luvisol,,2. Fair
01010508880071211201,010105088800712112,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,112,1,2. livestock only ,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,2. Gift/Inherited,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,200,,,,4. Luvisol,,1. Good
01010508880071212100,010105088800712121,1,010105088800712,1. RURAL,14542.05139751553,1. TIGRAY,01,05,8,88,007,12,121,0,4. none ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,300,0,,4. Other Specify,aytawekm,99. OTHER (SPECIFY),,mnm aydelem,,,,,,4. Luvisol,,2. Fair
01010508880071212101,010105088800712121,1,010105088800712,1. RURAL,14542.05139751553,1. TIGRAY,01,05,8,88,007,12,121,1,4. none ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,0,0,,4. Other Specify,Aytawekm bale betu  eskefekede.gedeb yelewm,99. OTHER (SPECIFY),,Baed,,,,,,"7. OTHER PARCEL USE (BARN, RESIDENTIAL, ETC.)",,
01010508880221500901,010105088802215009,1,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,9,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,2,,,7. Purchased,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,3120,,,,4. Luvisol,,2. Fair
01010508880221500901,010105088802215009,2,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,9,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,"6. RENTAL CONTRACT, REGISTERED",,,1,2,,,3. Rent,,,,,,,,300,300,,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,5. Mixed type,,3. Poor
01010508880221500901,010105088802215009,3,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,9,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,"6. RENTAL CONTRACT, REGISTERED",,,1,2,,,3. Rent,,,,,,,,1150,1150,,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,5. Mixed type,,2. Fair
01010508880221500901,010105088802215009,4,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,9,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,"6. RENTAL CONTRACT, REGISTERED",,,1,2,,,3. Rent,,,,,,,,5000,5000,,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,3. Vertisol.,,2. Fair
