ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs5q01_1,cs5q01_2,cs5q01_3,cs5q01_os,cs5q02,cs5q03,cs5q04,cs5q05_1,cs5q05_2,cs5q05_os,cs5q06,cs5q07,cs5q08_1,cs5q08_2,cs5q08_os,cs5q09,cs5q10,cs5q11
150101010100344,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
150101010100357,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
150101010100370,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
150101010100383,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
150101010100407,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,4. Small-Scale Trade & Service Provision,10. Civil Service,7. Transport,,1. YES,40,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,2. NO,,
150101010100420,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,4. Small-Scale Trade & Service Provision,10. Civil Service,"6. Handicraft Production, Small-Scale Industry",,1. YES,40,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,2. NO,,
150101010100431,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,4. Small-Scale Trade & Service Provision,10. Civil Service,7. Transport,,1. YES,40,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,2. NO,,
150101010100511,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,4. Small-Scale Trade & Service Provision,10. Civil Service,,,1. YES,2,3. Outside Ethiopia,11. Other (Specify),,Yesaw betseratynet,2. NO,,,,,1. YES,47,53
150101010100524,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,4. Small-Scale Trade & Service Provision,10. Civil Service,,,1. YES,2,3. Outside Ethiopia,11. Other (Specify),,Yesawbet seratyent,2. NO,,,,,1. YES,47,53
150101010100538,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,4. Small-Scale Trade & Service Provision,,,,1. YES,2,3. Outside Ethiopia,11. Other (Specify),,Yesewbet seratyent,2. NO,,,,,1. YES,47,53
150101010100550,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,4. Small-Scale Trade & Service Provision,,,,1. YES,2,3. Outside Ethiopia,11. Other (Specify),,Yesaw bet seratynet,2. NO,,,,,1. YES,47,53
150101010100607,2. URBAN,15. DIRE DAWA,01,01,1,1,006,07,4. Small-Scale Trade & Service Provision,7. Transport,10. Civil Service,,1. YES,20,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,20,10
150101010100620,2. URBAN,15. DIRE DAWA,01,01,1,1,006,20,4. Small-Scale Trade & Service Provision,7. Transport,10. Civil Service,,1. YES,20,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,20,10
150101010100712,2. URBAN,15. DIRE DAWA,01,01,1,1,007,12,4. Small-Scale Trade & Service Provision,11. Other (Specify),,yegulbet ser,1. YES,5,3. Outside Ethiopia,11. Other (Specify),,yebet ser,1. YES,1. Rural Areas,11. Other (Specify),,yeken sera,1. YES,0,5
150101010100726,2. URBAN,15. DIRE DAWA,01,01,1,1,007,26,4. Small-Scale Trade & Service Provision,11. Other (Specify),,yegulbet ser,1. YES,5,3. Outside Ethiopia,11. Other (Specify),,yebet ser,1. YES,1. Rural Areas,11. Other (Specify),,yeke sera,1. YES,0,5
150101010100807,2. URBAN,15. DIRE DAWA,01,01,1,1,008,07,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",10. Civil Service,,1. YES,20,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,15,10
150101010100822,2. URBAN,15. DIRE DAWA,01,01,1,1,008,22,4. Small-Scale Trade & Service Provision,7. Transport,"5. Beer Brewing, Kachasu",,1. YES,20,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,15,10
150101010100912,2. URBAN,15. DIRE DAWA,01,01,1,1,009,12,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,2. NO,,,,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,10
150101010101001,2. URBAN,15. DIRE DAWA,01,01,1,1,010,01,4. Small-Scale Trade & Service Provision,7. Transport,10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,40,10
150101010101013,2. URBAN,15. DIRE DAWA,01,01,1,1,010,13,4. Small-Scale Trade & Service Provision,7. Transport,10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,40,10
150101010101026,2. URBAN,15. DIRE DAWA,01,01,1,1,010,26,4. Small-Scale Trade & Service Provision,7. Transport,10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,40,10
150101010110304,2. URBAN,15. DIRE DAWA,01,01,1,1,103,04,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
150101010110317,2. URBAN,15. DIRE DAWA,01,01,1,1,103,17,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
150101088800302,1. RURAL,15. DIRE DAWA,01,01,8,88,003,02,1. Farming,4. Small-Scale Trade & Service Provision,"3. Firewood, Charcoal Selling",,1. YES,5,2. Urban Centres,11. Other (Specify),,á‹¨á‰€áŠ• áˆ¥áˆ«(á‹¨áŒ‰áˆá‰ á‰µ áˆ¥áˆ«),2. NO,,,,,2. NO,,
150101088800411,2. URBAN,15. DIRE DAWA,01,01,8,88,004,11,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
150101088800501,1. RURAL,15. DIRE DAWA,01,01,8,88,005,01,1. Farming,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,,1. YES,1. Rural Areas,11. Other (Specify),,yegulbet sira,2. NO,,
150101088801007,1. RURAL,15. DIRE DAWA,01,01,8,88,010,07,1. Farming,,,,1. YES,2,3. Outside Ethiopia,11. Other (Specify),,yebatseratg,2. NO,,,,,2. NO,,
150101088801401,1. RURAL,15. DIRE DAWA,01,01,8,88,014,01,1. Farming,"3. Firewood, Charcoal Selling",,,2. NO,,,,,,2. NO,,,,,2. NO,,
150101088801705,1. RURAL,15. DIRE DAWA,01,01,8,88,017,05,1. Farming,,,,1. YES,2,2. Urban Centres,"6. Handicraft Production, Small-Scale Industry",,,2. NO,,,,,2. NO,,
150101088802010,1. RURAL,15. DIRE DAWA,01,01,8,88,020,10,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
150101088802301,1. RURAL,15. DIRE DAWA,01,01,8,88,023,01,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
150101088802507,1. RURAL,15. DIRE DAWA,01,01,8,88,025,07,1. Farming,"3. Firewood, Charcoal Selling",,,1. YES,1,2. Urban Centres,11. Other (Specify),,Ya kan sira,2. NO,,,,,2. NO,,
150101088802704,1. RURAL,15. DIRE DAWA,01,01,8,88,027,04,1. Farming,"3. Firewood, Charcoal Selling",11. Other (Specify),ashewa ina dingay,1. YES,10,2. Urban Centres,9. Professional Occupations,,,2. NO,,,,,2. NO,,
150101088802908,2. URBAN,15. DIRE DAWA,01,01,8,88,029,08,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
150101088803105,1. RURAL,15. DIRE DAWA,01,01,8,88,031,05,1. Farming,,,,1. YES,10,2. Urban Centres,11. Other (Specify),,á‹¨á‰€áŠ• áˆ¥áˆ«/á‹¨á‰°áŒˆáŠ˜á‹áŠ• á‹¨áŒ‰áˆá‰ á‰µ áˆ¥áˆ«/,2. NO,,,,,2. NO,,
150101088803404,1. RURAL,15. DIRE DAWA,01,01,8,88,034,04,1. Farming,,,,1. YES,2,2. Urban Centres,11. Other (Specify),,á‹¨á‰°áŒˆáŠ˜á‹áŠ• á‹¨á‰€áŠ• áˆ¥áˆ«/á‹¨áŒ‰áˆá‰ á‰µ áˆ¥áˆ«/,2. NO,,,,,2. NO,,
150101088803701,1. RURAL,15. DIRE DAWA,01,01,8,88,037,01,1. Farming,,,,1. YES,5,2. Urban Centres,11. Other (Specify),,á‹¨á‰€áŠ• áˆ¥áˆ«/ á‹¨á‰°áŒˆáŠ˜á‹‰áŠ• á‹¨áŒ‰áˆá‰ á‰µ áˆ¥áˆ«/,2. NO,,,,,2. NO,,
