household_id,loan_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s15q02b,s15q02b_os,s15q03_1,s15q03_2,s15q04,s15q04_os,s15q05,s15q06a,s15q06b,s15q07,s15q08,s15q09a,s15q09b,s15q10a,s15q10b,s15q10c
020203088800905012,1,020203088800905,1. RURAL,495.2088987764182,2. AFAR,02,03,8,88,009,05,12,2. NEIGHBOR,,1,3,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,1000,0,1000
020203088800905030,1,020203088800905,1. RURAL,495.2088987764182,2. AFAR,02,03,8,88,009,05,30,2. NEIGHBOR,,1,2,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,2150,0,2150
020205088800207060,1,020205088800207,1. RURAL,317.2520844055584,2. AFAR,02,05,8,88,002,07,60,1. RELATIVE,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,9. MAY,2010,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,4. DECEMBER,2012,2000,0,2000
020205088800715010,1,020205088800715,1. RURAL,194.5772727272727,2. AFAR,02,05,8,88,007,15,10,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,3600,0,3600
020205088800715016,1,020205088800715,1. RURAL,134.1912225705329,2. AFAR,02,05,8,88,007,15,16,2. NEIGHBOR,,1,2,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,3. MONTHLY,2. NO,3. NOVEMBER,2011,5000,0,5000
020206088800113016,1,020206088800113,1. RURAL,91.3053679345894,2. AFAR,02,06,8,88,001,13,16,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2012,6000,0,6000
020206088800113022,1,020206088800113,1. RURAL,194.784784927124,2. AFAR,02,06,8,88,001,13,22,1. RELATIVE,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,5. JANUARY,2011,10000,0,10000
020206088800803006,1,020206088800803,1. RURAL,242.3917241379311,2. AFAR,02,06,8,88,008,03,6,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,500,0,500
020206088800803056,1,020206088800803,1. RURAL,242.3917241379311,2. AFAR,02,06,8,88,008,03,56,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,300,0,300
020206088801304001,1,020206088801304,1. RURAL,57.88640973630832,2. AFAR,02,06,8,88,013,04,1,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,7. MARCH,2011,3. MONTHLY,2. NO,11. JULY,2011,2000,0,2000
020207010100104112,1,020207010100104,2. URBAN,283.6034858387799,2. AFAR,02,07,1,1,001,04,112,1. RELATIVE,,2,,7. PURCHASE NON-FARM INPUTS,,1,9. MAY,2011,3. MONTHLY,2. NO,11. JULY,2011,1000,0,1000
020207010100104122,1,020207010100104,2. URBAN,283.6034858387799,2. AFAR,02,07,1,1,001,04,122,3. GROCERY/LOCAL MERCHANT,,1,,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,150,0,150
020301020100111091,1,020301020100111,2. URBAN,445.1725615435795,2. AFAR,03,01,2,1,001,11,91,2. NEIGHBOR,,2,,9. OTHER (SPECIFY),To visit family,,10. JUNE,2011,3. MONTHLY,2. NO,10. JUNE,2011,100,0,100
020301020100111108,1,020301020100111,2. URBAN,445.1725615435795,2. AFAR,03,01,2,1,001,11,108,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,3. MONTHLY,2. NO,11. JULY,2011,300,0,300
020301020100111159,1,020301020100111,2. URBAN,445.1725615435795,2. AFAR,03,01,2,1,001,11,159,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,8. APRIL,2011,3. MONTHLY,1. YES,,,500,0,500
020301020100111210,1,020301020100111,2. URBAN,445.1725615435795,2. AFAR,03,01,2,1,001,11,210,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
020301088800303093,1,020301088800303,1. RURAL,842.8074527252502,2. AFAR,03,01,8,88,003,03,93,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,2. WEEKLY,1. YES,,,300,0,300
020302088800306094,1,020302088800306,1. RURAL,123.6735321528425,2. AFAR,03,02,8,88,003,06,94,2. NEIGHBOR,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,300,0,300
020303020100103049,1,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,49,2. NEIGHBOR,,1,,12. HOUSE CONSTRUCTION/MAINTENANCES,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,400,0,400
020303020100103075,1,020303020100103,2. URBAN,700.534779116466,2. AFAR,03,03,2,1,001,03,75,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
020303088800501015,1,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,15,1. RELATIVE,,1,,3. PURCHASE INPUTS FOR OTHER CROPS,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,50000,0,50000
020303088800501218,1,020303088800501,1. RURAL,620.2115328890177,2. AFAR,03,03,8,88,005,01,218,3. GROCERY/LOCAL MERCHANT,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,1000,0,1000
020304088800703004,1,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,4,2. NEIGHBOR,,2,,10. FOOD/NON-FOOD EXPENDITURE,,,10. JUNE,2011,2. WEEKLY,1. YES,,,600,0,600
020304088800703044,1,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,44,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,400,0,400
020304088800703056,1,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,56,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
020304088800703062,1,020304088800703,1. RURAL,466.4486896551723,2. AFAR,03,04,8,88,007,03,62,1. RELATIVE,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2011,5000,0,5000
020305010100306188,1,020305010100306,2. URBAN,273.9157915437561,2. AFAR,03,05,1,1,003,06,188,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
020306088800903019,1,020306088800903,1. RURAL,415.718930330753,2. AFAR,03,06,8,88,009,03,19,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,0,0,0
020401088800602053,1,020401088800602,1. RURAL,258.8721963342653,2. AFAR,04,01,8,88,006,02,53,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,6. FEBRUARY,2012,1000,0,1000
020403088800302007,1,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,7,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,3. NOVEMBER,2012,1000,0,1000
020403088800302037,1,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,37,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,3. NOVEMBER,2012,1200,0,1200
020403088800302067,1,020403088800302,1. RURAL,628.014921630094,2. AFAR,04,03,8,88,003,02,67,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,2. OCTOBER,2012,1500,0,1500
020404088800501004,1,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,4,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
020404088800501006,1,020404088800501,1. RURAL,57.88640973630832,2. AFAR,04,04,8,88,005,01,6,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,3. NOVEMBER,2012,400,0,400
020404088800501009,1,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,9,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,4. DECEMBER,2012,500,0,500
020404088800501025,1,020404088800501,1. RURAL,318.3752535496957,2. AFAR,04,04,8,88,005,01,25,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,8. APRIL,2011,4. EVERY THREE MONTHS,2. NO,2. OCTOBER,2012,500,0,500
020601010100306052,1,020601010100306,2. URBAN,224.8329812981298,2. AFAR,06,01,1,1,003,06,52,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,2. OCTOBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
020601010100330076,1,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,76,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,2. OCTOBER,2011,3. MONTHLY,2. NO,12. AUGUST,2012,0,0,0
020601010100330112,1,020601010100330,2. URBAN,289.2755555555556,2. AFAR,06,01,1,1,003,30,112,2. NEIGHBOR,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
030103088803101011,1,030103088803101,1. RURAL,8321.922296050203,3. AMHARA,01,03,8,88,031,01,11,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,5. JANUARY,2012,300,0,300
030103088803101035,1,030103088803101,1. RURAL,8321.922296050203,3. AMHARA,01,03,8,88,031,01,35,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,550,0,550
030103088803101039,1,030103088803101,1. RURAL,982.9042081949059,3. AMHARA,01,03,8,88,031,01,39,1. RELATIVE,,1,,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2011,400,0,400
030106088801805070,1,030106088801805,1. RURAL,8183.329903272277,3. AMHARA,01,06,8,88,018,05,70,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,5. JANUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,600,0,600
030106088801805090,1,030106088801805,1. RURAL,8183.329903272277,3. AMHARA,01,06,8,88,018,05,90,2. NEIGHBOR,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,150,0,150
030202088802410036,1,030202088802410,1. RURAL,525.8850540660643,3. AMHARA,02,02,8,88,024,10,36,9. NGO,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,9. MAY,2011,4. EVERY THREE MONTHS,2. NO,10. JUNE,2012,16435,2435,18870
030202088802410084,1,030202088802410,1. RURAL,7625.333283957932,3. AMHARA,02,02,8,88,024,10,84,10. SACCOS,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,6. ANNUALLY,2. NO,9. MAY,2012,19280,3280,22560
030202088802410150,1,030202088802410,1. RURAL,7625.333283957932,3. AMHARA,02,02,8,88,024,10,150,7. MICROFINANCE INSTITUTION,,1,,3. PURCHASE INPUTS FOR OTHER CROPS,,,7. MARCH,2011,6. ANNUALLY,2. NO,7. MARCH,2012,9500,1500,11000
030202088802410166,1,030202088802410,1. RURAL,7625.333283957932,3. AMHARA,02,02,8,88,024,10,166,7. MICROFINANCE INSTITUTION,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,7. MARCH,2011,6. ANNUALLY,2. NO,7. MARCH,2012,30000,5000,35000
030206010100105050,1,030206010100105,2. URBAN,4881.59174497881,3. AMHARA,02,06,1,1,001,05,50,1. RELATIVE,,1,,6. EXPANDING BUSINESS,,1,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1500,0,1500
030206010100105064,1,030206010100105,2. URBAN,4881.59174497881,3. AMHARA,02,06,1,1,001,05,64,1. RELATIVE,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,22000,0,22000
030206010100105162,1,030206010100105,2. URBAN,4881.59174497881,3. AMHARA,02,06,1,1,001,05,162,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,5. JANUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,0,0,0
030206088800908012,1,030206088800908,1. RURAL,8451.428309833364,3. AMHARA,02,06,8,88,009,08,12,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,3. NOVEMBER,2011,3. MONTHLY,2. NO,1. SEPTEMBER,2014,8000,800,8800
030206088800908096,1,030206088800908,1. RURAL,8451.428309833364,3. AMHARA,02,06,8,88,009,08,96,7. MICROFINANCE INSTITUTION,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,2. OCTOBER,2011,6. ANNUALLY,2. NO,1. SEPTEMBER,2013,20000,2000,22000
030209088803514073,1,030209088803514,1. RURAL,8256.395348837208,3. AMHARA,02,09,8,88,035,14,73,4. MONEY LENDER,,1,3,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,1. SEPTEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,600,240,840
030214020100104090,1,030214020100104,2. URBAN,7192.437837219936,3. AMHARA,02,14,2,1,001,04,90,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
030214020100104185,1,030214020100104,2. URBAN,7192.437837219936,3. AMHARA,02,14,2,1,001,04,185,7. MICROFINANCE INSTITUTION,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,8. APRIL,2011,6. ANNUALLY,2. NO,8. APRIL,2012,3000,1500,4500
030214020100104307,1,030214020100104,2. URBAN,7192.437837219936,3. AMHARA,02,14,2,1,001,04,307,8. BANK (COMMERCIAL),,1,,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,12. AUGUST,2010,3. MONTHLY,2. NO,12. AUGUST,2011,5000,1350,6350
030303088800803011,1,030303088800803,1. RURAL,8022.171367309913,3. AMHARA,03,03,8,88,008,03,11,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,3. NOVEMBER,2011,6. ANNUALLY,2. NO,3. NOVEMBER,2012,10000,0,10000
030303088800803018,1,030303088800803,1. RURAL,2927.799769091209,3. AMHARA,03,03,8,88,008,03,18,10. SACCOS,,1,2,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,10. JUNE,2010,6. ANNUALLY,2. NO,3. NOVEMBER,2012,10000,300,10300
030303088800803061,1,030303088800803,1. RURAL,8022.171367309913,3. AMHARA,03,03,8,88,008,03,61,10. SACCOS,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2010,4. EVERY THREE MONTHS,2. NO,3. NOVEMBER,2012,10000,3000,13000
030303088800803102,1,030303088800803,1. RURAL,8022.171367309913,3. AMHARA,03,03,8,88,008,03,102,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,10. JUNE,2010,6. ANNUALLY,2. NO,3. NOVEMBER,2012,4500,1500,6000
030303088800803128,1,030303088800803,1. RURAL,8022.171367309913,3. AMHARA,03,03,8,88,008,03,128,10. SACCOS,,1,2,3. PURCHASE INPUTS FOR OTHER CROPS,,,3. NOVEMBER,2011,4. EVERY THREE MONTHS,2. NO,4. DECEMBER,2011,10000,3000,13000
030309010100310118,1,030309010100310,2. URBAN,4411.870237143618,3. AMHARA,03,09,1,1,003,10,118,7. MICROFINANCE INSTITUTION,,1,2,5. BUSINESS START-UP CAPITAL,,1,6. FEBRUARY,2011,3. MONTHLY,2. NO,6. FEBRUARY,2012,700000,14000,714000
030312088800504022,1,030312088800504,1. RURAL,7436.611413491671,3. AMHARA,03,12,8,88,005,04,22,10. SACCOS,,1,2,3. PURCHASE INPUTS FOR OTHER CROPS,,,6. FEBRUARY,2011,6. ANNUALLY,2. NO,6. FEBRUARY,2012,2000,250,2250
030409010100102004,1,030409010100102,2. URBAN,4940.423298298299,3. AMHARA,04,09,1,1,001,02,4,7. MICROFINANCE INSTITUTION,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,6. FEBRUARY,2011,6. ANNUALLY,2. NO,6. FEBRUARY,2012,14000,2540,16540
030409010100102014,1,030409010100102,2. URBAN,4940.423298298299,3. AMHARA,04,09,1,1,001,02,14,7. MICROFINANCE INSTITUTION,,2,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,11. JULY,2010,6. ANNUALLY,2. NO,10. JUNE,2011,25000,4750,29750
030409010100102076,1,030409010100102,2. URBAN,4940.423298298299,3. AMHARA,04,09,1,1,001,02,76,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,8. APRIL,2011,3. MONTHLY,1. YES,,,2000,0,2000
030409010100102092,1,030409010100102,2. URBAN,4940.423298298299,3. AMHARA,04,09,1,1,001,02,92,7. MICROFINANCE INSTITUTION,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,4. DECEMBER,2011,6. ANNUALLY,2. NO,4. DECEMBER,2012,30000,6000,36000
030409010100102137,1,030409010100102,2. URBAN,4940.423298298299,3. AMHARA,04,09,1,1,001,02,137,7. MICROFINANCE INSTITUTION,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,1. SEPTEMBER,2011,3. MONTHLY,2. NO,1. SEPTEMBER,2013,9000,450,9450
030409010100102149,1,030409010100102,2. URBAN,4940.423298298299,3. AMHARA,04,09,1,1,001,02,149,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,7. MARCH,2011,6. ANNUALLY,2. NO,7. MARCH,2012,30000,6000,36000
030409088800307035,1,030409088800307,1. RURAL,7165.928038613426,3. AMHARA,04,09,8,88,003,07,35,1. RELATIVE,,1,,3. PURCHASE INPUTS FOR OTHER CROPS,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,700,0,700
030409088800307069,1,030409088800307,1. RURAL,7165.928038613426,3. AMHARA,04,09,8,88,003,07,69,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,700,0,700
030421010100402099,1,030421010100402,2. URBAN,4870.183110425241,3. AMHARA,04,21,1,1,004,02,99,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
030421010100402113,1,030421010100402,2. URBAN,4870.183110425241,3. AMHARA,04,21,1,1,004,02,113,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,800,0,800
030421010100402169,1,030421010100402,2. URBAN,4870.183110425241,3. AMHARA,04,21,1,1,004,02,169,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,150,0,150
030421010100402183,1,030421010100402,2. URBAN,4870.183110425241,3. AMHARA,04,21,1,1,004,02,183,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,2500,0,2500
030512088800206033,1,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,200,0,200
030512088800206057,1,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,57,1. RELATIVE,,1,,7. PURCHASE NON-FARM INPUTS,,1,10. JUNE,2011,2. WEEKLY,1. YES,,,400,0,400
030512088800206117,1,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,117,2. NEIGHBOR,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,3. MONTHLY,1. YES,,,800,0,800
030519088801304052,1,030519088801304,1. RURAL,6952.753977968177,3. AMHARA,05,19,8,88,013,04,52,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,11. JULY,2011,6. ANNUALLY,1. YES,,,0,150,150
030519088801304094,1,030519088801304,1. RURAL,6952.753977968177,3. AMHARA,05,19,8,88,013,04,94,10. SACCOS,,1,,3. PURCHASE INPUTS FOR OTHER CROPS,,,8. APRIL,2011,6. ANNUALLY,2. NO,4. DECEMBER,2012,2500,230,2730
030526010100201023,1,030526010100201,2. URBAN,5673.101718712176,3. AMHARA,05,26,1,1,002,01,23,10. SACCOS,,1,,7. PURCHASE NON-FARM INPUTS,,1,6. FEBRUARY,2011,3. MONTHLY,2. NO,5. JANUARY,2013,20050000,40000,20090000
030526010100201035,1,030526010100201,2. URBAN,5673.101718712176,3. AMHARA,05,26,1,1,002,01,35,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,7. MARCH,2011,3. MONTHLY,2. NO,7. MARCH,2012,17000,21500,38500
030526010100201095,1,030526010100201,2. URBAN,5673.101718712176,3. AMHARA,05,26,1,1,002,01,95,10. SACCOS,,1,,6. EXPANDING BUSINESS,,1,1. SEPTEMBER,2011,3. MONTHLY,1. YES,,,18000,4000,22000
030526010100201131,1,030526010100201,2. URBAN,5673.101718712176,3. AMHARA,05,26,1,1,002,01,131,10. SACCOS,,1,2,7. PURCHASE NON-FARM INPUTS,,1,4. DECEMBER,2011,6. ANNUALLY,2. NO,4. DECEMBER,2012,14000,2000,16000
030526010100201167,1,030526010100201,2. URBAN,5673.101718712176,3. AMHARA,05,26,1,1,002,01,167,9. NGO,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,3. NOVEMBER,2011,3. MONTHLY,2. NO,3. NOVEMBER,2013,25000,14000,39000
030602088802210055,1,030602088802210,1. RURAL,7383.122763864044,3. AMHARA,06,02,8,88,022,10,55,1. RELATIVE,,1,2,9. OTHER (SPECIFY),To pay penality,,8. APRIL,2011,6. ANNUALLY,2. NO,2. OCTOBER,2012,1000,0,1000
030602088802210063,1,030602088802210,1. RURAL,7383.122763864044,3. AMHARA,06,02,8,88,022,10,63,11. OTHER (SPECIFY),Edere,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,9. MAY,2011,6. ANNUALLY,2. NO,5. JANUARY,2012,1000,400,1400
030602088802210071,1,030602088802210,1. RURAL,7383.122763864044,3. AMHARA,06,02,8,88,022,10,71,1. RELATIVE,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,5. JANUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,7000,0,7000
030602088802210079,1,030602088802210,1. RURAL,7383.122763864044,3. AMHARA,06,02,8,88,022,10,79,2. NEIGHBOR,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,9. MAY,2011,6. ANNUALLY,2. NO,3. NOVEMBER,2012,4000,0,4000
030606088800202009,1,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,9,10. SACCOS,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,7. MARCH,2011,6. ANNUALLY,2. NO,4. DECEMBER,2012,4000,800,4800
030606088800202046,1,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,46,10. SACCOS,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,3. NOVEMBER,2011,6. ANNUALLY,2. NO,4. DECEMBER,2012,15000,1000,16000
030606088800202095,1,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,95,10. SACCOS,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,7. MARCH,2011,6. ANNUALLY,2. NO,5. JANUARY,2012,4000,500,4500
