key,household_id,ea_id,cs_startdate,cs_submissiondate,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_id,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3a_pri_sch_child,ac4a_pri_child,ac5a_pri_edu_type,ac5a_pri_edu_type_1,ac5a_pri_edu_type_2,ac5a_pri_edu_type_3,ac5a_pri_edu_type_4,ac5a_pri_edu_type_5,ac5a_pri_edu_type__96,ac5a_pri_edu_type__98,ac5a_pri_edu_type__99,ac5a_pri_edu_type_other,ac3b_sec_sch_child,ac4b_sec_child,ac5b_sec_edu_type,ac5b_sec_edu_type_1,ac5b_sec_edu_type_2,ac5b_sec_edu_type_3,ac5b_sec_edu_type_4,ac5b_sec_edu_type_5,ac5b_sec_edu_type__96,ac5b_sec_edu_type__98,ac5b_sec_edu_type__99,ac5b_sec_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_0,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_0,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,as5_assist_fair,as6_assist_tension,ag1_crops,ag2_crops_able,ag3_crops_reas,ag3_crops_reas_1,ag3_crops_reas_2,ag3_crops_reas_3,ag3_crops_reas_4,ag3_crops_reas_5,ag3_crops_reas_6,ag3_crops_reas_7,ag3_crops_reas_8,ag3_crops_reas_9,ag3_crops_reas__96,ag3_crops_reas__98,ag3_crops_reas__99,ag3_crops_reas_other,ag4_crops_reas_fert,ag4_crops_reas_fert_other,ag5_crops_reas_seeds,ag5_crops_reas_seeds_other,ag6_ext_need,ag7_ext_receive,ag8_travel_norm,ag9_travel_curr,lo1_keb,lo2_farm,lo3_impact,lo3_impact_1,lo3_impact_2,lo3_impact_3,lo3_impact_4,lo3_impact__99,lo4_destr,lo5_sprayed,wa1_water_drink,wa2_water_drink_why,wa2_water_drink_why_other,wa3_water_wash,wa4_water_wash_why,wa4_water_wash_why_other,wa5_soap_wash,wa6_soap_wash_why,wa6_soap_wash_why_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,phw4,_merge
uuid:39c13273-b53b-41f6-9e6e-f51a9aea8b97,031605010100105164,031605010100105,2020-08-12T16:11:30Z,2020-08-12T16:41:37Z,Amhara,16,5,1,1,1,Urban,5,164,1,Male,35,Round 4,5,Yes,1,Male,35,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,4 6,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,No,Unable to access water tankers/private vendors in my area,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,13298.6162109375,3
uuid:969a8628-6e13-4128-afb4-641402efa43a,031605010100105176,031605010100105,2020-08-18T11:11:11Z,2020-08-19T11:55:39Z,Amhara,16,5,1,1,1,Urban,5,176,1,Male,30,Round 4,4,Yes,1,Male,30,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,Yes,,,Public administration (government),,Employee (Government),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,6112.34228515625,3
uuid:5bc9379d-fa7c-4eef-ab38-8761db004011,040116010100105003,040116010100105,2020-08-09T15:40:43Z,2020-08-09T20:31:39Z,Oromia,1,16,1,1,1,Urban,5,3,1,Male,41,Round 4,1,Yes,1,Male,41,Head,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,Yes,,,Public administration (government),,Employee (Government),,Yes,Yes,,,,Wholesale and retail trade,,No income,,1 3,Yes,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,Yes,No,No,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,7492.73681640625,3
uuid:6b634b77-ed25-485a-b96c-658f3553dc4f,040116010100105053,040116010100105,2020-08-09T16:20:51Z,2020-08-09T20:31:45Z,Oromia,1,16,1,1,1,Urban,5,53,1,Male,41,Round 4,1,Yes,1,Male,41,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,Yes,,,Public administration (government),,Employee (Government),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,No,Water supply reduced,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,13648.3291015625,3
uuid:b093aeb9-64ec-49d5-8d73-bf5d9a75ac81,040116010100105077,040116010100105,2020-08-01T11:14:09Z,2020-08-01T18:37:19Z,Oromia,1,16,1,1,1,Urban,5,77,1,Male,44,Round 4,2,Yes,1,Male,44,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,No,No,No,No,No,No,No,No,,Yes,No,,No,No,No,No,No,No,No,No,,No,,,,No,Yes,Wholesale and retail trade,,Employee (Private Sector),,Yes,,,Yes,,,Wholesale and retail trade,,Employee (Private Sector),,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by more than half of the usual income,1 4 6,Yes,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,11397.685546875,3
uuid:9f077032-f4c7-48c9-8c50-5be7fb1efcb5,040116010100105090,040116010100105,2020-08-01T10:50:44Z,2020-08-01T18:37:14Z,Oromia,1,16,1,1,1,Urban,5,90,1,Male,50,Round 4,1,Yes,1,Male,50,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,Yes,-98,No,No,No,No,No,No,Yes,No,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Wholesale and retail trade,,Employee (Private Sector),,Yes,,,Yes,,,Wholesale and retail trade,,Employee (Private Sector),,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by about half (50%) of the usual income,1 4,Yes,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,11397.685546875,3
uuid:3a177731-93b9-4709-b333-932c3500ff3c,040116010100105117,040116010100105,2020-08-03T11:45:26Z,2020-08-03T16:02:02Z,Oromia,1,16,1,1,1,Urban,5,117,1,Female,46,Round 4,1,Yes,1,Female,46,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,No,,,,,,,,,,,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,,No,,,,No,No,,,,,,,,Yes,Seasonal/casual worker,,"Restaurants, hotels, bars, cafes",,Employee (Private Sector),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,No,Cannot afford it,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,13648.3291015625,3
uuid:383d9c6d-ae3e-416b-a651-b5a438f6640f,040116010100105127,040116010100105,2020-08-02T10:31:53Z,2020-08-02T15:07:30Z,Oromia,1,16,1,1,1,Urban,5,127,1,Female,39,Round 4,2,Yes,1,Female,39,Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,Yes,Yes,,,No,Yes,Industry/manufacturing,,Casual Worker,,Yes,,,Yes,,,Industry/manufacturing,,Casual Worker,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by about half (50%) of the usual income,1 4,Yes,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,3 11,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,No,Yes,No,No,No,No,No,,200,No,Religious Organization,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,No,Cannot afford it,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,22820.90234375,3
uuid:e1d4f490-12e8-4ae9-a2e7-bf65cd9fd156,040116010100105165,040116010100105,2020-08-02T12:21:49Z,2020-08-02T15:07:45Z,Oromia,1,16,1,1,1,Urban,5,165,1,Male,26,Round 4,1,Yes,1,Male,26,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,Yes,Industry/manufacturing,,Employee (Private Sector),,Yes,,,Yes,,,Industry/manufacturing,,Employee (Private Sector),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,No,Water supply reduced,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,32692.669921875,3
uuid:76e50d0b-a01a-472f-8f2a-dd479adc8beb,040116010100105176,040116010100105,2020-08-02T14:50:09Z,2020-08-02T15:07:53Z,Oromia,1,16,1,1,1,Urban,5,176,1,Male,40,Round 4,1,Yes,1,Male,40,Head,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Education and Health,,Employee (Parastatal/Public Enterprise),,Yes,,,Yes,,,Education and Health,,Employee (Parastatal/Public Enterprise),,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,No,Water supply reduced,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,8304.388671875,3
uuid:43c91a1d-e5a1-47ba-8ed2-1eceb8ea964e,040116010100105190,040116010100105,2020-08-01T13:00:12Z,2020-08-01T18:37:36Z,Oromia,1,16,1,1,1,Urban,5,190,1,Male,42,Round 4,1,Yes,1,Male,42,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,16301.939453125,3
uuid:8aaff62c-4efe-4510-a61c-96621fa4b060,040203088800403010,040203088800403,2020-08-14T13:06:38Z,2020-08-14T21:51:14Z,Oromia,2,3,8,88,4,Rural,3,10,1,Male,80,Round 4,3,Yes,1,Male,80,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,No,Cannot afford it,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,33117.265625,3
uuid:36821bc4-96b7-43c4-ab8e-703b72f216f6,040212088800506011,040212088800506,2020-07-30T01:46:16Z,2020-07-30T14:40:04Z,Oromia,2,12,8,88,5,Rural,6,11,1,Male,50,Round 4,2,Yes,1,Male,50,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,2,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,20906.509765625,3
uuid:b062bc0a-5260-40ef-ac64-53405d1d2113,040212088800506025,040212088800506,2020-07-28T00:22:05Z,2020-07-29T14:01:11Z,Oromia,2,12,8,88,5,Rural,6,25,1,Male,40,Round 4,1,Yes,1,Male,40,Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (Private Sector),,Yes,,,Yes,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (Private Sector),,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by about half (50%) of the usual income,4,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,4,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,33117.265625,3
uuid:4ec1ea6e-f8f2-4775-8b98-557c153f87c9,040212088800506095,040212088800506,2020-07-27T05:56:29Z,2020-07-27T18:59:59Z,Oromia,2,12,8,88,5,Rural,6,95,1,Male,52,Round 4,1,Yes,2,Female,48,Spouse,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,20906.509765625,3
uuid:54b84cc1-7975-42fb-a1c1-2c7b019e04ce,040212088800506109,040212088800506,2020-07-28T06:50:12Z,2020-07-29T14:01:11Z,Oromia,2,12,8,88,5,Rural,6,109,1,Male,25,Round 4,1,Yes,1,Male,25,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,Yes,2,No,Yes,No,No,No,Light Damage,No,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,29192.30859375,3
uuid:b909ebfb-4bb5-402f-9483-561fb04b2211,040212088800506123,040212088800506,2020-07-29T06:19:54Z,2020-07-29T18:50:40Z,Oromia,2,12,8,88,5,Rural,6,123,1,Female,48,Round 4,1,Yes,1,Female,48,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,No,Increase in price,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Reduced,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,4,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,Yes,,,Yes,,,No,Cannot afford it,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,24971.30859375,3
uuid:2f911943-d578-4b57-affa-550082ad55aa,040302010100105015,040302010100105,2020-07-28T09:51:37Z,2020-08-02T13:18:54Z,Oromia,3,2,1,1,1,Urban,5,15,1,Male,40,Round 4,2,Yes,1,Male,40,Head,Yes,Yes,,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Self-Employed,,Yes,,,Yes,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Self-Employed,,Yes,Yes,,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,9143.4296875,3
