ea_id,event_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs7q00,cs7q01_a,cs7q01_b,cs7q01_b_os,cs7q02,cs7q03
140303010300315,4,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,1. EVENTS THAT MADE PEOPLE WORSE OFF,ysetita chigir,11. Other Bad (Specify),yestita chiger,2010,50
140303010300315,5,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesira Edil Mefeter,13. New Employment Oppurtunity,,2010,50
140303010300315,6,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yelimat Projekt Mefeter,12. Development Project,,2009,100
140303010300315,7,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adis Yetn a Polici,14. New Health Facility,,2009,75
140303010300315,8,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesefti net Program Tegbarawi Mehon,19. PSNP,,2011,50
140303010300329,1,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ywaga Niret,7. Sharp Change in Prices,,2011,100
140303010300329,2,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yehayl Mekoraret,10. Power Outage(s),,2011,100
140303010300329,3,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,1. EVENTS THAT MADE PEOPLE WORSE OFF,Telalafi Beshita,5. Human Epidemic Disease,,2009,50
140303010300329,4,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,1. EVENTS THAT MADE PEOPLE WORSE OFF,ysetita chigir,11. Other Bad (Specify),yestita chiger,2010,50
140303010300329,5,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesira Edil Mefeter,13. New Employment Oppurtunity,,2010,50
140303010300329,6,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yelimat Projekt Mefeter,12. Development Project,,2009,100
140303010300329,7,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adis Yetn a Polici,14. New Health Facility,,2009,75
140303010300329,8,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesefti net Program Tegbarawi Mehon,19. PSNP,,2011,50
140307010300706,1,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewag Niret,5. Human Epidemic Disease,,2009,50
140307010300706,2,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yehail Mekoraret,10. Power Outage(s),,2009,100
140307010300706,3,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,Telalafi Beshita,5. Human Epidemic Disease,,2009,100
140307010300706,4,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adis Menged Mezergat,15. New Road,,2009,50
140307010300706,5,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,2. EVENTS THAT MADE PEOPLE BETTER OFF,Addis Tmhrtbet Megenbat,16. New School,,2009,50
140307010300706,6,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesra Edil Mefeter,13. New Employment Oppurtunity,,2009,50
140307010300706,7,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yelimat Pirojekt Mefeter,12. Development Project,,2009,100
140309010300913,1,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenuro Widinet,7. Sharp Change in Prices,,2011,90
140309010300913,2,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yemeteleya  Chigir,11. Other Bad (Specify),Yemetleya chigir,2011,60
140309010300913,3,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yehail Mekoraret,10. Power Outage(s),,2011,95
140309010300913,4,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesira Edil Fetera,13. New Employment Oppurtunity,,2011,15
140309010300913,5,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yemigib Wasitina,19. PSNP,,2009,10
140309010300913,6,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yetena Exsteshin,14. New Health Facility,,2011,63
140309010300913,7,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yenigid  Sirat,20. Other Good (Specify),Yenigd Sirat,2009,80
140311010301140,1,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenuro Mefenakel,11. Other Bad (Specify),Yenro Mefenakel,2011,30
140311010301140,2,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yebher Gichit,11. Other Bad (Specify),Yebher Gichit,2011,50
140311010301140,3,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yehayl Mekoraret,10. Power Outage(s),,2011,100
140311010301140,4,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga niret,7. Sharp Change in Prices,,2011,50
140311010301140,5,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesaftinat program,19. PSNP,,2010,50
140311010301140,6,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yetikakinena anestgna Mederaget,13. New Employment Oppurtunity,,2011,50
140311010301140,7,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yetena Policy Mezergat,14. New Health Facility,,2011,10
140313010301371,1,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga niret,7. Sharp Change in Prices,,2011,100
140313010301371,2,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,1. EVENTS THAT MADE PEOPLE WORSE OFF,Telalafy Beshita,5. Human Epidemic Disease,,2010,10
140313010301371,3,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yehayl mekoraret,10. Power Outage(s),,2011,50
140313010301371,4,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yebet Ensisat Beshita,4. Livestock Disease,,2010,10
140313010301371,5,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yeseftynet Program,19. PSNP,,2010,24
140313010301371,6,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yelimat Progekt Mezergat,12. Development Project,,2010,80
140313010301371,7,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adadis Yesira Edloh Mefeter,13. New Employment Oppurtunity,,2009,0
140313010301371,8,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,2. EVENTS THAT MADE PEOPLE BETTER OFF,Addis Yetena Policy,14. New Health Facility,,2010,50
140405010400515,1,2. URBAN,14. ADDIS ABABA,04,05,1,4,005,15,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenuro Wudnet,7. Sharp Change in Prices,,2011,90
140405010400515,2,2. URBAN,14. ADDIS ABABA,04,05,1,4,005,15,2. EVENTS THAT MADE PEOPLE BETTER OFF,30,12. Development Project,,2011,100
140501010500113,1,2. URBAN,14. ADDIS ABABA,05,01,1,5,001,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Belmat Menesat,6. Displacement Related Development Activities,,2010,2
140602010600224,1,2. URBAN,14. ADDIS ABABA,06,02,1,6,002,24,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenuro wudinet,7. Sharp Change in Prices,,2011,80
140602010600224,2,2. URBAN,14. ADDIS ABABA,06,02,1,6,002,24,2. EVENTS THAT MADE PEOPLE BETTER OFF,Shemach ena yera edle fetsra,19. PSNP,,2011,85
140606010600617,1,2. URBAN,14. ADDIS ABABA,06,06,1,6,006,17,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gishebet,7. Sharp Change in Prices,,2011,90
140701010700106,1,2. URBAN,14. ADDIS ABABA,07,01,1,7,001,06,1. EVENTS THAT MADE PEOPLE WORSE OFF,Waga gishbet,7. Sharp Change in Prices,,2011,94
140702010700258,1,2. URBAN,14. ADDIS ABABA,07,02,1,7,002,58,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga gishebet,7. Sharp Change in Prices,,2011,75
140705010700528,1,2. URBAN,14. ADDIS ABABA,07,05,1,7,005,28,1. EVENTS THAT MADE PEOPLE WORSE OFF,gishfet,7. Sharp Change in Prices,,2011,75
140707010700732,1,2. URBAN,14. ADDIS ABABA,07,07,1,7,007,32,1. EVENTS THAT MADE PEOPLE WORSE OFF,ynuro wodenet,7. Sharp Change in Prices,,2009,50
140707010700732,2,2. URBAN,14. ADDIS ABABA,07,07,1,7,007,32,1. EVENTS THAT MADE PEOPLE WORSE OFF,07,7. Sharp Change in Prices,,2009,50
140707010700732,3,2. URBAN,14. ADDIS ABABA,07,07,1,7,007,32,2. EVENTS THAT MADE PEOPLE BETTER OFF,Sefti net program,19. PSNP,,2011,5
140707010700732,4,2. URBAN,14. ADDIS ABABA,07,07,1,7,007,32,2. EVENTS THAT MADE PEOPLE BETTER OFF,19,19. PSNP,,2011,2
140710010701008,1,2. URBAN,14. ADDIS ABABA,07,10,1,7,010,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Hegewte yebet feresa,6. Displacement Related Development Activities,,2011,5
140710010701008,2,2. URBAN,14. ADDIS ABABA,07,10,1,7,010,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,Gulit negde maququm,13. New Employment Oppurtunity,,2011,10
140713010701371,1,2. URBAN,14. ADDIS ABABA,07,13,1,7,013,71,1. EVENTS THAT MADE PEOPLE WORSE OFF,geshebete,7. Sharp Change in Prices,,2011,75
140713010701371,2,2. URBAN,14. ADDIS ABABA,07,13,1,7,013,71,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye nuro wudnet,12. Development Project,,2011,75
140807010800749,1,2. URBAN,14. ADDIS ABABA,08,07,1,8,007,49,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga Gishbete,7. Sharp Change in Prices,,2011,30
140813010801344,1,2. URBAN,14. ADDIS ABABA,08,13,1,8,013,44,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ynuro wodenet,7. Sharp Change in Prices,,2011,50
140902010900263,1,2. URBAN,14. ADDIS ABABA,09,02,1,9,002,63,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenuro,7. Sharp Change in Prices,,2011,75
140902010900263,2,2. URBAN,14. ADDIS ABABA,09,02,1,9,002,63,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesrafetera,13. New Employment Oppurtunity,,2011,60
140905010900503,1,2. URBAN,14. ADDIS ABABA,09,05,1,9,005,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenurowednt,7. Sharp Change in Prices,,2009,100
140905010900503,2,2. URBAN,14. ADDIS ABABA,09,05,1,9,005,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Temhert  bet  genbata,16. New School,,2011,1
140905010900503,3,2. URBAN,14. ADDIS ABABA,09,05,1,9,005,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,yesera edle fetera,19. PSNP,,2009,1
140906010900663,1,2. URBAN,14. ADDIS ABABA,09,06,1,9,006,63,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenuro Wudinet,7. Sharp Change in Prices,,2011,80
140906010900663,2,2. URBAN,14. ADDIS ABABA,09,06,1,9,006,63,2. EVENTS THAT MADE PEOPLE BETTER OFF,Addadis yesira fetera,13. New Employment Oppurtunity,,2011,3
140909010900935,1,2. URBAN,14. ADDIS ABABA,09,09,1,9,009,35,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga  geshebet,7. Sharp Change in Prices,,2011,75
140909010900935,2,2. URBAN,14. ADDIS ABABA,09,09,1,9,009,35,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesera edle mfeter,12. Development Project,,2010,2
140909010900935,3,2. URBAN,14. ADDIS ABABA,09,09,1,9,009,35,2. EVENTS THAT MADE PEOPLE BETTER OFF,School,16. New School,,2011,1
140911010901147,1,2. URBAN,14. ADDIS ABABA,09,11,1,9,011,47,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga geshebet,7. Sharp Change in Prices,,2010,75
140911010901147,2,2. URBAN,14. ADDIS ABABA,09,11,1,9,011,47,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesera edle fatera,13. New Employment Oppurtunity,,2011,4
140912010901207,1,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye nuro wdnet,2. Flood,,2010,5
140912010901207,2,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,gorf,2. Flood,,2010,2
140912010901207,3,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,wrershign,5. Human Epidemic Disease,,2010,1
140912010901207,4,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,ye melkam astedader chigr,11. Other Bad (Specify),melkm astedader,2010,75
140912010901207,5,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye tmhrt bet gnbata,16. New School,,2010,15
140912010901207,6,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye sira edl fetera,13. New Employment Oppurtunity,,2011,25
140912010901207,7,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye betoch gnbata,20. Other Good (Specify),ye betoch ginbata,2011,10
140912010901207,8,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,ye mengedgnbata,15. New Road,,2010,10
141001011000136,1,2. URBAN,14. ADDIS ABABA,10,01,1,10,001,36,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ywaga niret,7. Sharp Change in Prices,,2010,90
141001011000136,2,2. URBAN,14. ADDIS ABABA,10,01,1,10,001,36,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yheyilmekart,10. Power Outage(s),,2010,35
141001011000136,3,2. URBAN,14. ADDIS ABABA,10,01,1,10,001,36,2. EVENTS THAT MADE PEOPLE BETTER OFF,Addis mengedGinbata,15. New Road,,2010,70
141001011000136,4,2. URBAN,14. ADDIS ABABA,10,01,1,10,001,36,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yseftinet megent,19. PSNP,,2010,30
141004011000409,1,2. URBAN,14. ADDIS ABABA,10,04,1,10,004,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yegorfe adega,2. Flood,,2010,5
141004011000409,2,2. URBAN,14. ADDIS ABABA,10,04,1,10,004,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga geshebet,7. Sharp Change in Prices,,2010,100
141004011000409,3,2. URBAN,14. ADDIS ABABA,10,04,1,10,004,09,2. EVENTS THAT MADE PEOPLE BETTER OFF,yeseraedel fetera,13. New Employment Oppurtunity,,2011,48
141004011000409,4,2. URBAN,14. ADDIS ABABA,10,04,1,10,004,09,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yemegeb. Westena,19. PSNP,,2010,5
141007011000713,1,2. URBAN,14. ADDIS ABABA,10,07,1,10,007,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ynurowdnt,7. Sharp Change in Prices,,2011,96
141007011000713,2,2. URBAN,14. ADDIS ABABA,10,07,1,10,007,13,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yndustriwch Msffaaft,19. PSNP,,2010,1
141007011000713,3,2. URBAN,14. ADDIS ABABA,10,07,1,10,007,13,2. EVENTS THAT MADE PEOPLE BETTER OFF,Sefetinet,19. PSNP,,2010,1
150101010100105,1,2. URBAN,15. DIRE DAWA,01,01,1,1,001,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Rebsha Weym YeIrsbes Gcht,11. Other Bad (Specify),Rebsha Weym Yersbers Gcht,2010,50
150101010100117,1,2. URBAN,15. DIRE DAWA,01,01,1,1,001,17,1. EVENTS THAT MADE PEOPLE WORSE OFF,Rebsha Weym Yeirsbers Gcht,11. Other Bad (Specify),Rebsha Weym Yersbers Gcht,2010,50
150101010100305,1,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewag Nret,7. Sharp Change in Prices,,2011,100
150101010100305,2,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Kesra Mefenakel,9. Massive Job Lay-offs,,2010,10
150101010100305,3,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,sra Atent,11. Other Bad (Specify),sra Atent,2010,10
150101010100318,1,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga Nret,7. Sharp Change in Prices,,2011,100
150101010100318,2,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,1. EVENTS THAT MADE PEOPLE WORSE OFF,kesra Mefenakel,9. Massive Job Lay-offs,,2010,10
150101010100318,3,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sra Atent,11. Other Bad (Specify),sir Itnet,2010,10
150101010100330,1,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewag Nert,7. Sharp Change in Prices,,2011,100
150101010100330,2,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,1. EVENTS THAT MADE PEOPLE WORSE OFF,Kesr Mefenakel,9. Massive Job Lay-offs,,2010,10
150101010100330,3,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sra Atenet,11. Other Bad (Specify),ser atent,2010,10
150101010100344,1,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewag Nerat,7. Sharp Change in Prices,,2011,100
150101010100344,2,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,1. EVENTS THAT MADE PEOPLE WORSE OFF,kesra Mefenakel,9. Massive Job Lay-offs,,2010,10
150101010100344,3,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ser Atenat,11. Other Bad (Specify),Sir atent,2010,10
150101010100357,1,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga Nret,7. Sharp Change in Prices,,2011,100
150101010100357,2,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,1. EVENTS THAT MADE PEOPLE WORSE OFF,Kesra Mefenakel,9. Massive Job Lay-offs,,2010,10
150101010100357,3,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sra Itnet,11. Other Bad (Specify),Sir Itnet,2010,10
150101010100370,1,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga Nret,7. Sharp Change in Prices,,2011,100
150101010100370,2,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,1. EVENTS THAT MADE PEOPLE WORSE OFF,Kesra Mefenakel,9. Massive Job Lay-offs,,2010,10
150101010100370,3,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sra Itnet,11. Other Bad (Specify),Sra Itnet,2010,10
150101010100383,1,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,1. EVENTS THAT MADE PEOPLE WORSE OFF,yawag nerat,7. Sharp Change in Prices,,2011,100
150101010100383,2,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,1. EVENTS THAT MADE PEOPLE WORSE OFF,Kesra Mfenakel,9. Massive Job Lay-offs,,2010,10
150101010100383,3,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sira Matat,11. Other Bad (Specify),Sira matat,2010,10
150101010100511,1,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewagegeshebt,7. Sharp Change in Prices,,2010,75
150101010100511,2,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenwrowdnet,7. Sharp Change in Prices,,2011,25
150101010100524,1,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga Geshbt,7. Sharp Change in Prices,,2010,75
150101010100538,1,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,1. EVENTS THAT MADE PEOPLE WORSE OFF,YewagaGeshebt,7. Sharp Change in Prices,,2010,75
150101010100550,1,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga geshbet,7. Sharp Change in Prices,,2010,75
150101010100550,2,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenwro wedent,7. Sharp Change in Prices,,2010,25
150101010100607,1,2. URBAN,15. DIRE DAWA,01,01,1,1,006,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,Nuro Wdnet,7. Sharp Change in Prices,,2011,50
150101010100620,1,2. URBAN,15. DIRE DAWA,01,01,1,1,006,20,1. EVENTS THAT MADE PEOPLE WORSE OFF,Nuro Wdnet,7. Sharp Change in Prices,,2011,50
150101010100712,1,2. URBAN,15. DIRE DAWA,01,01,1,1,007,12,2. EVENTS THAT MADE PEOPLE BETTER OFF,bun lekem lesetoche,13. New Employment Oppurtunity,,2010,1
150101010100726,1,2. URBAN,15. DIRE DAWA,01,01,1,1,007,26,2. EVENTS THAT MADE PEOPLE BETTER OFF,bun lekem lesetoche,13. New Employment Oppurtunity,,2010,1
150101010100807,1,2. URBAN,15. DIRE DAWA,01,01,1,1,008,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,Nuro Wdnet,7. Sharp Change in Prices,,2011,75
150101010100822,1,2. URBAN,15. DIRE DAWA,01,01,1,1,008,22,1. EVENTS THAT MADE PEOPLE WORSE OFF,Nuro Wdnet,7. Sharp Change in Prices,,2011,75
150101010101001,1,2. URBAN,15. DIRE DAWA,01,01,1,1,010,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Srs Itnet,11. Other Bad (Specify),Sra Itnert,2011,75
150101010101001,2,2. URBAN,15. DIRE DAWA,01,01,1,1,010,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yetsetta Chgr,11. Other Bad (Specify),Yetsetta Chgr,2011,30
150101010101001,3,2. URBAN,15. DIRE DAWA,01,01,1,1,010,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Nura Wdnet,7. Sharp Change in Prices,,2011,100
150101010101001,4,2. URBAN,15. DIRE DAWA,01,01,1,1,010,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yeseftnet Program,19. PSNP,,2010,5
150101010101013,1,2. URBAN,15. DIRE DAWA,01,01,1,1,010,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sra Itnet,11. Other Bad (Specify),Sra Itnet,2011,75
150101010101013,2,2. URBAN,15. DIRE DAWA,01,01,1,1,010,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yetsetta Chgre,11. Other Bad (Specify),Yetsetta Chgr,2011,30
150101010101013,3,2. URBAN,15. DIRE DAWA,01,01,1,1,010,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Nuro Wdnet,7. Sharp Change in Prices,,2011,100
150101010101013,4,2. URBAN,15. DIRE DAWA,01,01,1,1,010,13,2. EVENTS THAT MADE PEOPLE BETTER OFF,seftnet,19. PSNP,,2010,5
150101010101026,1,2. URBAN,15. DIRE DAWA,01,01,1,1,010,26,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sra Itnet,11. Other Bad (Specify),sra Itnet,2011,75
150101010101026,2,2. URBAN,15. DIRE DAWA,01,01,1,1,010,26,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yetsetta chgr,11. Other Bad (Specify),Yetsetta Chgr,2011,30
150101010101026,3,2. URBAN,15. DIRE DAWA,01,01,1,1,010,26,1. EVENTS THAT MADE PEOPLE WORSE OFF,Nuro Wdnet,7. Sharp Change in Prices,,2011,100
150101010101026,4,2. URBAN,15. DIRE DAWA,01,01,1,1,010,26,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yeseftnet Program,19. PSNP,,2010,5
150101010110304,1,2. URBAN,15. DIRE DAWA,01,01,1,1,103,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewag Nret,7. Sharp Change in Prices,,2011,10
150101010110304,2,2. URBAN,15. DIRE DAWA,01,01,1,1,103,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,Kesra MefeÃ±akel,9. Massive Job Lay-offs,,2010,10
150101010110304,3,2. URBAN,15. DIRE DAWA,01,01,1,1,103,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sra Itnet,11. Other Bad (Specify),Sra Itnet,2010,10
150101010110317,1,2. URBAN,15. DIRE DAWA,01,01,1,1,103,17,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga Nret,7. Sharp Change in Prices,,2011,100
150101010110317,2,2. URBAN,15. DIRE DAWA,01,01,1,1,103,17,1. EVENTS THAT MADE PEOPLE WORSE OFF,Kesra Mefenakel,9. Massive Job Lay-offs,,2010,10
150101010110317,3,2. URBAN,15. DIRE DAWA,01,01,1,1,103,17,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sra Itnet,11. Other Bad (Specify),Kesra Itnet,2010,10
150101088800302,1,1. RURAL,15. DIRE DAWA,01,01,8,88,003,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,á‹¨á‰¤á‰µ áŠ¥áŠ•áˆµáˆ³á‰µ áˆ›áˆˆá‰…,4. Livestock Disease,,2010,10
