ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs3q01,cs3q02,cs3q03,cs3q04a,cs3q04a_os,cs3q04b,cs3q04c,cs3q04c_os,cs3q04d,cs3q04e,cs3q04e_os,cs3q04f,cs3q06,cs3q07,cs3q07_os,cs3q08,cs3q09,cs3q10,cs3q11,cs3q11a,cs3q11b,cs3q12a_1,cs3q12b_1,cs3q12a_2,cs3q12b_2,cs3q12a_3,cs3q12b_3
140401010400123,2. URBAN,14. ADDIS ABABA,04,01,1,4,001,23,1. More moved in,35000,6000,1. Orthodox,,4500,3. Protestant,,800,4. Muslim,,700,1,6. Shops or Trade,,3. Moderately Sloping,0,0,0,2. NO,,2. Municipality,60,,,,
140405010400515,2. URBAN,14. ADDIS ABABA,04,05,1,4,005,15,2. More moved out,52000,5500,4. Muslim,,4125,1. Orthodox,,1155,3. Protestant,,220,0,7. Other (Specify),Betam yetetegagu Betoch Yetegenebebubet,3. Moderately Sloping,0,0,0,2. NO,,2. Municipality,50,,,,
140501010500113,2. URBAN,14. ADDIS ABABA,05,01,1,5,001,13,2. More moved out,13929,3081,1. Orthodox,,1941,4. Muslim,,647,3. Protestant,,493,0,4. Squatter Settlement,,1. Flat,0,0,0,2. NO,,2. Municipality,50,,,,
140504010500449,2. URBAN,14. ADDIS ABABA,05,04,1,5,004,49,1. More moved in,39328,8000,1. Orthodox,,3000,3. Protestant,,3000,4. Muslim,,1000,0,6. Shops or Trade,,2. Slightly Sloping,0,0,,2. NO,,1. Traditional,100,,,,
140509010500925,2. URBAN,14. ADDIS ABABA,05,09,1,5,009,25,1. More moved in,25000,7000,1. Orthodox,,5000,3. Protestant,,800,4. Muslim,,500,1,6. Shops or Trade,,1. Flat,0,0,0,2. NO,,2. Municipality,90,,,,
140602010600224,2. URBAN,14. ADDIS ABABA,06,02,1,6,002,24,1. More moved in,40000,8000,1. Orthodox,,4000,4. Muslim,,2000,3. Protestant,,1000,2,3. Planned Housing,,2. Slightly Sloping,0,0,0,2. NO,,2. Municipality,60,,,,
140606010600617,2. URBAN,14. ADDIS ABABA,06,06,1,6,006,17,1. More moved in,15000,3000,1. Orthodox,,2000,3. Protestant,,500,4. Muslim,,500,1,3. Planned Housing,,2. Slightly Sloping,0,0,0,2. NO,,2. Municipality,70,,,,
140701010700106,2. URBAN,14. ADDIS ABABA,07,01,1,7,001,06,1. More moved in,34260,6552,1. Orthodox,,3100,3. Protestant,,2449,4. Muslim,,1000,1,3. Planned Housing,,5. Both Flat & Hilly,0,0,15,2. NO,,1. Traditional,30,2. Municipality,40,3. Religious,5
140702010700258,2. URBAN,14. ADDIS ABABA,07,02,1,7,002,58,1. More moved in,40261,8052,1. Orthodox,,6000,4. Muslim,,1000,3. Protestant,,1000,0,3. Planned Housing,,4. Steeply Sloping,0,0,45,1. YES,1,2. Municipality,98,,,,
140705010700528,2. URBAN,14. ADDIS ABABA,07,05,1,7,005,28,1. More moved in,39870,9872,1. Orthodox,,4000,4. Muslim,,3000,3. Protestant,,2872,1,3. Planned Housing,,3. Moderately Sloping,25,0,40,2. NO,,1. Traditional,30,2. Municipality,40,3. Religious,5
140707010700732,2. URBAN,14. ADDIS ABABA,07,07,1,7,007,32,1. More moved in,24032,8000,1. Orthodox,,5000,4. Muslim,,1000,3. Protestant,,1000,3,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,60,3. Religious,15,2. Municipality,25
140710010701008,2. URBAN,14. ADDIS ABABA,07,10,1,7,010,08,1. More moved in,32100,7829,1. Orthodox,,3914,3. Protestant,,2500,4. Muslim,,1415,0,4. Squatter Settlement,,2. Slightly Sloping,1,0,5,2. NO,,1. Traditional,70,2. Municipality,20,3. Religious,10
140711010701116,2. URBAN,14. ADDIS ABABA,07,11,1,7,011,16,1. More moved in,50000,26000,1. Orthodox,,10000,4. Muslim,,8500,3. Protestant,,7000,3,7. Other (Specify),Yetekerarebu betoch Yetegenebubet,5. Both Flat & Hilly,1,2,1,2. NO,,1. Traditional,50,3. Religious,30,,
140712010701250,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,50,1. More moved in,43648,1188,1. Orthodox,,50,4. Muslim,,15,3. Protestant,,10,0,3. Planned Housing,,2. Slightly Sloping,5,2,0,2. NO,,1. Traditional,50,,,,
140712010701264,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,64,1. More moved in,43648,1188,1. Orthodox,,50,4. Muslim,,15,3. Protestant,,10,0,3. Planned Housing,,2. Slightly Sloping,5,2,0,2. NO,,1. Traditional,50,,,,
140713010701371,2. URBAN,14. ADDIS ABABA,07,13,1,7,013,71,1. More moved in,80000,20000,1. Orthodox,,10000,3. Protestant,,5000,4. Muslim,,5000,1,3. Planned Housing,,5. Both Flat & Hilly,2,2,1,2. NO,,1. Traditional,80,,,,
140801010800119,2. URBAN,14. ADDIS ABABA,08,01,1,8,001,19,2. More moved out,25000,3000,1. Orthodox,,2000,4. Muslim,,500,3. Protestant,,500,0,3. Planned Housing,,1. Flat,0,0,0,2. NO,,2. Municipality,75,1. Traditional,15,3. Religious,10
140804010800447,2. URBAN,14. ADDIS ABABA,08,04,1,8,004,47,2. More moved out,25000,3000,1. Orthodox,,2000,4. Muslim,,500,3. Protestant,,500,0,3. Planned Housing,,1. Flat,0,0,0,2. NO,,2. Municipality,75,1. Traditional,15,3. Religious,10
140807010800749,2. URBAN,14. ADDIS ABABA,08,07,1,8,007,49,1. More moved in,41000,8800,1. Orthodox,,5000,4. Muslim,,2800,3. Protestant,,1000,1,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,40,2. Municipality,50,3. Religious,10
140809010800932,2. URBAN,14. ADDIS ABABA,08,09,1,8,009,32,1. More moved in,98756,8844,1. Orthodox,,5000,4. Muslim,,2500,3. Protestant,,1344,0,3. Planned Housing,,1. Flat,0,0,0,2. NO,,2. Municipality,20,1. Traditional,60,3. Religious,20
140810010801022,2. URBAN,14. ADDIS ABABA,08,10,1,8,010,22,1. More moved in,150000,80000,1. Orthodox,,40000,3. Protestant,,35000,4. Muslim,,5000,0,3. Planned Housing,,1. Flat,0,0,0,2. NO,,2. Municipality,80,3. Religious,20,,
140810010801057,2. URBAN,14. ADDIS ABABA,08,10,1,8,010,57,1. More moved in,150000,80000,1. Orthodox,,40000,3. Protestant,,35000,4. Muslim,,5000,0,3. Planned Housing,,1. Flat,0,0,0,2. NO,,2. Municipality,80,3. Religious,20,,
140812010801246,2. URBAN,14. ADDIS ABABA,08,12,1,8,012,46,1. More moved in,100000,42000,1. Orthodox,,30000,4. Muslim,,10000,3. Protestant,,2000,0,3. Planned Housing,,1. Flat,0,0,0,2. NO,,2. Municipality,50,1. Traditional,50,,
140813010801344,2. URBAN,14. ADDIS ABABA,08,13,1,8,013,44,1. More moved in,75000,3000,1. Orthodox,,1500,4. Muslim,,900,3. Protestant,,600,0,4. Squatter Settlement,,1. Flat,0,0,0,2. NO,,2. Municipality,50,1. Traditional,30,3. Religious,20
140901010900115,2. URBAN,14. ADDIS ABABA,09,01,1,9,001,15,1. More moved in,39950,16300,1. Orthodox,,8000,4. Muslim,,5300,3. Protestant,,3000,0,6. Shops or Trade,,1. Flat,0,0,0,2. NO,,1. Traditional,50,,,,
140901010900128,2. URBAN,14. ADDIS ABABA,09,01,1,9,001,28,1. More moved in,39950,16300,1. Orthodox,,8000,4. Muslim,,5300,3. Protestant,,3000,0,6. Shops or Trade,,1. Flat,0,0,0,2. NO,,1. Traditional,50,,,,
140902010900263,2. URBAN,14. ADDIS ABABA,09,02,1,9,002,63,1. More moved in,27802,3505,1. Orthodox,,2278,4. Muslim,,1051,3. Protestant,,176,0,3. Planned Housing,,3. Moderately Sloping,0,0,0,2. NO,,2. Municipality,75,,,,
140905010900503,2. URBAN,14. ADDIS ABABA,09,05,1,9,005,03,3. About the same of both,32806,8001,1. Orthodox,,5201,3. Protestant,,2000,4. Muslim,,800,0,3. Planned Housing,,1. Flat,0,0,2,2. NO,,1. Traditional,50,2. Municipality,25,3. Religious,25
140906010900663,2. URBAN,14. ADDIS ABABA,09,06,1,9,006,63,1. More moved in,50000,11500,1. Orthodox,,9975,3. Protestant,,763,4. Muslim,,762,0,7. Other (Specify),Bepilan yetegenebu Betoch ena Yetetegagu Betoch Yetegenebubet,5. Both Flat & Hilly,0,0,0,2. NO,,1. Traditional,75,,,,
140909010900935,2. URBAN,14. ADDIS ABABA,09,09,1,9,009,35,1. More moved in,39000,8703,1. Orthodox,,4000,4. Muslim,,2000,3. Protestant,,2703,0,3. Planned Housing,,5. Both Flat & Hilly,0,0,5,2. NO,,2. Municipality,50,,,,
140911010901147,2. URBAN,14. ADDIS ABABA,09,11,1,9,011,47,1. More moved in,80000,28440,1. Orthodox,,18486,4. Muslim,,7110,3. Protestant,,2844,1,7. Other (Specify),Saned  Aleba,2. Slightly Sloping,0,0,0,2. NO,,1. Traditional,90,,,,
140912010901207,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,1. More moved in,44900,8513,1. Orthodox,,5250,4. Muslim,,3000,3. Protestant,,263,0,5. Industry or Manufacture,,1. Flat,0,0,1,2. NO,,2. Municipality,50,3. Religious,25,1. Traditional,25
141001011000136,2. URBAN,14. ADDIS ABABA,10,01,1,10,001,36,1. More moved in,4600,1500,1. Orthodox,,600,4. Muslim,,250,3. Protestant,,150,1,3. Planned Housing,,2. Slightly Sloping,0,0,10,2. NO,,1. Traditional,60,2. Municipality,25,3. Religious,15
141004011000409,2. URBAN,14. ADDIS ABABA,10,04,1,10,004,09,1. More moved in,45000,11689,1. Orthodox,,8767,3. Protestant,,2338,4. Muslim,,584,5,7. Other (Specify),yelaplan. yetagenabu betoch,1. Flat,0,50,0,1. YES,4,1. Traditional,60,3. Religious,25,2. Municipality,15
141005011000511,2. URBAN,14. ADDIS ABABA,10,05,1,10,005,11,1. More moved in,22000,4000,1. Orthodox,,3000,4. Muslim,,600,3. Protestant,,400,0,3. Planned Housing,,1. Flat,0,0,0,2. NO,,2. Municipality,40,1. Traditional,60,,
141007011000713,2. URBAN,14. ADDIS ABABA,10,07,1,10,007,13,1. More moved in,45000,12360,1. Orthodox,,6867,4. Muslim,,4120,3. Protestant,,1373,0,5. Industry or Manufacture,,2. Slightly Sloping,0,0,0,2. NO,,2. Municipality,60,1. Traditional,25,3. Religious,15
141008011000847,2. URBAN,14. ADDIS ABABA,10,08,1,10,008,47,1. More moved in,28000,5000,1. Orthodox,,4000,3. Protestant,,600,4. Muslim,,400,1,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,50,2. Municipality,50,,
150101010100105,2. URBAN,15. DIRE DAWA,01,01,1,1,001,05,1. More moved in,16000,4000,4. Muslim,,3650,1. Orthodox,,300,3. Protestant,,50,15,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,90,,,,
150101010100117,2. URBAN,15. DIRE DAWA,01,01,1,1,001,17,1. More moved in,16000,4000,4. Muslim,,3650,1. Orthodox,,300,3. Protestant,,50,15,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,90,,,,
150101010100305,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4148,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101010100318,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4148,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101010100330,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4148,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101010100344,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4148,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101010100357,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4148,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101010100370,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4148,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101010100383,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4148,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101010100407,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,1. More moved in,35593,5200,1. Orthodox,,2500,4. Muslim,,1700,3. Protestant,,1000,4,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,50,2. Municipality,40,3. Religious,10
150101010100420,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,1. More moved in,35593,5200,1. Orthodox,,2500,4. Muslim,,1700,3. Protestant,,100,4,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,50,3. Religious,40,2. Municipality,25
150101010100431,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,1. More moved in,35593,5200,1. Orthodox,,2500,4. Muslim,,1700,3. Protestant,,100,4,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,50,3. Religious,40,2. Municipality,10
150101010100511,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,3. About the same of both,43500,13000,4. Muslim,,7800,1. Orthodox,,3900,3. Protestant,,1300,5,3. Planned Housing,,1. Flat,0,2,2,2. NO,,2. Municipality,85,3. Religious,15,,
150101010100524,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,2. More moved out,43500,13000,4. Muslim,,7800,1. Orthodox,,3900,3. Protestant,,1300,5,3. Planned Housing,,1. Flat,0,2,2,2. NO,,2. Municipality,85,3. Religious,15,,
150101010100538,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,2. More moved out,43500,13000,4. Muslim,,7800,1. Orthodox,,3900,3. Protestant,,1300,5,3. Planned Housing,,1. Flat,0,2,2,2. NO,,2. Municipality,85,3. Religious,15,,
150101010100550,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,2. More moved out,43500,13000,4. Muslim,,7800,1. Orthodox,,3900,3. Protestant,,1300,5,3. Planned Housing,,1. Flat,0,2,2,2. NO,,2. Municipality,85,3. Religious,15,,
150101010100607,2. URBAN,15. DIRE DAWA,01,01,1,1,006,07,1. More moved in,41360,16000,4. Muslim,,12000,1. Orthodox,,3000,3. Protestant,,1000,50,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,60,2. Municipality,25,1. Traditional,25
150101010100620,2. URBAN,15. DIRE DAWA,01,01,1,1,006,20,1. More moved in,41360,16000,4. Muslim,,12000,1. Orthodox,,3000,3. Protestant,,1000,50,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,60,2. Municipality,25,1. Traditional,15
150101010100712,2. URBAN,15. DIRE DAWA,01,01,1,1,007,12,1. More moved in,34689,4640,4. Muslim,,3248,1. Orthodox,,928,3. Protestant,,464,1,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,90,2. Municipality,5,1. Traditional,5
150101010100726,2. URBAN,15. DIRE DAWA,01,01,1,1,007,26,1. More moved in,34689,4640,4. Muslim,,3248,1. Orthodox,,928,3. Protestant,,464,1,3. Planned Housing,,1. Flat,0,0,0,2. NO,,3. Religious,90,2. Municipality,5,1. Traditional,5
150101010100807,2. URBAN,15. DIRE DAWA,01,01,1,1,008,07,1. More moved in,35000,5900,4. Muslim,,3000,1. Orthodox,,2000,3. Protestant,,900,15,3. Planned Housing,,2. Slightly Sloping,0,0,0,2. NO,,1. Traditional,70,2. Municipality,20,3. Religious,10
150101010100822,2. URBAN,15. DIRE DAWA,01,01,1,1,008,22,1. More moved in,35000,5900,4. Muslim,,3000,1. Orthodox,,2000,3. Protestant,,900,15,3. Planned Housing,,2. Slightly Sloping,0,0,0,2. NO,,1. Traditional,70,2. Municipality,20,3. Religious,10
150101010100912,2. URBAN,15. DIRE DAWA,01,01,1,1,009,12,1. More moved in,35713,10000,1. Orthodox,,6000,4. Muslim,,3000,3. Protestant,,1000,1,3. Planned Housing,,5. Both Flat & Hilly,0,0,0,2. NO,,1. Traditional,80,2. Municipality,15,3. Religious,5
150101010101001,2. URBAN,15. DIRE DAWA,01,01,1,1,010,01,2. More moved out,25257,4040,1. Orthodox,,2424,4. Muslim,,1212,3. Protestant,,404,5,3. Planned Housing,,5. Both Flat & Hilly,0,0,0,2. NO,,1. Traditional,60,2. Municipality,30,3. Religious,10
150101010101013,2. URBAN,15. DIRE DAWA,01,01,1,1,010,13,2. More moved out,25257,4040,1. Orthodox,,2424,4. Muslim,,1212,3. Protestant,,404,2,3. Planned Housing,,5. Both Flat & Hilly,0,0,0,2. NO,,1. Traditional,60,2. Municipality,30,3. Religious,10
150101010101026,2. URBAN,15. DIRE DAWA,01,01,1,1,010,26,2. More moved out,25257,4040,1. Orthodox,,2424,4. Muslim,,1212,3. Protestant,,404,5,3. Planned Housing,,5. Both Flat & Hilly,0,0,0,2. NO,,1. Traditional,60,2. Municipality,30,3. Religious,10
150101010110304,2. URBAN,15. DIRE DAWA,01,01,1,1,103,04,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4147,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101010110317,2. URBAN,15. DIRE DAWA,01,01,1,1,103,17,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4148,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101088800302,1. RURAL,15. DIRE DAWA,01,01,8,88,003,02,2. More moved out,3569,749,4. Muslim,,749,,,,,,,10,2. Farming,,1. Flat,35,0,5,1. YES,200,3. Religious,95,1. Traditional,95,,
150101088800411,2. URBAN,15. DIRE DAWA,01,01,8,88,004,11,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4148,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101088800501,1. RURAL,15. DIRE DAWA,01,01,8,88,005,01,1. More moved in,6405,935,4. Muslim,,935,,,,,,,5,2. Farming,,1. Flat,20,70,10,2. NO,,1. Traditional,100,,,,
150101088801007,1. RURAL,15. DIRE DAWA,01,01,8,88,010,07,2. More moved out,5000,1050,4. Muslim,,1050,,,,,,,3,1. Pasture,,5. Both Flat & Hilly,50,48,2,2. NO,,1. Traditional,100,,,,
150101088801401,1. RURAL,15. DIRE DAWA,01,01,8,88,014,01,4. Neither arrivals nor departures,1662,362,4. Muslim,,362,,,,,,,3,2. Farming,,4. Steeply Sloping,88,10,2,2. NO,,1. Traditional,100,,,,
150101088801705,1. RURAL,15. DIRE DAWA,01,01,8,88,017,05,2. More moved out,5140,1260,4. Muslim,,1260,,,,,,,2,2. Farming,,3. Moderately Sloping,40,0,10,2. NO,,1. Traditional,100,,,,
150101088802010,1. RURAL,15. DIRE DAWA,01,01,8,88,020,10,4. Neither arrivals nor departures,8340,2150,4. Muslim,,2136,1. Orthodox,,14,,,,1,2. Farming,,2. Slightly Sloping,5,0,0,2. NO,,1. Traditional,100,,,,
150101088802301,1. RURAL,15. DIRE DAWA,01,01,8,88,023,01,3. About the same of both,6100,1341,4. Muslim,,1341,,,,,,,0,2. Farming,,4. Steeply Sloping,60,0,60,2. NO,,3. Religious,100,1. Traditional,100,,
150101088802507,1. RURAL,15. DIRE DAWA,01,01,8,88,025,07,4. Neither arrivals nor departures,7600,1235,4. Muslim,,1235,,,,,,,2,2. Farming,,2. Slightly Sloping,1,0,1,2. NO,,1. Traditional,100,,,,
150101088802704,1. RURAL,15. DIRE DAWA,01,01,8,88,027,04,2. More moved out,10000,2000,4. Muslim,,2000,,,,,,,2,2. Farming,,4. Steeply Sloping,30,60,10,2. NO,,1. Traditional,100,,,,
150101088802908,2. URBAN,15. DIRE DAWA,01,01,8,88,029,08,1. More moved in,103680,20736,4. Muslim,,8294,1. Orthodox,,8294,3. Protestant,,4148,10,3. Planned Housing,,1. Flat,0,5,0,2. NO,,2. Municipality,60,3. Religious,20,1. Traditional,20
150101088803105,1. RURAL,15. DIRE DAWA,01,01,8,88,031,05,4. Neither arrivals nor departures,3000,752,4. Muslim,,751,1. Orthodox,,1,,,,1,4. Squatter Settlement,,3. Moderately Sloping,5,0,0,2. NO,,1. Traditional,50,,,,
150101088803404,1. RURAL,15. DIRE DAWA,01,01,8,88,034,04,2. More moved out,8400,1400,4. Muslim,,1400,,,,,,,1,2. Farming,,3. Moderately Sloping,2,0,1,2. NO,,1. Traditional,100,,,,
150101088803701,1. RURAL,15. DIRE DAWA,01,01,8,88,037,01,4. Neither arrivals nor departures,12000,2264,4. Muslim,,2250,1. Orthodox,,14,,,,1,2. Farming,,4. Steeply Sloping,3,0,1,2. NO,,1. Traditional,100,,,,
