ea_id,cs8q00,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs8q01,cs8q02,cs8q03,cs8q00_os,cs8q04,cs8q05a,cs8q05b,cs8q05c,cs8q05d,cs8q05e,cs8q05f,cs8q05g,cs8q05h,cs8q06,cs8q07,cs8q08,cs8q09,cs8q10,cs8q10_os,cs8q11a,cs8q11b,cs8q11c,cs8q11d,cs8q11d_os
010202088801509,8. Public Transportation,1. RURAL,1. TIGRAY,02,02,8,88,015,09,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,1. YES,2. NO,
010202088801509,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,1. TIGRAY,02,02,8,88,015,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010202088801509,10. Law Enforcement,1. RURAL,1. TIGRAY,02,02,8,88,015,09,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,2500,2500,2. Compulsory,,1. YES,1. YES,2. NO,2. NO,
010202088801509,11. Other (Specify),1. RURAL,1. TIGRAY,02,02,8,88,015,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203020100103,1. Road/Bridge,2. URBAN,1. TIGRAY,02,03,2,1,001,03,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,5000,1000000,1. Voluntary,,1. YES,1. YES,1. YES,2. NO,
010203020100103,2. Primary School,2. URBAN,1. TIGRAY,02,03,2,1,001,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203020100103,3. Secondary School,2. URBAN,1. TIGRAY,02,03,2,1,001,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203020100103,4. Health Center/Clinic/Post,2. URBAN,1. TIGRAY,02,03,2,1,001,03,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
010203020100103,5. Piped Water/Boreholes/Wells,2. URBAN,1. TIGRAY,02,03,2,1,001,03,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
010203020100103,6. Natural Resource Conservation,2. URBAN,1. TIGRAY,02,03,2,1,001,03,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. To Be Addressed; Response Positive,0,,,,1. YES,2. NO,2. NO,2. NO,
010203020100103,7. Grain Mill,2. URBAN,1. TIGRAY,02,03,2,1,001,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203020100103,8. Public Transportation,2. URBAN,1. TIGRAY,02,03,2,1,001,03,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,2. NO,2. NO,2. NO,
010203020100103,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,1. TIGRAY,02,03,2,1,001,03,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,2. NO,2. NO,2. NO,
010203020100103,10. Law Enforcement,2. URBAN,1. TIGRAY,02,03,2,1,001,03,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,2. NO,2. NO,2. NO,
010203020100103,11. Other (Specify),2. URBAN,1. TIGRAY,02,03,2,1,001,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203088800910,1. Road/Bridge,1. RURAL,1. TIGRAY,02,03,8,88,009,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203088800910,2. Primary School,1. RURAL,1. TIGRAY,02,03,8,88,009,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203088800910,3. Secondary School,1. RURAL,1. TIGRAY,02,03,8,88,009,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203088800910,4. Health Center/Clinic/Post,1. RURAL,1. TIGRAY,02,03,8,88,009,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203088800910,5. Piped Water/Boreholes/Wells,1. RURAL,1. TIGRAY,02,03,8,88,009,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203088800910,6. Natural Resource Conservation,1. RURAL,1. TIGRAY,02,03,8,88,009,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203088800910,7. Grain Mill,1. RURAL,1. TIGRAY,02,03,8,88,009,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203088800910,8. Public Transportation,1. RURAL,1. TIGRAY,02,03,8,88,009,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203088800910,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,1. TIGRAY,02,03,8,88,009,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010203088800910,10. Law Enforcement,1. RURAL,1. TIGRAY,02,03,8,88,009,10,1. YES,2. NO,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
010203088800910,11. Other (Specify),1. RURAL,1. TIGRAY,02,03,8,88,009,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010204088800713,1. Road/Bridge,1. RURAL,1. TIGRAY,02,04,8,88,007,13,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010204088800713,2. Primary School,1. RURAL,1. TIGRAY,02,04,8,88,007,13,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010204088800713,3. Secondary School,1. RURAL,1. TIGRAY,02,04,8,88,007,13,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010204088800713,4. Health Center/Clinic/Post,1. RURAL,1. TIGRAY,02,04,8,88,007,13,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010204088800713,5. Piped Water/Boreholes/Wells,1. RURAL,1. TIGRAY,02,04,8,88,007,13,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. To Be Addressed; Response Positive,2000,2000,2. Compulsory,,1. YES,1. YES,1. YES,2. NO,
010204088800713,6. Natural Resource Conservation,1. RURAL,1. TIGRAY,02,04,8,88,007,13,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
010204088800713,7. Grain Mill,1. RURAL,1. TIGRAY,02,04,8,88,007,13,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010204088800713,8. Public Transportation,1. RURAL,1. TIGRAY,02,04,8,88,007,13,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010204088800713,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,1. TIGRAY,02,04,8,88,007,13,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
010204088800713,10. Law Enforcement,1. RURAL,1. TIGRAY,02,04,8,88,007,13,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. To Be Addressed; Response Positive,3500,1500,2. Compulsory,,1. YES,1. YES,2. NO,2. NO,
010204088800713,11. Other (Specify),1. RURAL,1. TIGRAY,02,04,8,88,007,13,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010205088801106,1. Road/Bridge,1. RURAL,1. TIGRAY,02,05,8,88,011,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010205088801106,2. Primary School,1. RURAL,1. TIGRAY,02,05,8,88,011,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010205088801106,3. Secondary School,1. RURAL,1. TIGRAY,02,05,8,88,011,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010205088801106,4. Health Center/Clinic/Post,1. RURAL,1. TIGRAY,02,05,8,88,011,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010205088801106,5. Piped Water/Boreholes/Wells,1. RURAL,1. TIGRAY,02,05,8,88,011,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010205088801106,6. Natural Resource Conservation,1. RURAL,1. TIGRAY,02,05,8,88,011,06,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
010205088801106,7. Grain Mill,1. RURAL,1. TIGRAY,02,05,8,88,011,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010205088801106,8. Public Transportation,1. RURAL,1. TIGRAY,02,05,8,88,011,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010205088801106,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,1. TIGRAY,02,05,8,88,011,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010205088801106,10. Law Enforcement,1. RURAL,1. TIGRAY,02,05,8,88,011,06,1. YES,2. NO,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
010205088801106,11. Other (Specify),1. RURAL,1. TIGRAY,02,05,8,88,011,06,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010206088801508,1. Road/Bridge,1. RURAL,1. TIGRAY,02,06,8,88,015,08,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
010206088801508,2. Primary School,1. RURAL,1. TIGRAY,02,06,8,88,015,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010206088801508,3. Secondary School,1. RURAL,1. TIGRAY,02,06,8,88,015,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010206088801508,4. Health Center/Clinic/Post,1. RURAL,1. TIGRAY,02,06,8,88,015,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010206088801508,5. Piped Water/Boreholes/Wells,1. RURAL,1. TIGRAY,02,06,8,88,015,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010206088801508,6. Natural Resource Conservation,1. RURAL,1. TIGRAY,02,06,8,88,015,08,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. To Be Addressed; Response Positive,0,,,,1. YES,1. YES,2. NO,2. NO,
010206088801508,7. Grain Mill,1. RURAL,1. TIGRAY,02,06,8,88,015,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010206088801508,8. Public Transportation,1. RURAL,1. TIGRAY,02,06,8,88,015,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010206088801508,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,1. TIGRAY,02,06,8,88,015,08,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
010206088801508,10. Law Enforcement,1. RURAL,1. TIGRAY,02,06,8,88,015,08,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,1. YES,2. NO,2. NO,
010206088801508,11. Other (Specify),1. RURAL,1. TIGRAY,02,06,8,88,015,08,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010207088802009,1. Road/Bridge,1. RURAL,1. TIGRAY,02,07,8,88,020,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010207088802009,2. Primary School,1. RURAL,1. TIGRAY,02,07,8,88,020,09,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
010207088802009,3. Secondary School,1. RURAL,1. TIGRAY,02,07,8,88,020,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010207088802009,4. Health Center/Clinic/Post,1. RURAL,1. TIGRAY,02,07,8,88,020,09,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
010207088802009,5. Piped Water/Boreholes/Wells,1. RURAL,1. TIGRAY,02,07,8,88,020,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010207088802009,6. Natural Resource Conservation,1. RURAL,1. TIGRAY,02,07,8,88,020,09,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
010207088802009,7. Grain Mill,1. RURAL,1. TIGRAY,02,07,8,88,020,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010207088802009,8. Public Transportation,1. RURAL,1. TIGRAY,02,07,8,88,020,09,1. YES,2. NO,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
010207088802009,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,1. TIGRAY,02,07,8,88,020,09,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
010207088802009,10. Law Enforcement,1. RURAL,1. TIGRAY,02,07,8,88,020,09,1. YES,2. NO,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,2. NO,2. NO,2. NO,
010207088802009,11. Other (Specify),1. RURAL,1. TIGRAY,02,07,8,88,020,09,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010208088802007,1. Road/Bridge,1. RURAL,1. TIGRAY,02,08,8,88,020,07,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
010208088802007,2. Primary School,1. RURAL,1. TIGRAY,02,08,8,88,020,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010208088802007,3. Secondary School,1. RURAL,1. TIGRAY,02,08,8,88,020,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010208088802007,4. Health Center/Clinic/Post,1. RURAL,1. TIGRAY,02,08,8,88,020,07,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
010208088802007,5. Piped Water/Boreholes/Wells,1. RURAL,1. TIGRAY,02,08,8,88,020,07,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
010208088802007,6. Natural Resource Conservation,1. RURAL,1. TIGRAY,02,08,8,88,020,07,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
010208088802007,7. Grain Mill,1. RURAL,1. TIGRAY,02,08,8,88,020,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010208088802007,8. Public Transportation,1. RURAL,1. TIGRAY,02,08,8,88,020,07,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
010208088802007,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,1. TIGRAY,02,08,8,88,020,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010208088802007,10. Law Enforcement,1. RURAL,1. TIGRAY,02,08,8,88,020,07,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
010208088802007,11. Other (Specify),1. RURAL,1. TIGRAY,02,08,8,88,020,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010209010100218,1. Road/Bridge,2. URBAN,1. TIGRAY,02,09,1,1,002,18,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
010209010100218,2. Primary School,2. URBAN,1. TIGRAY,02,09,1,1,002,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010209010100218,3. Secondary School,2. URBAN,1. TIGRAY,02,09,1,1,002,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010209010100218,4. Health Center/Clinic/Post,2. URBAN,1. TIGRAY,02,09,1,1,002,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010209010100218,5. Piped Water/Boreholes/Wells,2. URBAN,1. TIGRAY,02,09,1,1,002,18,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
010209010100218,6. Natural Resource Conservation,2. URBAN,1. TIGRAY,02,09,1,1,002,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010209010100218,7. Grain Mill,2. URBAN,1. TIGRAY,02,09,1,1,002,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010209010100218,8. Public Transportation,2. URBAN,1. TIGRAY,02,09,1,1,002,18,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
010209010100218,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,1. TIGRAY,02,09,1,1,002,18,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,2. To Be Addressed; Response Positive,0,,,,1. YES,1. YES,1. YES,2. NO,
010209010100218,10. Law Enforcement,2. URBAN,1. TIGRAY,02,09,1,1,002,18,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
010209010100218,11. Other (Specify),2. URBAN,1. TIGRAY,02,09,1,1,002,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010210088801507,1. Road/Bridge,1. RURAL,1. TIGRAY,02,10,8,88,015,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010210088801507,2. Primary School,1. RURAL,1. TIGRAY,02,10,8,88,015,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010210088801507,3. Secondary School,1. RURAL,1. TIGRAY,02,10,8,88,015,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010210088801507,4. Health Center/Clinic/Post,1. RURAL,1. TIGRAY,02,10,8,88,015,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010210088801507,5. Piped Water/Boreholes/Wells,1. RURAL,1. TIGRAY,02,10,8,88,015,07,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,30000,10000,1. Voluntary,,1. YES,1. YES,1. YES,2. NO,
010210088801507,6. Natural Resource Conservation,1. RURAL,1. TIGRAY,02,10,8,88,015,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010210088801507,7. Grain Mill,1. RURAL,1. TIGRAY,02,10,8,88,015,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010210088801507,8. Public Transportation,1. RURAL,1. TIGRAY,02,10,8,88,015,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010210088801507,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,1. TIGRAY,02,10,8,88,015,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010210088801507,10. Law Enforcement,1. RURAL,1. TIGRAY,02,10,8,88,015,07,1. YES,2. NO,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
010210088801507,11. Other (Specify),1. RURAL,1. TIGRAY,02,10,8,88,015,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010211010100302,1. Road/Bridge,2. URBAN,1. TIGRAY,02,11,1,1,003,02,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. To Be Addressed; Response Positive,0,,,,2. NO,2. NO,2. NO,2. NO,
010211010100302,2. Primary School,2. URBAN,1. TIGRAY,02,11,1,1,003,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010211010100302,3. Secondary School,2. URBAN,1. TIGRAY,02,11,1,1,003,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010211010100302,4. Health Center/Clinic/Post,2. URBAN,1. TIGRAY,02,11,1,1,003,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010211010100302,5. Piped Water/Boreholes/Wells,2. URBAN,1. TIGRAY,02,11,1,1,003,02,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,11000,11000,1. Voluntary,,2. NO,2. NO,2. NO,2. NO,
010211010100302,6. Natural Resource Conservation,2. URBAN,1. TIGRAY,02,11,1,1,003,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010211010100302,7. Grain Mill,2. URBAN,1. TIGRAY,02,11,1,1,003,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010211010100302,8. Public Transportation,2. URBAN,1. TIGRAY,02,11,1,1,003,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010211010100302,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,1. TIGRAY,02,11,1,1,003,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010211010100302,10. Law Enforcement,2. URBAN,1. TIGRAY,02,11,1,1,003,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010211010100302,11. Other (Specify),2. URBAN,1. TIGRAY,02,11,1,1,003,02,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010212010100510,1. Road/Bridge,2. URBAN,1. TIGRAY,02,12,1,1,005,10,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
010212010100510,2. Primary School,2. URBAN,1. TIGRAY,02,12,1,1,005,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010212010100510,3. Secondary School,2. URBAN,1. TIGRAY,02,12,1,1,005,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010212010100510,4. Health Center/Clinic/Post,2. URBAN,1. TIGRAY,02,12,1,1,005,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010212010100510,5. Piped Water/Boreholes/Wells,2. URBAN,1. TIGRAY,02,12,1,1,005,10,1. YES,2. NO,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
010212010100510,6. Natural Resource Conservation,2. URBAN,1. TIGRAY,02,12,1,1,005,10,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
010212010100510,7. Grain Mill,2. URBAN,1. TIGRAY,02,12,1,1,005,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010212010100510,8. Public Transportation,2. URBAN,1. TIGRAY,02,12,1,1,005,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010212010100510,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,1. TIGRAY,02,12,1,1,005,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010212010100510,10. Law Enforcement,2. URBAN,1. TIGRAY,02,12,1,1,005,10,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
010212010100510,11. Other (Specify),2. URBAN,1. TIGRAY,02,12,1,1,005,10,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,1. Road/Bridge,1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,2. Primary School,1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,3. Secondary School,1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,4. Health Center/Clinic/Post,1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,5. Piped Water/Boreholes/Wells,1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,6. Natural Resource Conservation,1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,7. Grain Mill,1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,8. Public Transportation,1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,9. Agricultural/Fishery/Livestock Extension Services,1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,10. Law Enforcement,1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010302088800603,11. Other (Specify),1. RURAL,1. TIGRAY,03,02,8,88,006,03,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010303088802005,1. Road/Bridge,1. RURAL,1. TIGRAY,03,03,8,88,020,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
010303088802005,2. Primary School,1. RURAL,1. TIGRAY,03,03,8,88,020,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
