ea_id,cs2q01,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs2q02,cs2q03,cs2q04,cs2q05_1,cs2q05_2,cs2q05_oth,cs2q06,cs2q07,cs2q07_oth
010403088800201,2,1. RURAL,1. TIGRAY,04,03,8,88,002,01,**CONFIDENTIAL**,1. Male,38,2. Representative,,,38,4. Incomplete secondary school,
010403088800201,3,1. RURAL,1. TIGRAY,04,03,8,88,002,01,**CONFIDENTIAL**,2. Female,22,2. Representative,,,22,5. Secondary school completed,
010403088800201,4,1. RURAL,1. TIGRAY,04,03,8,88,002,01,**CONFIDENTIAL**,1. Male,46,2. Representative,10. Police,,46,3. Primary school completed,
010403088800201,5,1. RURAL,1. TIGRAY,04,03,8,88,002,01,**CONFIDENTIAL**,1. Male,33,2. Representative,,,33,5. Secondary school completed,
010403088801801,1,1. RURAL,1. TIGRAY,04,03,8,88,018,01,**CONFIDENTIAL**,2. Female,34,2. Representative,,,2,6. Above Secondary school,
010403088801801,2,1. RURAL,1. TIGRAY,04,03,8,88,018,01,**CONFIDENTIAL**,1. Male,64,3. Elderly,,,64,1. None/ illitrate,
010403088801801,3,1. RURAL,1. TIGRAY,04,03,8,88,018,01,**CONFIDENTIAL**,1. Male,67,3. Elderly,,,67,1. None/ illitrate,
010403088801801,4,1. RURAL,1. TIGRAY,04,03,8,88,018,01,**CONFIDENTIAL**,1. Male,52,6. Agricultural Extension/Development Officier,,,8,6. Above Secondary school,
010405010100123,1,2. URBAN,1. TIGRAY,04,05,1,1,001,23,**CONFIDENTIAL**,1. Male,46,1. Chairman/woman,,,46,2. Incomplete primary school,
010405010100123,2,2. URBAN,1. TIGRAY,04,05,1,1,001,23,**CONFIDENTIAL**,1. Male,36,6. Agricultural Extension/Development Officier,,,4,6. Above Secondary school,
010405010100123,3,2. URBAN,1. TIGRAY,04,05,1,1,001,23,**CONFIDENTIAL**,2. Female,32,2. Representative,,,32,3. Primary school completed,
010405010100123,4,2. URBAN,1. TIGRAY,04,05,1,1,001,23,**CONFIDENTIAL**,1. Male,28,2. Representative,,,28,4. Incomplete secondary school,
010405088800102,1,1. RURAL,1. TIGRAY,04,05,8,88,001,02,**CONFIDENTIAL**,1. Male,26,2. Representative,,,2,6. Above Secondary school,
010405088800102,2,1. RURAL,1. TIGRAY,04,05,8,88,001,02,**CONFIDENTIAL**,1. Male,24,5. School Teacher,,,2,6. Above Secondary school,
010405088800102,3,1. RURAL,1. TIGRAY,04,05,8,88,001,02,**CONFIDENTIAL**,2. Female,23,7. Health Worker,,,2,6. Above Secondary school,
010405088800102,4,1. RURAL,1. TIGRAY,04,05,8,88,001,02,**CONFIDENTIAL**,1. Male,52,1. Chairman/woman,,,52,2. Incomplete primary school,
010405088800102,5,1. RURAL,1. TIGRAY,04,05,8,88,001,02,**CONFIDENTIAL**,1. Male,27,10. Police,,,3,5. Secondary school completed,
010405088800102,6,1. RURAL,1. TIGRAY,04,05,8,88,001,02,**CONFIDENTIAL**,1. Male,24,6. Agricultural Extension/Development Officier,,,1,6. Above Secondary school,
010408010100204,1,2. URBAN,1. TIGRAY,04,08,1,1,002,04,**CONFIDENTIAL**,1. Male,30,1. Chairman/woman,,,4,7. Other (Specify),Above Secondary school
010408010100204,2,2. URBAN,1. TIGRAY,04,08,1,1,002,04,**CONFIDENTIAL**,2. Female,30,2. Representative,,,30,4. Incomplete secondary school,
010408010100204,3,2. URBAN,1. TIGRAY,04,08,1,1,002,04,**CONFIDENTIAL**,2. Female,25,2. Representative,,,25,4. Incomplete secondary school,
010501088800902,1,1. RURAL,1. TIGRAY,05,01,8,88,009,02,**CONFIDENTIAL**,2. Female,24,6. Agricultural Extension/Development Officier,,,5,6. Above Secondary school,
010501088800902,2,1. RURAL,1. TIGRAY,05,01,8,88,009,02,**CONFIDENTIAL**,2. Female,19,6. Agricultural Extension/Development Officier,,,19,4. Incomplete secondary school,
010501088800902,3,1. RURAL,1. TIGRAY,05,01,8,88,009,02,**CONFIDENTIAL**,1. Male,38,11. Other (Specify),,Kebele Manager,10,6. Above Secondary school,
010502020100102,1,2. URBAN,1. TIGRAY,05,02,2,1,001,02,**CONFIDENTIAL**,2. Female,27,11. Other (Specify),,Food Security,27,6. Above Secondary school,
010502020100102,2,2. URBAN,1. TIGRAY,05,02,2,1,001,02,**CONFIDENTIAL**,1. Male,38,11. Other (Specify),,Food Security,38,6. Above Secondary school,
010502020100102,3,2. URBAN,1. TIGRAY,05,02,2,1,001,02,**CONFIDENTIAL**,1. Male,30,11. Other (Specify),,Community Mobilizer,30,6. Above Secondary school,
010502088801410,1,1. RURAL,1. TIGRAY,05,02,8,88,014,10,**CONFIDENTIAL**,1. Male,60,11. Other (Specify),,Farmer,60,1. None/ illitrate,
010502088801410,2,1. RURAL,1. TIGRAY,05,02,8,88,014,10,**CONFIDENTIAL**,1. Male,31,11. Other (Specify),,Farmer,1,2. Incomplete primary school,
010502088801410,3,1. RURAL,1. TIGRAY,05,02,8,88,014,10,**CONFIDENTIAL**,1. Male,42,3. Elderly,,,42,1. None/ illitrate,
010502088801410,4,1. RURAL,1. TIGRAY,05,02,8,88,014,10,**CONFIDENTIAL**,1. Male,46,3. Elderly,,,46,1. None/ illitrate,
010502088801410,5,1. RURAL,1. TIGRAY,05,02,8,88,014,10,**CONFIDENTIAL**,1. Male,35,11. Other (Specify),,Farmer,35,1. None/ illitrate,
010502088801410,6,1. RURAL,1. TIGRAY,05,02,8,88,014,10,**CONFIDENTIAL**,1. Male,22,11. Other (Specify),,Student,22,4. Incomplete secondary school,
010502088801410,8,1. RURAL,1. TIGRAY,05,02,8,88,014,10,**CONFIDENTIAL**,1. Male,38,8. Business Man/Woman,,,38,2. Incomplete primary school,
010503088800803,1,1. RURAL,1. TIGRAY,05,03,8,88,008,03,**CONFIDENTIAL**,2. Female,23,5. School Teacher,,,5,6. Above Secondary school,
010503088800803,2,1. RURAL,1. TIGRAY,05,03,8,88,008,03,**CONFIDENTIAL**,1. Male,28,5. School Teacher,,,5,6. Above Secondary school,
010503088800803,3,1. RURAL,1. TIGRAY,05,03,8,88,008,03,**CONFIDENTIAL**,2. Female,28,5. School Teacher,,,5,6. Above Secondary school,
010503088800803,4,1. RURAL,1. TIGRAY,05,03,8,88,008,03,**CONFIDENTIAL**,1. Male,30,11. Other (Specify),,Farmer,13,1. None/ illitrate,
010503088800803,5,1. RURAL,1. TIGRAY,05,03,8,88,008,03,**CONFIDENTIAL**,2. Female,27,8. Business Man/Woman,,,13,2. Incomplete primary school,
010503088800803,6,1. RURAL,1. TIGRAY,05,03,8,88,008,03,**CONFIDENTIAL**,1. Male,33,11. Other (Specify),,Farmer,7,1. None/ illitrate,
010601010100215,1,2. URBAN,1. TIGRAY,06,01,1,1,002,15,**CONFIDENTIAL**,1. Male,26,1. Chairman/woman,,,8,6. Above Secondary school,
010601010100215,2,2. URBAN,1. TIGRAY,06,01,1,1,002,15,**CONFIDENTIAL**,2. Female,26,5. School Teacher,,,11,6. Above Secondary school,
010601010100215,3,2. URBAN,1. TIGRAY,06,01,1,1,002,15,**CONFIDENTIAL**,2. Female,28,6. Agricultural Extension/Development Officier,,,28,6. Above Secondary school,
010601010100215,4,2. URBAN,1. TIGRAY,06,01,1,1,002,15,**CONFIDENTIAL**,2. Female,36,2. Representative,,,6,5. Secondary school completed,
010601010100215,5,2. URBAN,1. TIGRAY,06,01,1,1,002,15,**CONFIDENTIAL**,1. Male,30,2. Representative,,,30,5. Secondary school completed,
010601010100215,6,2. URBAN,1. TIGRAY,06,01,1,1,002,15,**CONFIDENTIAL**,1. Male,34,5. School Teacher,,,20,2. Incomplete primary school,
010602010100216,1,2. URBAN,1. TIGRAY,06,02,1,1,002,16,**CONFIDENTIAL**,1. Male,58,1. Chairman/woman,,,30,5. Secondary school completed,
010602010100216,2,2. URBAN,1. TIGRAY,06,02,1,1,002,16,**CONFIDENTIAL**,1. Male,50,2. Representative,,,29,6. Above Secondary school,
010602010100216,3,2. URBAN,1. TIGRAY,06,02,1,1,002,16,**CONFIDENTIAL**,2. Female,28,2. Representative,,,1,7. Other (Specify),Above Secondary school
010602010100216,4,2. URBAN,1. TIGRAY,06,02,1,1,002,16,**CONFIDENTIAL**,2. Female,25,6. Agricultural Extension/Development Officier,,,3,7. Other (Specify),Above Secondary school
010604010100137,1,2. URBAN,1. TIGRAY,06,04,1,1,001,37,**CONFIDENTIAL**,1. Male,41,1. Chairman/woman,,,8,5. Secondary school completed,
010604010100137,2,2. URBAN,1. TIGRAY,06,04,1,1,001,37,**CONFIDENTIAL**,2. Female,24,2. Representative,,,11,6. Above Secondary school,
010604010100137,3,2. URBAN,1. TIGRAY,06,04,1,1,001,37,**CONFIDENTIAL**,2. Female,46,2. Representative,,,2,6. Above Secondary school,
010604010100137,4,2. URBAN,1. TIGRAY,06,04,1,1,001,37,**CONFIDENTIAL**,1. Male,46,3. Elderly,,,12,5. Secondary school completed,
010605010100313,1,2. URBAN,1. TIGRAY,06,05,1,1,003,13,**CONFIDENTIAL**,1. Male,58,10. Police,,,41,2. Incomplete primary school,
010605010100313,2,2. URBAN,1. TIGRAY,06,05,1,1,003,13,**CONFIDENTIAL**,1. Male,67,3. Elderly,,,24,3. Primary school completed,
010605010100313,3,2. URBAN,1. TIGRAY,06,05,1,1,003,13,**CONFIDENTIAL**,2. Female,30,11. Other (Specify),,Deputy Chairperson,20,6. Above Secondary school,
010605010100313,4,2. URBAN,1. TIGRAY,06,05,1,1,003,13,**CONFIDENTIAL**,2. Female,50,2. Representative,,,34,3. Primary school completed,
010605010100313,5,2. URBAN,1. TIGRAY,06,05,1,1,003,13,**CONFIDENTIAL**,2. Female,27,2. Representative,,,27,6. Above Secondary school,
010605010100313,6,2. URBAN,1. TIGRAY,06,05,1,1,003,13,**CONFIDENTIAL**,2. Female,38,7. Health Worker,,,18,6. Above Secondary school,
010605010100313,7,2. URBAN,1. TIGRAY,06,05,1,1,003,13,**CONFIDENTIAL**,1. Male,27,2. Representative,,,27,6. Above Secondary school,
010606010100423,1,2. URBAN,1. TIGRAY,06,06,1,1,004,23,**CONFIDENTIAL**,1. Male,44,1. Chairman/woman,,,14,2. Incomplete primary school,
010606010100423,2,2. URBAN,1. TIGRAY,06,06,1,1,004,23,**CONFIDENTIAL**,1. Male,24,2. Representative,,,22,6. Above Secondary school,
010606010100423,3,2. URBAN,1. TIGRAY,06,06,1,1,004,23,**CONFIDENTIAL**,1. Male,28,2. Representative,11. Other (Specify),Public relations,4,6. Above Secondary school,
010606010100423,4,2. URBAN,1. TIGRAY,06,06,1,1,004,23,**CONFIDENTIAL**,2. Female,28,2. Representative,,,28,6. Above Secondary school,
010606010100423,5,2. URBAN,1. TIGRAY,06,06,1,1,004,23,**CONFIDENTIAL**,2. Female,23,11. Other (Specify),,Kebele Manager,19,6. Above Secondary school,
010701088802004,1,1. RURAL,1. TIGRAY,07,01,8,88,020,04,**CONFIDENTIAL**,1. Male,60,3. Elderly,,,35,3. Primary school completed,
010701088802004,2,1. RURAL,1. TIGRAY,07,01,8,88,020,04,**CONFIDENTIAL**,1. Male,40,3. Elderly,,,20,3. Primary school completed,
010701088802004,3,1. RURAL,1. TIGRAY,07,01,8,88,020,04,**CONFIDENTIAL**,1. Male,67,2. Representative,,,40,3. Primary school completed,
010701088802004,4,1. RURAL,1. TIGRAY,07,01,8,88,020,04,**CONFIDENTIAL**,1. Male,40,5. School Teacher,,,40,3. Primary school completed,
010701088802004,5,1. RURAL,1. TIGRAY,07,01,8,88,020,04,**CONFIDENTIAL**,1. Male,55,1. Chairman/woman,,,40,3. Primary school completed,
010702010100112,1,2. URBAN,1. TIGRAY,07,02,1,1,001,12,**CONFIDENTIAL**,2. Female,26,1. Chairman/woman,,,1,5. Secondary school completed,
010702010100112,2,2. URBAN,1. TIGRAY,07,02,1,1,001,12,**CONFIDENTIAL**,1. Male,36,6. Agricultural Extension/Development Officier,,,2,6. Above Secondary school,
010702010100112,3,2. URBAN,1. TIGRAY,07,02,1,1,001,12,**CONFIDENTIAL**,2. Female,28,2. Representative,,,5,3. Primary school completed,
010702010100112,4,2. URBAN,1. TIGRAY,07,02,1,1,001,12,**CONFIDENTIAL**,1. Male,31,2. Representative,,,10,6. Above Secondary school,
010702088801409,1,1. RURAL,1. TIGRAY,07,02,8,88,014,09,**CONFIDENTIAL**,1. Male,35,1. Chairman/woman,,,6,3. Primary school completed,
010702088801409,2,1. RURAL,1. TIGRAY,07,02,8,88,014,09,**CONFIDENTIAL**,1. Male,56,2. Representative,,,56,3. Primary school completed,
010702088801409,3,1. RURAL,1. TIGRAY,07,02,8,88,014,09,**CONFIDENTIAL**,2. Female,35,6. Agricultural Extension/Development Officier,,,10,5. Secondary school completed,
010702088801409,4,1. RURAL,1. TIGRAY,07,02,8,88,014,09,**CONFIDENTIAL**,1. Male,43,8. Business Man/Woman,,,43,3. Primary school completed,
010702088801409,5,1. RURAL,1. TIGRAY,07,02,8,88,014,09,**CONFIDENTIAL**,1. Male,53,2. Representative,,,53,3. Primary school completed,
010703088801107,1,1. RURAL,1. TIGRAY,07,03,8,88,011,07,**CONFIDENTIAL**,1. Male,47,1. Chairman/woman,,,47,2. Incomplete primary school,
010703088801107,2,1. RURAL,1. TIGRAY,07,03,8,88,011,07,**CONFIDENTIAL**,1. Male,30,2. Representative,,,6,6. Above Secondary school,
010703088801107,3,1. RURAL,1. TIGRAY,07,03,8,88,011,07,**CONFIDENTIAL**,1. Male,46,4. School Headmaster,,,17,7. Other (Specify),Above Secondary school
010703088801107,4,1. RURAL,1. TIGRAY,07,03,8,88,011,07,**CONFIDENTIAL**,1. Male,60,3. Elderly,,,60,1. None/ illitrate,
010703088801107,5,1. RURAL,1. TIGRAY,07,03,8,88,011,07,**CONFIDENTIAL**,1. Male,38,2. Representative,,,37,2. Incomplete primary school,
010703088801107,6,1. RURAL,1. TIGRAY,07,03,8,88,011,07,**CONFIDENTIAL**,2. Female,33,7. Health Worker,,,13,6. Above Secondary school,
010704088800402,1,1. RURAL,1. TIGRAY,07,04,8,88,004,02,**CONFIDENTIAL**,1. Male,46,1. Chairman/woman,,,30,2. Incomplete primary school,
010704088800402,2,1. RURAL,1. TIGRAY,07,04,8,88,004,02,**CONFIDENTIAL**,1. Male,32,2. Representative,,,26,7. Other (Specify),Above Secondary school
010704088800402,3,1. RURAL,1. TIGRAY,07,04,8,88,004,02,**CONFIDENTIAL**,2. Female,31,11. Other (Specify),,Kebele Manager,3,7. Other (Specify),Above Secondary school
010704088800402,4,1. RURAL,1. TIGRAY,07,04,8,88,004,02,**CONFIDENTIAL**,1. Male,42,5. School Teacher,,,2,7. Other (Specify),Above Secondary school
010704088800402,5,1. RURAL,1. TIGRAY,07,04,8,88,004,02,**CONFIDENTIAL**,2. Female,28,8. Business Man/Woman,,,15,5. Secondary school completed,
020101010100104,1,2. URBAN,2. AFAR,01,01,1,1,001,04,**CONFIDENTIAL**,1. Male,68,1. Chairman/woman,,,20,3. Primary school completed,
020101010100104,2,2. URBAN,2. AFAR,01,01,1,1,001,04,**CONFIDENTIAL**,1. Male,45,8. Business Man/Woman,9. Religious Leader,,28,1. None/ illitrate,
020101010100104,3,2. URBAN,2. AFAR,01,01,1,1,001,04,**CONFIDENTIAL**,1. Male,67,3. Elderly,,,28,1. None/ illitrate,
020101010100104,4,2. URBAN,2. AFAR,01,01,1,1,001,04,**CONFIDENTIAL**,1. Male,28,7. Health Worker,,,28,6. Above Secondary school,
020101010100104,5,2. URBAN,2. AFAR,01,01,1,1,001,04,**CONFIDENTIAL**,2. Female,41,2. Representative,,,27,1. None/ illitrate,
020101010100104,6,2. URBAN,2. AFAR,01,01,1,1,001,04,**CONFIDENTIAL**,1. Male,37,6. Agricultural Extension/Development Officier,,,15,6. Above Secondary school,
020101088800704,1,1. RURAL,2. AFAR,01,01,8,88,007,04,**CONFIDENTIAL**,1. Male,45,1. Chairman/woman,,,45,1. None/ illitrate,
020101088800704,2,1. RURAL,2. AFAR,01,01,8,88,007,04,**CONFIDENTIAL**,1. Male,35,4. School Headmaster,,,7,6. Above Secondary school,
020101088800704,3,1. RURAL,2. AFAR,01,01,8,88,007,04,**CONFIDENTIAL**,2. Female,30,2. Representative,,,30,1. None/ illitrate,
020101088800704,4,1. RURAL,2. AFAR,01,01,8,88,007,04,**CONFIDENTIAL**,1. Male,27,6. Agricultural Extension/Development Officier,,,2,6. Above Secondary school,
020101088800704,5,1. RURAL,2. AFAR,01,01,8,88,007,04,**CONFIDENTIAL**,2. Female,25,7. Health Worker,,,3,6. Above Secondary school,
020101088800704,6,1. RURAL,2. AFAR,01,01,8,88,007,04,**CONFIDENTIAL**,1. Male,26,10. Police,,,3,4. Incomplete secondary school,
020102010100103,1,2. URBAN,2. AFAR,01,02,1,1,001,03,**CONFIDENTIAL**,1. Male,48,1. Chairman/woman,,,20,5. Secondary school completed,
020102010100103,2,2. URBAN,2. AFAR,01,02,1,1,001,03,**CONFIDENTIAL**,1. Male,47,4. School Headmaster,,,14,6. Above Secondary school,
020102010100103,3,2. URBAN,2. AFAR,01,02,1,1,001,03,**CONFIDENTIAL**,1. Male,46,10. Police,,,25,2. Incomplete primary school,
020102010100103,4,2. URBAN,2. AFAR,01,02,1,1,001,03,**CONFIDENTIAL**,1. Male,50,2. Representative,,,22,4. Incomplete secondary school,
020103088800401,1,1. RURAL,2. AFAR,01,03,8,88,004,01,**CONFIDENTIAL**,1. Male,45,1. Chairman/woman,,,45,2. Incomplete primary school,
020103088800401,2,1. RURAL,2. AFAR,01,03,8,88,004,01,**CONFIDENTIAL**,1. Male,41,4. School Headmaster,,,14,6. Above Secondary school,
020103088800401,3,1. RURAL,2. AFAR,01,03,8,88,004,01,**CONFIDENTIAL**,2. Female,32,2. Representative,,,32,1. None/ illitrate,
020103088800401,4,1. RURAL,2. AFAR,01,03,8,88,004,01,**CONFIDENTIAL**,1. Male,27,10. Police,,,2,3. Primary school completed,
020103088800401,5,1. RURAL,2. AFAR,01,03,8,88,004,01,**CONFIDENTIAL**,1. Male,50,3. Elderly,,,50,1. None/ illitrate,
020103088800401,6,1. RURAL,2. AFAR,01,03,8,88,004,01,**CONFIDENTIAL**,1. Male,25,6. Agricultural Extension/Development Officier,,,3,6. Above Secondary school,
020103088801102,1,1. RURAL,2. AFAR,01,03,8,88,011,02,**CONFIDENTIAL**,1. Male,50,1. Chairman/woman,,,15,1. None/ illitrate,
020103088801102,2,1. RURAL,2. AFAR,01,03,8,88,011,02,**CONFIDENTIAL**,1. Male,45,2. Representative,,,16,2. Incomplete primary school,
020103088801102,3,1. RURAL,2. AFAR,01,03,8,88,011,02,**CONFIDENTIAL**,1. Male,51,3. Elderly,,,50,1. None/ illitrate,
020106010100102,1,2. URBAN,2. AFAR,01,06,1,1,001,02,**CONFIDENTIAL**,1. Male,46,1. Chairman/woman,,,46,1. None/ illitrate,
020106010100102,2,2. URBAN,2. AFAR,01,06,1,1,001,02,**CONFIDENTIAL**,1. Male,47,3. Elderly,,,47,1. None/ illitrate,
020106010100102,3,2. URBAN,2. AFAR,01,06,1,1,001,02,**CONFIDENTIAL**,2. Female,27,2. Representative,,,27,4. Incomplete secondary school,
020106010100102,4,2. URBAN,2. AFAR,01,06,1,1,001,02,**CONFIDENTIAL**,1. Male,35,4. School Headmaster,11. Other (Specify),BA Degree,13,6. Above Secondary school,
020106010100102,5,2. URBAN,2. AFAR,01,06,1,1,001,02,**CONFIDENTIAL**,1. Male,45,9. Religious Leader,,,45,1. None/ illitrate,
020106010100102,6,2. URBAN,2. AFAR,01,06,1,1,001,02,**CONFIDENTIAL**,2. Female,23,7. Health Worker,,,23,7. Other (Specify),Above Secondary school
020106088801201,1,1. RURAL,2. AFAR,01,06,8,88,012,01,**CONFIDENTIAL**,1. Male,57,1. Chairman/woman,,,15,1. None/ illitrate,
020106088801201,2,1. RURAL,2. AFAR,01,06,8,88,012,01,**CONFIDENTIAL**,1. Male,31,7. Health Worker,,,4,7. Other (Specify),Above Secondary school
020106088801201,3,1. RURAL,2. AFAR,01,06,8,88,012,01,**CONFIDENTIAL**,1. Male,25,5. School Teacher,,,2,3. Primary school completed,
020106088801201,4,1. RURAL,2. AFAR,01,06,8,88,012,01,**CONFIDENTIAL**,1. Male,27,10. Police,,,3,2. Incomplete primary school,
020108088800804,1,1. RURAL,2. AFAR,01,08,8,88,008,04,**CONFIDENTIAL**,1. Male,33,1. Chairman/woman,,,15,1. None/ illitrate,
020108088800804,2,1. RURAL,2. AFAR,01,08,8,88,008,04,**CONFIDENTIAL**,1. Male,30,2. Representative,,,7,2. Incomplete primary school,
020108088800804,3,1. RURAL,2. AFAR,01,08,8,88,008,04,**CONFIDENTIAL**,1. Male,55,3. Elderly,,,15,1. None/ illitrate,
020201088800301,1,1. RURAL,2. AFAR,02,01,8,88,003,01,**CONFIDENTIAL**,1. Male,39,1. Chairman/woman,,,39,2. Incomplete primary school,
020201088800301,2,1. RURAL,2. AFAR,02,01,8,88,003,01,**CONFIDENTIAL**,1. Male,29,7. Health Worker,,,29,4. Incomplete secondary school,
020201088800301,3,1. RURAL,2. AFAR,02,01,8,88,003,01,**CONFIDENTIAL**,2. Female,36,2. Representative,,,36,1. None/ illitrate,
020201088800301,4,1. RURAL,2. AFAR,02,01,8,88,003,01,**CONFIDENTIAL**,1. Male,60,3. Elderly,,,40,1. None/ illitrate,
020201088800301,5,1. RURAL,2. AFAR,02,01,8,88,003,01,**CONFIDENTIAL**,1. Male,25,5. School Teacher,,,3,6. Above Secondary school,
020202020100102,1,2. URBAN,2. AFAR,02,02,2,1,001,02,**CONFIDENTIAL**,1. Male,52,1. Chairman/woman,,,52,2. Incomplete primary school,
020202020100102,2,2. URBAN,2. AFAR,02,02,2,1,001,02,**CONFIDENTIAL**,1. Male,28,6. Agricultural Extension/Development Officier,,,28,6. Above Secondary school,
020202020100102,3,2. URBAN,2. AFAR,02,02,2,1,001,02,**CONFIDENTIAL**,1. Male,30,2. Representative,,,30,5. Secondary school completed,
020202020100102,4,2. URBAN,2. AFAR,02,02,2,1,001,02,**CONFIDENTIAL**,1. Male,25,11. Other (Specify),,Kebele Manager,25,5. Secondary school completed,
020202020100102,5,2. URBAN,2. AFAR,02,02,2,1,001,02,**CONFIDENTIAL**,1. Male,55,2. Representative,,,55,1. None/ illitrate,
020202088800202,1,1. RURAL,2. AFAR,02,02,8,88,002,02,**CONFIDENTIAL**,1. Male,38,1. Chairman/woman,,,38,5. Secondary school completed,
020202088800202,2,1. RURAL,2. AFAR,02,02,8,88,002,02,**CONFIDENTIAL**,1. Male,52,5. School Teacher,,,7,7. Other (Specify),Above Secondary school
020202088800202,4,1. RURAL,2. AFAR,02,02,8,88,002,02,**CONFIDENTIAL**,1. Male,38,9. Religious Leader,,,38,1. None/ illitrate,
020202088800202,5,1. RURAL,2. AFAR,02,02,8,88,002,02,**CONFIDENTIAL**,1. Male,21,6. Agricultural Extension/Development Officier,,,2,7. Other (Specify),Above Secondary school
020202088800202,7,1. RURAL,2. AFAR,02,02,8,88,002,02,**CONFIDENTIAL**,1. Male,38,4. School Headmaster,,,13,7. Other (Specify),Above Secondary school
020202088800202,8,1. RURAL,2. AFAR,02,02,8,88,002,02,**CONFIDENTIAL**,2. Female,21,2. Representative,,,21,4. Incomplete secondary school,
020202088800202,9,1. RURAL,2. AFAR,02,02,8,88,002,02,**CONFIDENTIAL**,1. Male,23,4. School Headmaster,,,3,7. Other (Specify),Above Secondary school
020203010100206,1,2. URBAN,2. AFAR,02,03,1,1,002,06,**CONFIDENTIAL**,1. Male,60,1. Chairman/woman,,,60,2. Incomplete primary school,
020203010100206,2,2. URBAN,2. AFAR,02,03,1,1,002,06,**CONFIDENTIAL**,1. Male,40,11. Other (Specify),,Kebele Manager,40,3. Primary school completed,
020203010100206,3,2. URBAN,2. AFAR,02,03,1,1,002,06,**CONFIDENTIAL**,1. Male,31,6. Agricultural Extension/Development Officier,,,1,7. Other (Specify),Above Secondary school
020203010100206,4,2. URBAN,2. AFAR,02,03,1,1,002,06,**CONFIDENTIAL**,2. Female,35,2. Representative,,,28,7. Other (Specify),Above Secondary school
020203010100206,5,2. URBAN,2. AFAR,02,03,1,1,002,06,**CONFIDENTIAL**,1. Male,65,3. Elderly,,,65,1. None/ illitrate,
020203010100206,6,2. URBAN,2. AFAR,02,03,1,1,002,06,**CONFIDENTIAL**,2. Female,35,7. Health Worker,,,35,7. Other (Specify),Above Secondary school
020203010100206,7,2. URBAN,2. AFAR,02,03,1,1,002,06,**CONFIDENTIAL**,1. Male,28,10. Police,,,5,3. Primary school completed,
020203088800202,1,1. RURAL,2. AFAR,02,03,8,88,002,02,**CONFIDENTIAL**,1. Male,45,1. Chairman/woman,,,45,1. None/ illitrate,
020203088800202,2,1. RURAL,2. AFAR,02,03,8,88,002,02,**CONFIDENTIAL**,1. Male,25,2. Representative,,,1,7. Other (Specify),Above Secondary school
020203088800202,3,1. RURAL,2. AFAR,02,03,8,88,002,02,**CONFIDENTIAL**,1. Male,27,5. School Teacher,,,3,7. Other (Specify),Above Secondary school
