household_id,enterprise_id,ea_id,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq14,s12bq01a,s12bq01b,s12bq01c,s12bq02,s12bq02_os,s12bq03_1,s12bq03_2,s12bq04,s12bq05,s12bq06_1,s12bq06_2,s12bq07_1,s12bq07_2,s12bq07_os,s12bq08a,s12bq08b,s12bq09_1,s12bq09_2,s12bq09_os,s12bq10,s12bq11_1,s12bq11_2,s12bq11_3,s12bq12,s12bq13,s12bq14,s12bq15a1,s12bq15a2_1,s12bq15a2_2,s12bq15a2_3,s12bq15b1,s12bq15b2_1,s12bq15b2_2,s12bq15b2_3,s12bq16,s12bq17a,s12bq17b,s12bq17c,s12bq17d,s12bq17e,s12bq17f,s12bq18,s12bq19,s12bq20,s12bq21,s12bq22,s12bq23,s12bq24,s12bq25_1,s12bq25_2,s12bq25_3,s12bq25_os
010203020100103093,1,010203020100103,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,93,2. URBAN,Crop trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,2,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,5. JANUARY,7. MARCH,8. APRIL,12,20,0,2. NO,,,,1. YES,2,,,5000,0. NONE,29400,0. NONE,2500,0. NONE,0. NONE,1. YES,800,2. NO,,2. NO,,100,"101. SAFETY - CRIMINALITY, THEFT AND LAWLESSNESS",84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,
010203020100103104,1,010203020100103,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,104,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,6. BANK OR COOPERATIVE LOAN,,,2. OCTOBER,2007,2. MARKET,,,1. YES,5. JANUARY,,,12,30,1,2. NO,,,,1. YES,2,,,2000,800,20000,20000,0. NONE,1000,1000,1. YES,0. NONE,2. NO,,2. NO,,100,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),,
010203020100103115,1,010203020100103,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,115,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,7. MARCH,1995,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,15,0,2. NO,,,,2. NO,,,,0,0. NONE,900,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,
010204088800713089,1,010204088800713,2689.693413533834,1. TIGRAY,02,04,8,88,007,13,89,1. RURAL,Selling alcholic beverages,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,2,1. YES,,1,2,5. SALE OF ASSETS,,,4. DECEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,5. JANUARY,9. MAY,,11,24,0,2. NO,,,,1. YES,2,,,100,0. NONE,0. NONE,2500,0. NONE,6000,0. NONE,1. YES,1500,2. NO,,2. NO,,25,11. ELECTRICITY - ACCESS,62. TRANSPORT ROAD - QUALITY,,
010205088801106167,1,010205088801106,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,167,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,5. JANUARY,1996,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,2,0,2. NO,,,,2. NO,,,,100,0. NONE,0. NONE,750,0. NONE,0. NONE,13,2. NO,,2. NO,,2. NO,,10,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,132. TAXATION - UNOFFICIAL LEVIES,,
010205088801106203,1,010205088801106,3991.017029328287,1. TIGRAY,02,05,8,88,011,06,203,1. RURAL,Beauty salon,96. OTHER PERSONAL SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,6. BANK OR COOPERATIVE LOAN,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,2. OCTOBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,20,0,2. NO,,,,2. NO,,,,600,0. NONE,600,300,0. NONE,100,0. NONE,2. NO,,2. NO,,2. NO,,100,11. ELECTRICITY - ACCESS,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,
010206088801508012,1,010206088801508,2471.860072639226,1. TIGRAY,02,06,8,88,015,08,12,1. RURAL,Selling Charcoal,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,8. APRIL,2010,2. MARKET,,,2. NO,,,,5,3,0,2. NO,,,,2. NO,,,,200,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,,
010206088801508036,1,010206088801508,2471.860072639226,1. TIGRAY,02,06,8,88,015,08,36,1. RURAL,Coffee house,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,3,,1. YES,,3,,1. AGRICULTURAL INCOME,,,2. OCTOBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,5. JANUARY,,,5,28,0,2. NO,,,,2. NO,,,,2000,0. NONE,0. NONE,5000,0. NONE,500,0. NONE,1. YES,360,2. NO,,2. NO,,30,31. WATER - ACCESS,32. WATER - QUALITY,33. WATER - COST,
010206088801508100,1,010206088801508,2471.860072639226,1. TIGRAY,02,06,8,88,015,08,100,1. RURAL,Producing Charcoal,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,,1. YES,,2,,1. AGRICULTURAL INCOME,,,4. DECEMBER,2011,2. MARKET,,,2. NO,,,,4,2,0,2. NO,,,,2. NO,,,,300,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,61. TRANSPORT ROAD - ACCESS,62. TRANSPORT ROAD - QUALITY,,
010206088801508112,1,010206088801508,2471.860072639226,1. TIGRAY,02,06,8,88,015,08,112,1. RURAL,Guard,80. SECURITY AND INVESTIGATION ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,3. NOVEMBER,,,3,10,0,1. YES,1,,,2. NO,,,,0,1800,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,63. TRANSPORT - COST,62. TRANSPORT ROAD - QUALITY,111. TECHNOLOGY - LACK OF TRAINING,
010207088802009116,1,010207088802009,597.6630460448644,1. TIGRAY,02,07,8,88,020,09,116,1. RURAL,Handcraft,96. OTHER PERSONAL SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,10. OTHER (SPECIFY),,áŠ¨áˆ°áá‰µáŠ”á‰µ á‰£áŒˆáŠ˜áˆ á‰¥áˆ­,1. SEPTEMBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,7. MARCH,,,9,14,0,2. NO,,,,2. NO,,,,5,0. NONE,50,600,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,35,83. MARKETS - LOW DEMAND FOR GOODS AND SERVICES PRODUCED,,,
010208088802007109,1,010208088802007,2649.639504132232,1. TIGRAY,02,08,8,88,020,07,109,1. RURAL,Labourer,96. OTHER PERSONAL SERVICE ACTIVITIES,,8. CONSTRUCTION SITES,,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,6. FEBRUARY,2010,7. OTHER (SPECIFY),,lerase,1. YES,6. FEBRUARY,,,2,24,0,1. YES,1,,,2. NO,,,,650,400,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,62. TRANSPORT ROAD - QUALITY,,,
010209010100218004,1,010209010100218,2035.729323308271,1. TIGRAY,02,09,1,1,002,18,4,2. URBAN,Crop buying and selling,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,28,0,2. NO,,,,1. YES,1,,,15000,0. NONE,11000,0. NONE,1500,0. NONE,0. NONE,1. YES,80,1. YES,985,2. NO,,100,141. NONE,,,
010209010100218004,2,010209010100218,2035.729323308271,1. TIGRAY,02,09,1,1,002,18,4,2. URBAN,Cement trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,9,30,0,2. NO,,,,1. YES,2,,,500,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,12,74. FINANCIAL SERVICES - COMPLICATED BANK LOAN PROCEDURES,73. FINANCIAL SERVICES - INTEREST RATES,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,
010209010100218004,3,010209010100218,2035.729323308271,1. TIGRAY,02,09,1,1,002,18,4,2. URBAN,Selling Flour,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,9,26,0,2. NO,,,,1. YES,2,,,1600,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,10,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,73. FINANCIAL SERVICES - INTEREST RATES,74. FINANCIAL SERVICES - COMPLICATED BANK LOAN PROCEDURES,
010209010100218015,1,010209010100218,2035.729323308271,1. TIGRAY,02,09,1,1,002,18,15,2. URBAN,Bajaj Operator and owner,96. OTHER PERSONAL SERVICE ACTIVITIES,,6. MOBILE,,1,2,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,2011,1. LOCAL CONSUMERS OR PASSERS-BY,3. TRADERS,,2. NO,,,,4,21,0,2. NO,,,,1. YES,1,,,6000,0. NONE,0. NONE,0. NONE,0. NONE,150,2000,1. YES,0. NONE,2. NO,,2. NO,,6,141. NONE,,,
010209010100218095,1,010209010100218,2035.729323308271,1. TIGRAY,02,09,1,1,002,18,95,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,2,,1. YES,,1,2,3. WAGE OR SALARY INCOME,,,3. NOVEMBER,2008,6. GOVERNMENT,1. LOCAL CONSUMERS OR PASSERS-BY,,2. NO,,,,8,20,0,2. NO,,,,2. NO,,,,1000,0. NONE,6000,0. NONE,500,1500,500,1. YES,2000,1. YES,1000,2. NO,,10,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,131. TAXATION - HIGH TAXES,92. GOVERNMENT - UNCERTAIN ECONOMIC POLICY,
010211010100302002,1,010211010100302,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,2,2. URBAN,Producing and selling local beer,11. MANUFACTURE OF BEVERAGES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,2. OCTOBER,1991,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,5. JANUARY,6. FEBRUARY,7. MARCH,12,4,0,2. NO,,,,2. NO,,,,400,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,141. NONE,,,
010211010100302032,1,010211010100302,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,32,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,3. TRADITIONAL MARKET,,1,,1. YES,,1,,10. OTHER (SPECIFY),,alawkewum,2. OCTOBER,1991,2. MARKET,1. LOCAL CONSUMERS OR PASSERS-BY,,2. NO,,,,12,4,0,2. NO,,,,2. NO,,,,800,0. NONE,0. NONE,40,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,90,141. NONE,,,
010211010100302062,1,010211010100302,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,62,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,8. PRIVATE MONEYLENDERS,5. SALE OF ASSETS,,6. FEBRUARY,1997,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,6,0,2. NO,,,,2. NO,,,,3000,0. NONE,0. NONE,200,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,70,141. NONE,,,
010211010100302122,1,010211010100302,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,122,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,,1. YES,,1,,10. OTHER (SPECIFY),,begulbet sra,2. OCTOBER,2005,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,24,0,1. YES,1,,,2. NO,,,,3000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,1400,2. NO,,1. YES,180,2. NO,,100,141. NONE,,,
010212010100510010,1,010212010100510,1581.651974246995,1. TIGRAY,02,12,1,1,005,10,10,2. URBAN,Furniture store,31. MANUFACTURE OF FURNITURE,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,10. JUNE,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,1. SEPTEMBER,5. JANUARY,8. APRIL,12,20,3,2. NO,,,,1. YES,1,,,2000,8000,15000,5000,1500,0. NONE,0. NONE,1. YES,1200,2. NO,,2. NO,,100,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,62. TRANSPORT ROAD - QUALITY,
010212010100510054,1,010212010100510,1581.651974246995,1. TIGRAY,02,12,1,1,005,10,54,2. URBAN,Producing and selling Enjera,10. MANUFACTURE OF FOOD PRODUCTS,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,3,3. WAGE OR SALARY INCOME,,,1. SEPTEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,9,20,0,2. NO,,,,2. NO,,,,1200,0. NONE,500,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,32. WATER - QUALITY,
010212010100510076,1,010212010100510,1581.651974246995,1. TIGRAY,02,12,1,1,005,10,76,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,8,1. YES,,1,8,2. NON-FARM SELF-EMPLOYMENT INCOME,,,5. JANUARY,2006,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,25,0,2. NO,,,,2. NO,,,,8000,3000,0. NONE,6000,0. NONE,0. NONE,0. NONE,1. YES,2500,1. YES,2000,2. NO,,100,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,
010212010100510109,1,010212010100510,1581.651974246995,1. TIGRAY,02,12,1,1,005,10,109,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,1,2,3. WAGE OR SALARY INCOME,,,1. SEPTEMBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,25,0,2. NO,,,,2. NO,,,,500,0. NONE,2000,1000,0. NONE,0. NONE,0. NONE,1. YES,300,1. YES,250,2. NO,,30,131. TAXATION - HIGH TAXES,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,
010303088802005041,1,010303088802005,2088.230049833887,1. TIGRAY,03,03,8,88,020,05,41,1. RURAL,Waiter,78. EMPLOYMENT ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,2,,6. BANK OR COOPERATIVE LOAN,,,6. FEBRUARY,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,20,0,2. NO,,,,2. NO,,,,2500,0. NONE,2000,0. NONE,50,120,0. NONE,2. NO,,2. NO,,2. NO,,15,11. ELECTRICITY - ACCESS,63. TRANSPORT - COST,,
010303088802005056,1,010303088802005,2088.230049833887,1. TIGRAY,03,03,8,88,020,05,56,1. RURAL,Waiter,78. EMPLOYMENT ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,2,1,1. YES,,2,,5. SALE OF ASSETS,,,2. OCTOBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,8,15,0,2. NO,,,,2. NO,,,,2000,0. NONE,1500,250,150,120,0. NONE,2. NO,,2. NO,,2. NO,,10,11. ELECTRICITY - ACCESS,62. TRANSPORT ROAD - QUALITY,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,
010303088802005062,1,010303088802005,1681.796013289037,1. TIGRAY,03,03,8,88,020,05,62,1. RURAL,Bar,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,6. BANK OR COOPERATIVE LOAN,,,4. DECEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,1. YES,2,,,2000,0. NONE,5000,0. NONE,15,1200,0. NONE,2. NO,,2. NO,,2. NO,,20,11. ELECTRICITY - ACCESS,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,,
010303088802005161,1,010303088802005,1681.796013289037,1. TIGRAY,03,03,8,88,020,05,161,1. RURAL,Game house,"90. CREATIVE, ARTS AND ENTERTAINMENT ACTIVITIES",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,5. SALE OF ASSETS,,,3. NOVEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,7,30,0,2. NO,,,,1. YES,2,,,3000,0. NONE,0. NONE,15000,200,840,0. NONE,2. NO,,2. NO,,2. NO,,10,11. ELECTRICITY - ACCESS,,,
010304088801407015,1,010304088801407,1771.406861471861,1. TIGRAY,03,04,8,88,014,07,15,1. RURAL,Producing honey,10. MANUFACTURE OF FOOD PRODUCTS,,"2. HOME, OUTSIDE RESIDENCE",,1,2,1. YES,,2,1,1. AGRICULTURAL INCOME,,,1. SEPTEMBER,2010,2. MARKET,,,1. YES,2. OCTOBER,,,3,15,0,1. YES,1,2,3,1. YES,1,2,3,10000,0. NONE,300,8000,300,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,85. MARKETS - DIFFICULTY TO OBTAIN INFORMATION ON INPUT MARKET,,
010305088801602008,1,010305088801602,2094.034227994228,1. TIGRAY,03,05,8,88,016,02,8,1. RURAL,Collecting and selling wood,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,8. CONSTRUCTION SITES,,2,,1. YES,,1,,10. OTHER (SPECIFY),,lerasachew nw,6. FEBRUARY,2011,7. OTHER (SPECIFY),,lerasachew fijota,2. NO,,,,2,2,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,0. NONE,61. TRANSPORT ROAD - ACCESS,,,
010306010100104013,1,010306010100104,1299.734875650665,1. TIGRAY,03,06,1,1,001,04,13,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,3. TRADITIONAL MARKET,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,5. JANUARY,1996,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,1. SEPTEMBER,5. JANUARY,8. APRIL,8,15,0,2. NO,,,,2. NO,,,,850,0. NONE,500,0. NONE,50,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,85,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,,
010306010100104024,1,010306010100104,1299.734875650665,1. TIGRAY,03,06,1,1,001,04,24,2. URBAN,Labourer,96. OTHER PERSONAL SERVICE ACTIVITIES,,6. MOBILE,,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,8,10,0,2. NO,,,,2. NO,,,,2000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,75,141. NONE,,,
010306010100104035,1,010306010100104,1299.734875650665,1. TIGRAY,03,06,1,1,001,04,35,2. URBAN,Labourer,96. OTHER PERSONAL SERVICE ACTIVITIES,,6. MOBILE,,2,,1. YES,,2,,10. OTHER (SPECIFY),,begulbet sira,2. OCTOBER,2009,5. NGOS,,,2. NO,,,,8,20,0,2. NO,,,,2. NO,,,,3500,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,55,141. NONE,,,
010306010100104057,1,010306010100104,1299.734875650665,1. TIGRAY,03,06,1,1,001,04,57,2. URBAN,Labourer,96. OTHER PERSONAL SERVICE ACTIVITIES,,6. MOBILE,,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,2. OCTOBER,2005,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,8,15,0,2. NO,,,,2. NO,,,,1500,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,53,141. NONE,,,
010306010100104068,1,010306010100104,1299.734875650665,1. TIGRAY,03,06,1,1,001,04,68,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,2,1,1. YES,,2,1,3. WAGE OR SALARY INCOME,,,4. DECEMBER,2006,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,25,0,2. NO,,,,1. YES,2,3,1,5600,0. NONE,3500,0. NONE,250,300,150,1. YES,200,1. YES,1000,2. NO,,52,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,63. TRANSPORT - COST,131. TAXATION - HIGH TAXES,
010306010100104079,1,010306010100104,1299.734875650665,1. TIGRAY,03,06,1,1,001,04,79,2. URBAN,Coffee house,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,1,2,1. YES,,1,,10. OTHER (SPECIFY),,areb ager serche kametahut birr,1. SEPTEMBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,25,0,2. NO,,,,1. YES,2,,,2500,0. NONE,800,0. NONE,0. NONE,0. NONE,0. NONE,1. YES,300,1. YES,500,2. NO,,65,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,12. ELECTRICITY - QUALITY,,
010306010100104090,1,010306010100104,1299.734875650665,1. TIGRAY,03,06,1,1,001,04,90,2. URBAN,Labourer,96. OTHER PERSONAL SERVICE ACTIVITIES,,6. MOBILE,,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,4. DECEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,5. NGOS,,2. NO,,,,8,25,0,2. NO,,,,2. NO,,,,3750,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,75,141. NONE,,,
010306010100104101,1,010306010100104,1299.734875650665,1. TIGRAY,03,06,1,1,001,04,101,2. URBAN,Producing and selling local beer,11. MANUFACTURE OF BEVERAGES,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2001,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,10,8,0,2. NO,,,,1. YES,4,,,2000,0. NONE,0. NONE,850,50,0. NONE,120,2. NO,,2. NO,,2. NO,,65,31. WATER - ACCESS,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,,
010306010100104134,1,010306010100104,1299.734875650665,1. TIGRAY,03,06,1,1,001,04,134,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,8. PRIVATE MONEYLENDERS,,,1. SEPTEMBER,2000,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,9,8,0,2. NO,,,,2. NO,,,,200,0. NONE,3000,0. NONE,50,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,45,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,
010306010100104145,1,010306010100104,1299.734875650665,1. TIGRAY,03,06,1,1,001,04,145,2. URBAN,Labourer,96. OTHER PERSONAL SERVICE ACTIVITIES,,6. MOBILE,,3,,1. YES,,3,,10. OTHER (SPECIFY),,keken sira yetegegne,2. OCTOBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,5. NGOS,,2. NO,,,,8,20,0,2. NO,,,,2. NO,,,,200,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,80,141. NONE,,,
010306088801803023,1,010306088801803,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,23,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,2,,4. REMITTANCES,,,6. FEBRUARY,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,24,0,2. NO,,,,2. NO,,,,2500,0. NONE,3000,0. NONE,60,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,25,63. TRANSPORT - COST,,,
