ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs6q01,cs6q02,cs6q03_1,cs6q03_2,cs6q03_3,cs6q04_1,cs6q04_2,cs6q04_3,cs6q05,cs6q06,cs6q07,cs6q08,cs6q09,cs6q10,cs6q11,cs6q12,cs6q12_os,cs6q13,cs6q13_os,cs6q14,cs6q14_os,cs6q14a,cs6q14b,cs6q14c,cs6q15,cs6q15_os,cs6q16a,cs6q16a_os,cs6q16b,cs6q16b_os,cs6q16c,cs6q16c_os,cs6q16d,cs6q16d_os,cs6q17a,cs6q17a_os,cs6q17b,cs6q17b_os,cs6q17c,cs6q17c_os,cs6q17d,cs6q17d_os,cs6q18a,cs6q18a_os,cs6q18b,cs6q18b_os,cs6q18c,cs6q18c_os,cs6q18d,cs6q18d_os,cs6q18e,cs6q18e_os,cs6q18f,cs6q18f_os,cs6q18g,cs6q18g_os,cs6q18h,cs6q18h_os
050808088801601,2. URBAN,5. SOMALI,08,08,8,88,016,01,1. YES,Key Sinkurt(22).Mashil(5).Bekolo(4),9,8,,12,11,,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,90,4. Other (Specify),Yleme,4. Other (Specify),Yelme,4. Other (Specify),yleme,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,,9. Not Applicable,Beder yelme,2. Worse,,3. About the Same,,2. Worse,,3. About the Same,
050901010100102,2. URBAN,5. SOMALI,09,01,1,1,001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050902088801202,1. RURAL,5. SOMALI,09,02,8,88,012,02,1. YES,bokolo,9,10,,10,11,12,3. Too Late,1. Very early,1. Very early,1. YES,,1. YES,200,2. Private,,2. Private,,2. Private,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,3. About the Same Number,,2. Less,,3. About the Same,,3. About the Same,,1. Much Worse,,5. Much Better,,4. Better,,4. Better,,1. Much Worse,,3. About the Same,,4. Better,,2. Worse,,4. Better,,3. About the Same,
050905088800202,1. RURAL,5. SOMALI,09,05,8,88,002,02,1. YES,0,1,,,1,,,1. Too Much,1. Very early,1. Very early,2. NO,0,2. NO,,4. Other (Specify),sebil ayzerum,4. Other (Specify),sebil yelem,4. Other (Specify),sebil yelem,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",madaberiya akefafay yelem,"9. Not Applicable, explain",sebil ayezeram,"9. Not Applicable, explain",sebil yelem,"9. Not Applicable, explain",yetezera sebel yelem,"9. Not Applicable, explain",be kebelew be zenab etret mekniyat sebil altezeram,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,
050906010100116,2. URBAN,5. SOMALI,09,06,1,1,001,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050907088800903,1. RURAL,5. SOMALI,09,07,8,88,009,03,1. YES,bokolo,8,9,,10,,,1. Too Much,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),beakebabiwe madabeia akerabi derjet elem,4. Other (Specify),bakebabiw madaberiya akerabi yelem,4. Other (Specify),akrabi derijit yelem,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",akefafay yelem,"9. Not Applicable, explain",yelum,"9. Not Applicable, explain",yelum,"9. Not Applicable, explain",yelum,5. Much Better,,5. Much Better,,"9. Not Applicable, explain",meker algnenem,5. Much Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,
051003088800201,2. URBAN,5. SOMALI,10,03,8,88,002,01,1. YES,(04)bokolo (05) mashela,9,10,,2,3,,3. Too Late,3. Too Late,1. Very early,2. NO,40,2. NO,,4. Other (Specify),madaberiya keyetem ayagegnum,2. Private,,4. Other (Specify),keyetem ayagegnum,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Less,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,4. Better,,2. Worse,,2. Worse,,2. Worse,
051004088801303,2. URBAN,5. SOMALI,10,04,8,88,013,03,1. YES,Sorgem,8,,,5,4,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),yelem,4. Other (Specify),yelem,4. Other (Specify),yelem,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",madabereya ayiteqemum,"9. Not Applicable, explain",yelem,3. About the Same Number,,"9. Not Applicable, explain",yelem,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,9. Not Applicable,yelem bider,9. Not Applicable,bider teseteto ayaqem,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
051101088801203,2. URBAN,5. SOMALI,11,01,8,88,012,03,1. YES,maze,10,11,12,3,,,3. Too Late,3. Too Late,2. Right time,1. YES,,2. NO,,4. Other (Specify),never used,4. Other (Specify),never used,4. Other (Specify),never used,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",never used,"9. Not Applicable, explain",never used,"9. Not Applicable, explain",never used,"9. Not Applicable, explain",never used,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,9. Not Applicable,never used,2. Worse,,2. Worse,,2. Worse,,2. Worse,
060101088800403,1. RURAL,6. BENISHANGUL GUMUZ,01,01,8,88,004,03,1. YES,Beqolo ena Mashila,9,10,11,2,3,4,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,4. Better,
060103088801802,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,018,02,1. YES,02\06\07,9,,,3,,,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,150,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. More,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,4. Better,
060103088804602,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,046,02,1. YES,02/06/19,10,,,4,3,,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,35,1. Government,,3. Union,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,1. More,,2. Less,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,
060103088806701,1. RURAL,6. BENISHANGUL GUMUZ,01,03,8,88,067,01,1. YES,"tef, bokolo, mashila",12,13,9,4,3,,3. Too Late,1. Very early,2. Right time,1. YES,,1. YES,50,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,1. More,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,9. Not Applicable,teseton ayawukim,9. Not Applicable,yebidir tetekami yelem,4. Better,,3. About the Same,,2. Worse,,3. About the Same,
060104010100103,2. URBAN,6. BENISHANGUL GUMUZ,01,04,1,1,001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060104088800802,1. RURAL,6. BENISHANGUL GUMUZ,01,04,8,88,008,02,1. YES,"Mashila,Selit,Nechi boloke",9,10,11,2,3,4,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,1. More,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,
060105088801701,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,017,01,1. YES,06\02\18,10,,,9,,,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,25,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,1. More,,2. Less,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,1. Much Worse,,3. About the Same,
060105088803201,1. RURAL,6. BENISHANGUL GUMUZ,01,05,8,88,032,01,1. YES,"bokolo,mashila,boloke",9,10,,3,4,5,3. Too Late,2. Right time,2. Right time,1. YES,,1. YES,70,3. Union,,2. Private,,3. Union,,1. YES,1. YES,2. NO,1. Traditional,,1. More,,1. More,,1. More,,1. More,,4. Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,
060107088800402,1. RURAL,6. BENISHANGUL GUMUZ,01,07,8,88,004,02,1. YES,"Bekole,Mashela",9,10,11,4,5,3,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,
060108010100106,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060108010100205,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060108010100319,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060108010100415,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,004,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060201010100103,2. URBAN,6. BENISHANGUL GUMUZ,02,01,1,1,001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060201088801903,1. RURAL,6. BENISHANGUL GUMUZ,02,01,8,88,019,03,1. YES,lewuz,9,,,4,,,3. Too Late,1. Very early,3. Too Late,1. YES,,1. YES,28,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,1. More,,1. More,,4. Better,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,2. Worse,
060203010100106,2. URBAN,6. BENISHANGUL GUMUZ,02,03,1,1,001,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060203088800704,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,007,04,1. YES,Teff /Sendi/ Denich,12,11,,4,,,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,48,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,1. More,,1. More,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,3. About the Same,
060203088802004,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,1. YES,Teff . Sinide. Dinich,11,,,4,,,2. The Right Amount,3. Too Late,3. Too Late,1. YES,,1. YES,52,3. Union,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,2. Less,,1. More,,1. More,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,3. About the Same,
060204020100105,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060205040100108,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060205088801701,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,1. YES,Bokolo,10,,,2,3,,1. Too Much,3. Too Late,1. Very early,1. YES,,1. YES,2,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,1. More,,1. More,,5. Much Better,,5. Much Better,,5. Much Better,,4. Better,,5. Much Better,,5. Much Better,,2. Worse,,5. Much Better,,5. Much Better,,4. Better,,4. Better,,4. Better,
060206020100103,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060206088800203,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,1. YES,Ruz,10,,,3,,,1. Too Much,1. Very early,3. Too Late,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,2. Less,,1. More,,1. More,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,4. Better,,2. Worse,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,
060206088800904,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,1. YES,Bekolo,10,,,3,,,2. The Right Amount,2. Right time,3. Too Late,1. YES,,1. YES,170,1. Government,,2. Private,,1. Government,,1. YES,1. YES,2. NO,1. Traditional,,1. More,,1. More,,1. More,,1. More,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,2. Worse,,2. Worse,,4. Better,,4. Better,,4. Better,,4. Better,
060207030100102,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060207088801401,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,1. YES,Bekolo/Dagusa/ Mashela,9,,,5,,,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,1. More,,1. More,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,
060302010100105,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060305010100106,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060401088802401,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,1. YES,"chat,bokolo,buna",10,11,12,5,6,7,3. Too Late,2. Right time,2. Right time,1. YES,,1. YES,20,1. Government,,4. Other (Specify),kerbo ayawukim,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,1. More,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,4. Better,,3. About the Same,
070104088801204,1. RURAL,7. SNNP,01,04,8,88,012,04,1. YES,dinch,4,5,,9,10,,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,20,3. Union,,3. Union,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,1. More,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,3. About the Same,,4. Better,,5. Much Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,
070108088800802,1. RURAL,7. SNNP,01,08,8,88,008,02,1. YES,01; 08;13,11,10,,4,3,,1. Too Much,1. Very early,3. Too Late,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,1. YES,2. NO,1. YES,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Less,,4. Better,,5. Much Better,,5. Much Better,,4. Better,,4. Better,,5. Much Better,,2. Worse,,2. Worse,,2. Worse,,4. Better,,4. Better,,3. About the Same,
070110010100205,2. URBAN,7. SNNP,01,10,1,1,002,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070112088800907,1. RURAL,7. SNNP,01,12,8,88,009,07,1. YES,teff,11,12,,3,4,,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,15,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. More,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,4. Better,
070205030100103,2. URBAN,7. SNNP,02,05,3,1,001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070205088801202,1. RURAL,7. SNNP,02,05,8,88,012,02,1. YES,02. 07. 19,5,7,12,2,3,,3. Too Late,3. Too Late,3. Too Late,1. YES,,2. NO,,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,2. Less,,1. More,,1. More,,4. Better,,4. Better,,2. Worse,,4. Better,,4. Better,,4. Better,,2. Worse,,2. Worse,,4. Better,,4. Better,,4. Better,,4. Better,
070210088801703,1. RURAL,7. SNNP,02,10,8,88,017,03,1. YES,"Teff 07,Senda 08,Bokolo 02,",11,7,,4,3,,1. Too Much,3. Too Late,3. Too Late,1. YES,,2. NO,,3. Union,,1. Government,,1. Government,,1. YES,2. NO,1. YES,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Less,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,4. Better,,4. Better,,2. Worse,,2. Worse,,2. Worse,
070211010100614,2. URBAN,7. SNNP,02,11,1,1,006,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070302088800701,1. RURAL,7. SNNP,03,02,8,88,007,01,1. YES,teff 07; bokolo 02; keyboloke 19.,7,11,,2,3,,2. The Right Amount,3. Too Late,2. Right time,1. YES,,1. YES,14,3. Union,,3. Union,,3. Union,,1. YES,2. NO,2. NO,2. Modern,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,
070305088801101,1. RURAL,7. SNNP,03,05,8,88,011,01,1. YES,"Bokolo 02 ,Godare 64, Kayebolok 19,",7,8,,2,3,,3. Too Late,3. Too Late,2. Right time,1. YES,,2. NO,,3. Union,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,4. Better,,1. Much Worse,,1. Much Worse,,1. Much Worse,,2. Worse,,4. Better,,4. Better,,2. Worse,,4. Better,
070309010100307,2. URBAN,7. SNNP,03,09,1,1,003,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070403088802407,1. RURAL,7. SNNP,04,03,8,88,024,07,1. YES,"Enset, Sinde, Gebs",11,8,,4,5,,1. Too Much,3. Too Late,2. Right time,1. YES,,1. YES,40,1. Government,,1. Government,,1. Government,,1. YES,2. NO,1. YES,1. Traditional,,2. Less,,2. Less,,1. More,,2. Less,,4. Better,,4. Better,,2. Worse,,4. Better,,5. Much Better,,5. Much Better,,1. Much Worse,,4. Better,,5. Much Better,,4. Better,,5. Much Better,,2. Worse,
070407088801207,1. RURAL,7. SNNP,04,07,8,88,012,07,1. YES,"Enset, Sinde, Bokolo",8,11,,4,,,1. Too Much,3. Too Late,3. Too Late,1. YES,,1. YES,10,1. Government,,1. Government,,1. Government,,1. YES,2. NO,1. YES,1. Traditional,,1. More,,1. More,,1. More,,1. More,,4. Better,,4. Better,,4. Better,,4. Better,,5. Much Better,,2. Worse,,1. Much Worse,,2. Worse,,5. Much Better,,4. Better,,1. Much Worse,,4. Better,
070409010100108,2. URBAN,7. SNNP,04,09,1,1,001,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070410088800810,1. RURAL,7. SNNP,04,10,8,88,008,10,1. YES,"Bekolo,Boloke,Denech",6,11,2,2,,,3. Too Late,2. Right time,1. Very early,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,4. Better,,4. Better,,2. Worse,,2. Worse,,4. Better,,4. Better,,3. About the Same,,3. About the Same,
070414088800609,1. RURAL,7. SNNP,04,14,8,88,006,09,1. YES,"Bekolo,Ensete,Beloke,",7,8,,12,5,3,3. Too Late,2. Right time,2. Right time,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,2. Less,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,1. Much Worse,,2. Worse,,4. Better,,5. Much Better,,2. Worse,,2. Worse,,4. Better,,4. Better,,4. Better,,3. About the Same,
070418088801803,1. RURAL,7. SNNP,04,18,8,88,018,03,1. YES,"Enset, Buna, Bokolo",8,,,3,4,,2. The Right Amount,2. Right time,3. Too Late,1. YES,,1. YES,10,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,2. Less,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,1. Much Worse,,1. Much Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,
070420010100106,2. URBAN,7. SNNP,04,20,1,1,001,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070501088800605,1. RURAL,7. SNNP,05,01,8,88,006,05,1. YES,Buna,8,10,,3,4,5,2. The Right Amount,3. Too Late,3. Too Late,2. NO,5,2. NO,,1. Government,,4. Other (Specify),ye tebaye matefiya Akerebot yeleme,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,1. More,,3. About the Same Number,,4. Better,,4. Better,,"9. Not Applicable, explain",ye bedere Akerebot le geberena sera yeleme,4. Better,,4. Better,,4. Better,,9. Not Applicable,be akababiwe yegeberna bdere yelm,9. Not Applicable,beakababiwe yelem,4. Better,,3. About the Same,,3. About the Same,,4. Better,
070503088801401,1. RURAL,7. SNNP,05,03,8,88,014,01,1. YES,Buna,7,8,,4,5,6,2. The Right Amount,3. Too Late,1. Very early,1. YES,,1. YES,90,2. Private,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,1. More,,3. About the Same Number,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,2. Worse,,3. About the Same,,4. Better,
070602088802005,1. RURAL,7. SNNP,06,02,8,88,020,05,1. YES,02. 19.   07,7,6,11,1,2,3,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,1. YES,2. NO,1. Traditional,,1. More,,1. More,,3. About the Same Number,,1. More,,4. Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,4. Better,,2. Worse,,3. About the Same,,4. Better,,2. Worse,,4. Better,,4. Better,
070603010100105,2. URBAN,7. SNNP,06,03,1,1,001,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070606088801009,1. RURAL,7. SNNP,06,06,8,88,010,09,1. YES,02;19;07,7,11,,3,2,1,1. Too Much,3. Too Late,3. Too Late,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,2. Worse,,2. Worse,,1. Much Worse,,2. Worse,,4. Better,,3. About the Same,,1. Much Worse,,2. Worse,,2. Worse,
070610088800907,1. RURAL,7. SNNP,06,10,8,88,009,07,1. YES,"08,13,02",7,11,,3,4,2,2. The Right Amount,2. Right time,3. Too Late,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,1. More,,2. Less,,2. Worse,,4. Better,,2. Worse,,4. Better,,4. Better,,2. Worse,,1. Much Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,
070613010100707,2. URBAN,7. SNNP,06,13,1,1,007,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070701010100104,2. URBAN,7. SNNP,07,01,1,1,001,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070702088802709,1. RURAL,7. SNNP,07,02,8,88,027,09,1. YES,"bekolo, key a denguare,mashla",1,8,,6,7,11,1. Too Much,3. Too Late,2. Right time,1. YES,,1. YES,35,1. Government,,3. Union,,1. Government,,1. YES,1. YES,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,4. Better,
070706088801507,1. RURAL,7. SNNP,07,06,8,88,015,07,1. YES,"mashla ,bekolo adenguare key",9,2,,11,12,4,3. Too Late,2. Right time,3. Too Late,1. YES,,1. YES,30,1. Government,,1. Government,,1. Government,,1. YES,1. YES,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,4. Better,,2. Worse,,4. Better,
070904030100101,2. URBAN,7. SNNP,09,04,3,1,001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
