holder_id,household_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s7q01,s7q02,s7q03,s7q03_os,s7q04,s7q05,s7q05_os,s7q06,s7q07,s7q07_os,s7q08,s7q08_os,s7q09,s7q10,s7q10_os,s7q11_1,s7q11_2,s7q11_os,s7q12,s7q13,s7q13_os,s7q14,s7q15,s7q15_os,s7q16,s7q16_os,s7q17,s7q18,s7q18_os,s7q19,s7q20,s7q21,s7q22,s7q23,s7q24,s7q25,s7q26,s7q27,s7q28_1,s7q28_2,s7q28_os,s7q29,s7q30,s7q31_1,s7q31_2,s7q31_3,s7q31_os,s7q32a_1,s7q32a_2,s7q32b_1,s7q32b_2,s7q32c_1,s7q32c_2
01010508880071207401,010105088800712074,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,74,1,3. Both livestock and crop production,2. NO,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,6. OTHERS(SPECIFY),I don't have adequate farm land,2. NO,3. IGNORANCE,,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,4,11. STONE TERRACING,,,,0,,0,,0,
01010508880071207901,010105088800712079,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,79,1,2. livestock only ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010508880071209601,010105088800712096,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,96,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),Lack of Capacity,2. NO,2. LACK OF MONEY,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,1. NON-AVAILABILITY OF THE SERVICE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,6,2. TREE PLANTING,11. STONE TERRACING,,,0,,0,,0,
01010508880071211201,010105088800712112,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,112,1,2. livestock only ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010508880071212100,010105088800712121,010105088800712,1. RURAL,14542.05139751553,1. TIGRAY,01,05,8,88,007,12,121,0,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010508880071212101,010105088800712121,010105088800712,1. RURAL,14542.05139751553,1. TIGRAY,01,05,8,88,007,12,121,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010508880221500901,010105088802215009,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,9,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,1. GOVERNMENT,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,52,48,0,0,52,48,,,,,,1. YES,25,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0.5,3. LITER,0,,1,3. LITER
01010508880221502501,010105088802215025,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,25,1,1. crop production only,1. YES,1. YES,,,1. YES,,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,114,85,29,0,0,85,29,,,,,,1. YES,25,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
01010508880221504001,010105088802215040,010105088802215,1. RURAL,4079.433406593407,1. TIGRAY,01,05,8,88,022,15,40,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010508880221505501,010105088802215055,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,55,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,5. OTHERS(SPECIFY),I have a vey small Plot,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
01010508880221507001,010105088802215070,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,70,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,25,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
01010508880221508601,010105088802215086,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,86,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),I don't have the capacity,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
01010508880221509100,010105088802215091,010105088802215,1. RURAL,4079.433406593407,1. TIGRAY,01,05,8,88,022,15,91,0,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010508880221510401,010105088802215104,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,104,1,1. crop production only,1. YES,1. YES,,,1. YES,,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,75,50,25,0,0,0,25,,,5. OTHER (SPECIFY),,There is no Difference,1. YES,28,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
01010508880221512001,010105088802215120,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,120,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,1. GOVERNMENT,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,50,50,0,0,0,50,,,,,,,1. YES,20,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
01010508880221514601,010105088802215146,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,146,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,1. GOVERNMENT ORGANIZATION,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,25,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
01010508880221516201,010105088802215162,010105088802215,1. RURAL,4079.433406593407,1. TIGRAY,01,05,8,88,022,15,162,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010508880221516701,010105088802215167,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,167,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,1. GOVERNMENT,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,145,60,85,0,0,60,85,,,,,,1. YES,20,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
01010608880120401001,010106088801204010,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,10,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,5. DOES NOT YIELD ANY RESULTS,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,2,,,2,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,150,100,50,0,0,100,50,,,,,,1. YES,60,1. TERRACING,3. CONSERVATION ACTIVITIES,11. STONE TERRACING,,0,,0,,0,
01010608880120402001,010106088801204020,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,20,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,1. GOVERNMENT,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,1,6. USING BORROWED OXEN,,1,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,100,50,50,0,0,30,20,,,1. TO USE REMAINING FOR ANOTHER TIME,,,1. YES,60,1. TERRACING,2. TREE PLANTING,,,0,,0,,0,
01010608880120403001,010106088801204030,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,30,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,5. DOES NOT YIELD ANY RESULTS,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,2,,,2,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,75,20,30,0,0,20,30,,,,,,1. YES,60,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
01010608880120404001,010106088801204040,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,40,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,1. GOVERNMENT,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,150,100,50,0,0,100,50,,,,,,1. YES,60,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
01010608880120405001,010106088801204050,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,50,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,1. GOVERNMENT ORGANIZATION,,,2,,,2,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,100,50,50,0,0,50,32,,,1. TO USE REMAINING FOR ANOTHER TIME,,,1. YES,50,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
01010608880120406001,010106088801204060,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,60,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,40,1. TERRACING,2. TREE PLANTING,4. PREPARING WATER HARVESTING  PITS,,0,,0,,0,
01010608880120407001,010106088801204070,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,70,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,5. DOES NOT YIELD ANY RESULTS,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,2,,,2,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,1. YES,5. áˆŒáˆ‹ (á‹­áŒˆáˆˆá…),Shared cropped in form other holder,150,100,50,0,0,100,50,,,,,,1. YES,60,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
01010608880120408001,010106088801204080,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,80,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,1,6. USING BORROWED OXEN,,1,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,1. YES,5. áˆŒáˆ‹ (á‹­áŒˆáˆˆá…),Shared cropped in form other holder,100,50,50,0,0,50,50,,,,,,1. YES,45,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
01010608880120409001,010106088801204090,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,90,1,2. livestock only ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010608880120410001,010106088801204100,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,100,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,5. DOES NOT YIELD ANY RESULTS,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,50,50,0,0,50,50,,,,,,1. YES,40,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
01020108880180600701,010201088801806007,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,7,1,2. livestock only ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01020108880180601301,010201088801806013,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,13,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,2. LACK OF MONEY,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,50,0,25,25,0,,25,25,,,,,1. YES,60,1. TERRACING,7. PREPARING HOLES FOR TREE PLANTATION,11. STONE TERRACING,,0,,0,,0,
01020108880180601901,010201088801806019,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,19,1,3. Both livestock and crop production,2. NO,1. YES,,,2. NO,2. LACK OF MONEY,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,25,0,12,12,0,,12,12,,,,,1. YES,12,1. TERRACING,4. PREPARING WATER HARVESTING  PITS,11. STONE TERRACING,,1.5,3. LITER,1,3. LITER,0,
01020108880180602301,010201088801806023,010201088801806,1. RURAL,3070.07102425876,1. TIGRAY,02,01,8,88,018,06,23,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01020108880180602801,010201088801806028,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,28,1,3. Both livestock and crop production,2. NO,1. YES,,,2. NO,2. LACK OF MONEY,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,50,0,0,41,0,,,41,,,,,2. NO,,,,,,0,,0,,0,
01020108880180603701,010201088801806037,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,37,1,1. crop production only,1. YES,2. NO,7. OTHERS(SPECIFY),There is no agriculture office in the area,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,15,1. TERRACING,7. PREPARING HOLES FOR TREE PLANTATION,11. STONE TERRACING,,0,,0,,0,
01020108880180604601,010201088801806046,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,46,1,3. Both livestock and crop production,2. NO,1. YES,,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,25,0,0,25,0,,,25,,,,,2. NO,,,,,,0,,0,,0,
01020108880180605701,010201088801806057,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,57,1,1. crop production only,2. NO,2. NO,3. LACK OF MONEY,,2. NO,2. LACK OF MONEY,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,5,1. TERRACING,7. PREPARING HOLES FOR TREE PLANTATION,11. STONE TERRACING,,0,,0,,0,
01020108880180606101,010201088801806061,010201088801806,1. RURAL,3070.07102425876,1. TIGRAY,02,01,8,88,018,06,61,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01020108880180606501,010201088801806065,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,65,1,3. Both livestock and crop production,1. YES,2. NO,3. LACK OF MONEY,,2. NO,2. LACK OF MONEY,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
01020108880180607501,010201088801806075,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,75,1,3. Both livestock and crop production,2. NO,1. YES,,,2. NO,2. LACK OF MONEY,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,4,0,4,0,0,,4,,,,,,2. NO,,,,,,0,,0,,0,
01020108880180608301,010201088801806083,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,83,1,3. Both livestock and crop production,2. NO,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
01020208880150901201,010202088801509012,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,12,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,2. PRIVATE ORGANIZATION,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,200,0,100,100,0,,100,100,,,,,1. YES,30,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,,2,3. LITER,2,3. LITER,0,
01020208880150902801,010202088801509028,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,28,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,2. PRIVATE ORGANIZATION,3. MERCHANTS,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,1. YES,4. á‹¨áˆŒáˆ‹ á‰£áˆˆá‹­á‹žá‰³ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,100,0,50,50,0,,50,50,,,,,1. YES,30,1. TERRACING,,,,2,3. LITER,2,3. LITER,0,
01020208880150904401,010202088801509044,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,44,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,3. IGNORANCE,,2. PRIVATE ORGANIZATION,,,0,1. BY RENTING OX,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,50,0,25,25,0,,25,25,,,,,1. YES,10,1. TERRACING,,,,1.5,3. LITER,0,,0,
01020208880150906001,010202088801509060,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,60,1,3. Both livestock and crop production,1. YES,2. NO,3. LACK OF MONEY,,2. NO,1. IGNORANCE,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,3. IGNORANCE,,1. GOVERNMENT ORGANIZATION,2. PRIVATE ORGANIZATION,,0,1. BY RENTING OX,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,50,50,,,,,1. YES,20,1. TERRACING,,,,1.5,3. LITER,0,,0,
01020208880150907601,010202088801509076,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,76,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,1. IGNORANCE,,1. YES,3. Non Government financial institute,,,,2. NO,3. IGNORANCE,,1. GOVERNMENT ORGANIZATION,,,1,3. BY PAIRING MINE W/OTHER ANIMAL,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,50,50,,,,,1. YES,30,1. TERRACING,2. TREE PLANTING,,,2,3. LITER,0,,0,
01020208880150909201,010202088801509092,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,92,1,1. crop production only,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,2. PRIVATE ORGANIZATION,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,50,50,,,,,1. YES,20,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,,2,3. LITER,0,,0,
01020208880150910801,010202088801509108,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,108,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,45,45,,1. TO USE REMAINING FOR ANOTHER TIME,,,1. YES,30,1. TERRACING,,,,2,3. LITER,0,,1,3. LITER
01020208880150912401,010202088801509124,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,124,1,1. crop production only,1. YES,2. NO,3. LACK OF MONEY,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,4. IGNORANCE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,2. PRIVATE ORGANIZATION,,,0,1. BY RENTING OX,,0,6. Four-wheel Tractor with ploughs,,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,50,50,,,,,1. YES,15,1. TERRACING,,,,0,,2.5,3. LITER,0,
01020208880150914001,010202088801509140,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,140,1,3. Both livestock and crop production,1. YES,2. NO,3. LACK OF MONEY,,2. NO,1. IGNORANCE,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,3. IGNORANCE,,1. GOVERNMENT ORGANIZATION,2. PRIVATE ORGANIZATION,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,0,0,,5. OTHER (SPECIFY),,There is no Difference,1. YES,20,1. TERRACING,,,,0,,2,3. LITER,0,
01020208880150915601,010202088801509156,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,156,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,1. IGNORANCE,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,3. IGNORANCE,,1. GOVERNMENT ORGANIZATION,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,50,50,,,,,1. YES,20,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,2.5,3. LITER,0,,0,
01020308880091001101,010203088800910011,010203088800910,1. RURAL,2514.627852004111,1. TIGRAY,02,03,8,88,009,10,11,1,1. crop production only,1. YES,2. NO,2. HIGH PRICE,,2. NO,1. IGNORANCE,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,1. GOVERNMENT ORGANIZATION,,,0,1. BY RENTING OX,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,25,12,13,0,0,12,13,,,,,,2. NO,,,,,,0,,0,,0,
01020308880091002501,010203088800910025,010203088800910,1. RURAL,2514.627852004111,1. TIGRAY,02,03,8,88,009,10,25,1,1. crop production only,3. NOT APPLICABLE,2. NO,7. OTHERS(SPECIFY),I don't have farm/ land,2. NO,7. OTHERS(SPECIFY),No Service/ not common in the community,2. NO,,,6. OTHERS(SPECIFY),Not Available,2. NO,5. OTHERS(SPECIFY),Not Applicable,1. GOVERNMENT ORGANIZATION,5. OTHER (SPECIFY),Not Avaliable,0,8. OTHERS(SPECIFY),RENTED OXEN,0,7. OTHERS(SPECIFY),NONE,2. Use livestock to thresh the crop,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
01020308880091003901,010203088800910039,010203088800910,1. RURAL,2514.627852004111,1. TIGRAY,02,03,8,88,009,10,39,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,1. GOVERNMENT ORGANIZATION,,,1,6. USING BORROWED OXEN,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,50,50,0,0,50,50,,,,,,1. YES,12,1. TERRACING,3. CONSERVATION ACTIVITIES,5. ROAD CONSTRUCTION,,0,,0,,0.05,3. LITER
