holder_id,household_id,harvestedcrop_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s11q00a,s11q01,s11q02a1,s11q02a2,s11q02b1,s11q02b2,s11q03a1,s11q03a2,s11q03a2_os,s11q04,s11q07,s11q08_1,s11q08_2,s11q09_1,s11q09_2,s11q10,s11q10_os,s11q11a,s11q11b,s11q11b_os,s11q12,s11q13_1,s11q13_2,s11q14a,s11q14b,s11q15,s11q16,s11q16_os,s11q17,s11q18a1,s11q18a2,s11q18a2_os,s11q19a1,s11q19a2,s11q19a2_os,s11q20a1,s11q20a2,s11q20a2_os,s11q21a1,s11q21a2,s11q21a2_os,s11q21a3,s11q22_1,s11q22_2,s11q22_os,s11q23,s11q24,s11q24_os,s11q25,s11q25a,s11q25a_os,s11q26_1,s11q26_2,s11q26_os,s11q27a,s11q27b,s11q27c,s11q27d,s11q27e
01010308880070901601,010103088800709016,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,tef,7. TEFF,,,,,2,123. Madaberia/Nuse/Shera/Cheret Large,,,2. NO,,,,,,,,,,,,,,,,,,,70,1. Kilogram,,70,1. Kilogram,,10,1. Kilogram,,0,,,,,,,1. YES,3. Bags in House,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,90,0,10,100
01010308880070902401,010103088800709024,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,bekolo,2. MAIZE,,,,,1,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,95,0,5,100
01010308880070902401,010103088800709024,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,gesho,75. GESHO,2. 2011,2. October,2. 2011,3. November,20,1. Kilogram,,20,1. YES,1,,1,,5. MAIN MARKET,,9,1. Kilogram,,450,1,,10. June,2010,1,1. On Foot,,0,1,1. Kilogram,,10,1. Kilogram,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070902401,010103088800709024,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,berbere,38. RED PEPPER,,,,,2,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,2,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070902401,010103088800709024,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,tef,7. TEFF,,,,,1,123. Madaberia/Nuse/Shera/Cheret Large,,,2. NO,,,,,,,,,,,,,,,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,15,1. Kilogram,,0,,,,,,,1. YES,3. Bags in House,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,10,80,5,5,100
01010308880070903201,010103088800709032,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,bekolo,2. MAIZE,,,,,165,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,3,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,3,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,95,0,5,100
01010308880070903201,010103088800709032,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,,,,,10,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,10,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,7,1. Kilogram,,4. DID NOTHING,,,0,100,0,0,100
01010308880070903201,010103088800709032,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,berbere,38. RED PEPPER,,,,,5,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,5,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,2,1. Kilogram,,4. DID NOTHING,,,0,100,0,0,100
01010308880070903201,010103088800709032,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,tef,7. TEFF,,,,,1,123. Madaberia/Nuse/Shera/Cheret Large,,,2. NO,,,,,,,,,,,,,,,,,,,85,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,1,123. Madaberia/Nuse/Shera/Cheret Large,,4. DID NOTHING,,,10,80,0,10,100
01010308880070903202,010103088800709032,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2,1. Crop production only,tef,7. TEFF,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,5,1. Kilogram,,0,,,,,,,1. YES,3. Bags in House,,40,1. Kilogram,,4. DID NOTHING,,,0,95,0,5,100
01010308880070903202,010103088800709032,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2,1. Crop production only,dagusa,3. MILLET,,,,,4,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,10,1. Kilogram,,0,,,,,,,1. YES,5. Gotera,,100,1. Kilogram,,4. DID NOTHING,,,10,80,0,10,100
01010308880070904001,010103088800709040,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,bekolo,2. MAIZE,,,,,2,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,2,3. Quintal,,0,,,0,,,0,,,,,,,1. YES,5. Gotera,,1.5,3. Quintal,,1. SPRAYING,,,0,90,0,10,100
01010308880070904001,010103088800709040,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,,,,,1,123. Madaberia/Nuse/Shera/Cheret Large,,,2. NO,,,,,,,,,,,,,,,,,,,1,123. Madaberia/Nuse/Shera/Cheret Large,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,1,121. Madaberia/Nuse/Shera/Cheret Small,,4. DID NOTHING,,,0,95,0,5,100
01010308880070904001,010103088800709040,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,tef,7. TEFF,,,,,7.5,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,7.5,3. Quintal,,0,,,0,,,0,,,,,,,1. YES,5. Gotera,,7.5,3. Quintal,,4. DID NOTHING,,,25,60,10,5,100
01010308880070904001,010103088800709040,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,dagusa,3. MILLET,,,,,25,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,10,1. Kilogram,,13,1. Kilogram,,2,1. Kilogram,,0,,,,,,,1. YES,3. Bags in House,,6,1. Kilogram,,4. DID NOTHING,,,0,100,0,0,100
01010308880070904001,010103088800709040,5,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,guaya,16. VETCH,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,1. Unprotected Pile,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,90,0,10,100
01010308880070904001,010103088800709040,6,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,gesho,75. GESHO,2. 2011,1. September,2. 2011,4. December,30,1. Kilogram,,15,1. YES,1,2,1,2,5. MAIN MARKET,,20,1. Kilogram,,1400,1,2,1. September,2011,2,1. On Foot,,0,2,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070904002,010103088800709040,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,2,1. Crop production only,shimbra,11. CHICK PEAS,,,,,3,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,3,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,65,35,0,0,100
01010308880070904002,010103088800709040,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,2,1. Crop production only,guaya,16. VETCH,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,100,0,0,100
01010308880070904801,010103088800709048,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,1,1. Crop production only,bekolo,2. MAIZE,,,,,2,52. Chinet Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,52. Chinet Medium,,0,,,5,1. Kilogram,,0,,,,,,,1. YES,3. Bags in House,,1,52. Chinet Medium,,4. DID NOTHING,,,0,95,0,5,100
01010308880070904801,010103088800709048,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,1,1. Crop production only,gesho,75. GESHO,2. 2011,2. October,2. 2011,5. January,36,1. Kilogram,,18,1. YES,1,,3,,5. MAIN MARKET,,36,1. Kilogram,,1800,1,,10. June,2010,2,1. On Foot,,0,0,,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070905601,010103088800709056,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,bekolo,2. MAIZE,,,,,5,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,5,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,5. Gotera,,4,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,90,0,10,100
01010308880070905601,010103088800709056,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,,,,,70,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,65,1. Kilogram,,0,,,15,1. Kilogram,,0,,,,,,,1. YES,3. Bags in House,,50,1. Kilogram,,4. DID NOTHING,,,0,100,0,0,100
01010308880070905601,010103088800709056,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,gesho,75. GESHO,2. 2011,2. October,2. 2011,4. December,7,1. Kilogram,,40,1. YES,1,2,1,2,5. MAIN MARKET,,6,1. Kilogram,,300,1,2,1. September,2011,1,1. On Foot,,0,1,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070905601,010103088800709056,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,dagusa,3. MILLET,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,5. Gotera,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,95,0,5,100
01010308880070905601,010103088800709056,5,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,tef,7. TEFF,,,,,6,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,6,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,5. Gotera,,6,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,95,0,5,100
01010308880070905601,010103088800709056,6,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,gebs,1. BARLEY,,,,,30,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,15,1. Kilogram,,15,1. Kilogram,,0,,,0,,,,,,,1. YES,3. Bags in House,,15,1. Kilogram,,4. DID NOTHING,,,0,100,0,0,100
01010308880070905601,010103088800709056,7,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,berbere,38. RED PEPPER,,,,,3,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,1.5,1. Kilogram,,1.5,1. Kilogram,,0,,,0,,,,,,,1. YES,3. Bags in House,,1.5,1. Kilogram,,4. DID NOTHING,,,0,100,0,0,100
01010308880070905601,010103088800709056,8,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,nech shinkurt,55. GARLIC,,,,,4,182. Tasa/Tanika/Shember/Selemon Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,182. Tasa/Tanika/Shember/Selemon Medium,,2,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070905601,010103088800709056,9,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,muze,42. BANANAS,1. 2010,6. February,1. 2010,9. May,4,1. Kilogram,,1,2. NO,,,,,,,,,,,,,,,,,,,4,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070906401,010103088800709064,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,1,3. Both livestock and crop production,bekolo,2. MAIZE,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,110,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,40,182. Tasa/Tanika/Shember/Selemon Medium,,4. DID NOTHING,,,0,95,0,5,100
01010308880070906401,010103088800709064,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,1,3. Both livestock and crop production,gesho,75. GESHO,2. 2011,4. December,2. 2011,5. January,18,1. Kilogram,,5,1. YES,1,,1,,5. MAIN MARKET,,17,1. Kilogram,,900,1,,1. September,2010,2,1. On Foot,,0,1,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070907201,010103088800709072,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,1,3. Both livestock and crop production,bekolo,2. MAIZE,,,,,4,52. Chinet Medium,,,2. NO,,,,,,,,,,,,,,,,,,,4,52. Chinet Medium,,0,,,20,1. Kilogram,,0,,,,,,,1. YES,3. Bags in House,,2,52. Chinet Medium,,4. DID NOTHING,,,0,90,0,10,100
01010308880070907201,010103088800709072,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,1,3. Both livestock and crop production,gesho,75. GESHO,2. 2011,4. December,2. 2011,4. December,25,1. Kilogram,,75,1. YES,1,2,2,,5. MAIN MARKET,,24,1. Kilogram,,1200,1,2,10. June,2010,2,1. On Foot,,0,1,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070907201,010103088800709072,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,1,3. Both livestock and crop production,berbere,38. RED PEPPER,,,,,5,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,5,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070907201,010103088800709072,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,1,3. Both livestock and crop production,tef,7. TEFF,,,,,4,52. Chinet Medium,,,2. NO,,,,,,,,,,,,,,,,,,,4,52. Chinet Medium,,0,,,15,1. Kilogram,,0,,,,,,,1. YES,5. Gotera,,4,52. Chinet Medium,,4. DID NOTHING,,,0,90,0,10,100
01010308880070907201,010103088800709072,5,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,1,3. Both livestock and crop production,zeytun,65. GUAVA,1. 2010,10. June,1. 2010,12. August,6,1. Kilogram,,50,1. YES,1,2,1,2,7. FRIEND/NEIGHBOR,,4,1. Kilogram,,60,1,2,10. June,2010,1,1. On Foot,,0,2,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070907201,010103088800709072,6,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,1,3. Both livestock and crop production,mango,46. MANGOS,1. 2010,8. April,1. 2010,12. August,3,1. Kilogram,,14,2. NO,,,,,,,,,,,,,,,,,,,3,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070907201,010103088800709072,7,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,1,3. Both livestock and crop production,avacado,84. AVOCADOS,1. 2010,7. March,1. 2010,10. June,2,1. Kilogram,,5,2. NO,,,,,,,,,,,,,,,,,,,2,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
01010308880070908001,010103088800709080,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,80,1,3. Both livestock and crop production,bekolo,2. MAIZE,,,,,6,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,6,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,15,1. Kilogram,,0,,,,,,,1. YES,5. Gotera,,5,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,90,0,10,100
01010308880070908001,010103088800709080,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,80,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,,,,,2,121. Madaberia/Nuse/Shera/Cheret Small,,,2. NO,,,,,,,,,,,,,,,,,,,1,121. Madaberia/Nuse/Shera/Cheret Small,,1,121. Madaberia/Nuse/Shera/Cheret Small,,0,,,0,,,,,,,1. YES,3. Bags in House,,30,182. Tasa/Tanika/Shember/Selemon Medium,,4. DID NOTHING,,,0,100,0,0,100
01010308880070908001,010103088800709080,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,80,1,3. Both livestock and crop production,tef,7. TEFF,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,,,,,1. YES,3. Bags in House,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,10,80,0,10,100
01010408880040501901,010104088800405019,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,19,1,3. Both livestock and crop production,Bekolo,2. MAIZE,,,,,40,112. Kunna/Mishe/Kefer/Enkib Medium,,,2. NO,,,,,,,,,,,,,,,,,,,20,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,30,182. Tasa/Tanika/Shember/Selemon Medium,,4. DID NOTHING,,,0,90,0,10,100
01010408880040501901,010104088800405019,2,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,19,1,3. Both livestock and crop production,Teff,7. TEFF,,,,,4,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,4,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,75,0,25,100
01010408880040502801,010104088800405028,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,28,1,3. Both livestock and crop production,Teff,7. TEFF,,,,,7,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,0.5,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,,,,,1. YES,8. Other Specify,Bermil,5.5,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,95,0,5,100
01010408880040505601,010104088800405056,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,56,1,1. Crop production only,Bekolo,2. MAIZE,,,,,50,182. Tasa/Tanika/Shember/Selemon Medium,,,2. NO,,,,,,,,,,,,,,,,,,,10,1. Kilogram,,0,,,0,,,3,182. Tasa/Tanika/Shember/Selemon Medium,,,3. RODENTS/PESTS,,,1. YES,3. Bags in House,,40,182. Tasa/Tanika/Shember/Selemon Medium,,4. DID NOTHING,,,0,90,0,10,100
01010408880040509101,010104088800405091,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,91,1,3. Both livestock and crop production,Bekolo,2. MAIZE,,,,,50,182. Tasa/Tanika/Shember/Selemon Medium,,,2. NO,,,,,,,,,,,,,,,,,,,8,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,5,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,,,,,1. YES,3. Bags in House,,40,182. Tasa/Tanika/Shember/Selemon Medium,,4. DID NOTHING,,,0,85,0,15,100
01010408880040510601,010104088800405106,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,106,1,1. Crop production only,Bekolo,2. MAIZE,,,,,45,182. Tasa/Tanika/Shember/Selemon Medium,,,2. NO,,,,,,,,,,,,,,,,,,,15,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,3,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,,,,,1. YES,3. Bags in House,,35,182. Tasa/Tanika/Shember/Selemon Medium,,4. DID NOTHING,,,0,85,0,15,100
01010408880040513301,010104088800405133,1,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,133,1,3. Both livestock and crop production,Teff,7. TEFF,,,,,6,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,5,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,40,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,,,,,1. YES,3. Bags in House,,5,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,80,0,20,100
01010508880071204501,010105088800712045,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,45,1,1. Crop production only,selit,27. SESAME,,,,,2,3. Quintal,,,1. YES,1,,1,,5. MAIN MARKET,,2,3. Quintal,,7000,1,2,3. November,2011,1,3. Drapht Animals,,0,0,,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,2,1. Kilogram,,4. DID NOTHING,,,0,0,0,100,100
01010508880071204501,010105088800712045,2,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,45,1,1. Crop production only,mashila,6. SORGHUM,,,,,5,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,1. YES,5. Gotera,,4,3. Quintal,,4. DID NOTHING,,,0,80,0,20,100
01010508880071204901,010105088800712049,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,49,1,3. Both livestock and crop production,dagusa,3. MILLET,,,,,2.5,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,1. YES,5. Gotera,,1.5,3. Quintal,,4. DID NOTHING,,,0,85,0,15,100
01010508880071204901,010105088800712049,2,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,49,1,3. Both livestock and crop production,mashila,6. SORGHUM,,,,,5,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,1. YES,5. Gotera,,4,3. Quintal,,4. DID NOTHING,,,0,80,0,20,100
01010508880071206101,010105088800712061,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,61,1,3. Both livestock and crop production,bekolo,2. MAIZE,,,,,65,182. Tasa/Tanika/Shember/Selemon Medium,,,2. NO,,,,,,,,,,,,,,,,,,,35,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,40,182. Tasa/Tanika/Shember/Selemon Medium,,4. DID NOTHING,,,0,75,0,25,100
01010508880071206101,010105088800712061,2,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,61,1,3. Both livestock and crop production,mashila,6. SORGHUM,,,,,6,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,1. YES,5. Gotera,,5,3. Quintal,,1. SPRAYING,,,0,80,0,20,100
01010508880071206101,010105088800712061,3,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,61,1,3. Both livestock and crop production,dagusa,3. MILLET,,,,,2,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,80,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,0,,,0,,,,,,,1. YES,5. Gotera,,3,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,75,0,25,100
01010508880071206101,010105088800712061,4,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,61,1,3. Both livestock and crop production,berbere,38. RED PEPPER,,,,,20,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,10,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,20,182. Tasa/Tanika/Shember/Selemon Medium,,4. DID NOTHING,,,0,95,0,5,100
01010508880071207401,010105088800712074,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,74,1,3. Both livestock and crop production,bekolo,2. MAIZE,,,,,30,182. Tasa/Tanika/Shember/Selemon Medium,,,2. NO,,,,,,,,,,,,,,,,,,,20,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,10,182. Tasa/Tanika/Shember/Selemon Medium,,4. DID NOTHING,,,0,50,0,50,100
01010508880071209601,010105088800712096,1,010105088800712,1. RURAL,707.451149068323,1. TIGRAY,01,05,8,88,007,12,96,1,1. Crop production only,bekolo,2. MAIZE,,,,,40,182. Tasa/Tanika/Shember/Selemon Medium,,,2. NO,,,,,,,,,,,,,,,,,,,30,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,10,182. Tasa/Tanika/Shember/Selemon Medium,,4. DID NOTHING,,,0,50,0,50,100
